ResourceID,brocade.id,card,order,Format Unit Type,Format Number Type,Page Numbers,Sheet Numbers,Format Unit Qualifier
4b8f550c-1df0-58b6-8c00-812858f589ea,tg:lhhs:18556,Formats,1,pages,written,18,,
ec6da468-bc38-568e-8d59-5269ad2fc4a6,tg:lhhs:2448,Formats,1,sheets,total,,18,
ec6da468-bc38-568e-8d59-5269ad2fc4a6,tg:lhhs:2448,Formats,1,pages,written,18,,
d6d6033e-bf78-5e41-bdfb-245067f723f3,tg:lhhs:8045,Formats,1,sheets,total,,12,
d6d6033e-bf78-5e41-bdfb-245067f723f3,tg:lhhs:8045,Formats,1,pages,written,12,,
3dc95c6c-f7ec-5b3d-848c-5f8d3f0428ef,tg:lhhs:17359,Formats,1,sheets,total,,1,
3dc95c6c-f7ec-5b3d-848c-5f8d3f0428ef,tg:lhhs:17359,Formats,1,pages,written,2,,
e021af4f-5451-5b21-8a08-040b051c6130,tg:lhhs:15364,Formats,1,sheets,total,,173,
e021af4f-5451-5b21-8a08-040b051c6130,tg:lhhs:15364,Formats,1,pages,written,173,,
3f4941e5-ed55-5c9c-abaa-2c32a0c7f5f9,tg:lhhs:4965,Formats,1,sheets,total,,18,
3f4941e5-ed55-5c9c-abaa-2c32a0c7f5f9,tg:lhhs:4965,Formats,1,pages,written,26,,
94eb7e8f-3e43-5e1d-a158-33de6b72963f,tg:lhhs:6958,Formats,1,sheets,total,,317,ca
94eb7e8f-3e43-5e1d-a158-33de6b72963f,tg:lhhs:6958,Formats,1,pages,written,317,,
7be15ff7-e10f-5791-ac47-5442fb9084c2,tg:lhhs:5677,Formats,1,sheets,total,,394,
7be15ff7-e10f-5791-ac47-5442fb9084c2,tg:lhhs:5677,Formats,1,pages,written,394,,
9eac7da9-488f-57f5-83ec-fbfa9c342452,tg:lhhs:2018,Formats,1,pages,written,1,,
d84772f9-a1a2-512d-acdf-afe3048273ed,tg:lhhs:8415,Formats,1,sheets,total,,2,
d84772f9-a1a2-512d-acdf-afe3048273ed,tg:lhhs:8415,Formats,1,pages,written,2,,
79084484-4478-5947-a4a4-ccb9a3447700,tg:lhhs:10536,Formats,1,sheets,total,,258,
79084484-4478-5947-a4a4-ccb9a3447700,tg:lhhs:10536,Formats,1,pages,written,258,,
3816a108-a06d-5849-bd1b-134fe860a2db,tg:lhhs:20180,Formats,1,pages,written,176,,
9d559740-3568-5a3a-8202-2501b17f421f,tg:lhhs:14826,Formats,1,sheets,total,,45,
9d559740-3568-5a3a-8202-2501b17f421f,tg:lhhs:14826,Formats,1,pages,written,45,,
96dbfebe-2855-5715-b4f9-9c31bbbc8b1d,tg:lhhs:15734,Formats,1,sheets,total,,8,
96dbfebe-2855-5715-b4f9-9c31bbbc8b1d,tg:lhhs:15734,Formats,1,pages,written,8,,
e1e8322a-317a-573d-b081-ef32f7a45a12,tg:lhhs:5227,Formats,1,sheets,total,,69,
4993cbce-beab-5840-8c95-6cc0d0f33056,tg:lhhs:4820,Formats,1,sheets,total,,5,
db49c265-1173-55f2-8161-aac56194d2bb,tg:lhhs:5732,Formats,1,sheets,total,,83,
db49c265-1173-55f2-8161-aac56194d2bb,tg:lhhs:5732,Formats,1,pages,written,161,,
1470643c-494e-53fc-84c1-fcfee0bca741,tg:lhhs:18413,Formats,1,sheets,total,,36,
1470643c-494e-53fc-84c1-fcfee0bca741,tg:lhhs:18413,Formats,1,pages,written,48,,
82105946-4474-5f52-90c1-2db5da090832,tg:lhhs:20495,Formats,1,sheets,total,,17,
82105946-4474-5f52-90c1-2db5da090832,tg:lhhs:20495,Formats,1,pages,written,17,,
ab57e0e5-50de-5717-9912-a62ad25da500,tg:lhhs:10023,Formats,1,sheets,total,,57,
ab57e0e5-50de-5717-9912-a62ad25da500,tg:lhhs:10023,Formats,1,pages,written,92,,
f21dfc4b-361d-5337-9ac9-d1388bf8e746,tg:lhhs:8100,Formats,1,sheets,total,,1,
f21dfc4b-361d-5337-9ac9-d1388bf8e746,tg:lhhs:8100,Formats,1,pages,written,1,,
f20a2240-2a8a-5eb8-95f1-2b154abd4441,tg:lhhs:10189,Formats,1,sheets,total,,2,
f20a2240-2a8a-5eb8-95f1-2b154abd4441,tg:lhhs:10189,Formats,1,pages,written,7,,
60c8f773-2583-5999-b835-278117446b64,tg:lhhs:15671,Formats,1,sheets,total,,2,
60c8f773-2583-5999-b835-278117446b64,tg:lhhs:15671,Formats,1,pages,written,2,,
9457c037-2f61-54c6-a5e8-07a9ab1e2b14,tg:lhhs:5362,Formats,1,sheets,total,,2,
9457c037-2f61-54c6-a5e8-07a9ab1e2b14,tg:lhhs:5362,Formats,1,pages,written,2,,
f04dc06c-4f1a-5141-8fc3-6edeaba60b02,tg:lhhs:5698,Formats,1,sheets,total,,170,
f04dc06c-4f1a-5141-8fc3-6edeaba60b02,tg:lhhs:5698,Formats,1,pages,written,170,,
d0065f67-5163-5de8-ae12-9cad88539ec1,tg:lhhs:18043,Formats,1,sheets,total,,58,
d0065f67-5163-5de8-ae12-9cad88539ec1,tg:lhhs:18043,Formats,1,pages,written,115,,
5c6bd9b6-254a-57fb-941f-e68eb5e56add,tg:lhhs:10473,Formats,1,sheets,total,,6,
5c6bd9b6-254a-57fb-941f-e68eb5e56add,tg:lhhs:10473,Formats,1,pages,written,6,,
cd4d4dd9-4231-5298-9cc4-5f14fe66d091,tg:lhhs:8550,Formats,1,sheets,total,,1,
cd4d4dd9-4231-5298-9cc4-5f14fe66d091,tg:lhhs:8550,Formats,1,pages,written,1,,
5f7e6c0d-be49-548b-a7e3-0b65040ca9a8,tg:lhhs:14430,Formats,1,sheets,total,,1,
5f7e6c0d-be49-548b-a7e3-0b65040ca9a8,tg:lhhs:14430,Formats,1,pages,written,2,,
9669368e-c57b-56a2-ace5-2e80e9758ccf,tg:lhhs:314,Formats,1,pages,written,50,,
b07e593d-fcf0-5f71-899a-b0542e01c4d7,tg:lhhs:4123,Formats,1,pages,written,1,,
34055ca5-3789-5ea8-a587-5d98a912d610,tg:lhhs:19202,Formats,1,sheets,total,,4,
34055ca5-3789-5ea8-a587-5d98a912d610,tg:lhhs:19202,Formats,1,pages,written,4,,
d1792af8-6724-5af5-aa06-d03c9384527f,tg:lhhs:1321,Formats,1,pages,written,1,,
0683252a-d894-510f-a18d-e067db88f4e9,tg:lhhs:10920,Formats,1,sheets,total,,1,
0683252a-d894-510f-a18d-e067db88f4e9,tg:lhhs:10920,Formats,1,pages,written,3,,
70f37f60-f7d9-5732-9b2f-0192b1ee75b3,tg:lhhs:8803,Formats,1,sheets,total,,9,
70f37f60-f7d9-5732-9b2f-0192b1ee75b3,tg:lhhs:8803,Formats,1,pages,written,9,,
bc0d340d-15fa-5ce9-b73b-b8edacd1673b,tg:lhhs:9711,Formats,1,sheets,total,,2,
bc0d340d-15fa-5ce9-b73b-b8edacd1673b,tg:lhhs:9711,Formats,1,pages,written,4,,
3206adde-5b23-5689-84dd-e73d90d6e8d6,tg:lhhs:11632,Formats,1,sheets,total,,10,
3206adde-5b23-5689-84dd-e73d90d6e8d6,tg:lhhs:11632,Formats,1,pages,written,10,,
2c605462-b446-5cd9-a7c4-ab791242dc04,tg:lhhs:11798,Formats,1,sheets,total,,1,
2c605462-b446-5cd9-a7c4-ab791242dc04,tg:lhhs:11798,Formats,1,pages,written,1,,
a8e2a0bd-1750-5a87-971a-ce0e0f744b38,tg:lhhs:744,Formats,1,sheets,total,,16,
5350efe3-c597-536a-be9c-2ff0bb347bfa,tg:lhhs:14060,Formats,1,sheets,total,,136,ca
5350efe3-c597-536a-be9c-2ff0bb347bfa,tg:lhhs:14060,Formats,1,pages,written,136,,
bba73667-a3cd-5702-a882-06cd7f6554b0,tg:lhhs:4573,Formats,1,sheets,total,,55,ca
bba73667-a3cd-5702-a882-06cd7f6554b0,tg:lhhs:4573,Formats,1,pages,written,55,,
40b752ee-eeb8-5991-8f13-1aa526e6daad,tg:lhhs:18940,Formats,1,sheets,total,,33,
40b752ee-eeb8-5991-8f13-1aa526e6daad,tg:lhhs:18940,Formats,1,pages,written,53,,
5e0fabe8-9f4f-5fe8-8664-a27b9edd52b8,tg:lhhs:19652,Formats,1,sheets,total,,1,
5e0fabe8-9f4f-5fe8-8664-a27b9edd52b8,tg:lhhs:19652,Formats,1,pages,written,1,,
d30faff0-7ec0-50ee-be65-62e25f26ebae,tg:lhhs:1771,Formats,1,pages,written,2,,
8ffc9a2a-af62-5d5c-a794-bafd2b7ac897,tg:lhhs:4089,Formats,1,pages,written,1,,
eed4becb-b18f-52fe-955d-584eff5c6229,tg:lhhs:11262,Formats,1,sheets,total,,1,
eed4becb-b18f-52fe-955d-584eff5c6229,tg:lhhs:11262,Formats,1,pages,written,4,,
1d2fa8b9-d825-55e6-a04f-440331ccfefb,tg:lhhs:18690,Formats,1,sheets,total,,3,
1d2fa8b9-d825-55e6-a04f-440331ccfefb,tg:lhhs:18690,Formats,1,pages,written,3,,
26d7561b-335b-53c0-a602-f9187064dca8,tg:lhhs:7076,Formats,1,sheets,total,,5,
26d7561b-335b-53c0-a602-f9187064dca8,tg:lhhs:7076,Formats,1,pages,written,5,,
e4ad790e-9d63-5a9e-90df-fa92c9eb9ae4,tg:lhhs:19982,Formats,1,sheets,total,,6 + 5 + 6,
e4ad790e-9d63-5a9e-90df-fa92c9eb9ae4,tg:lhhs:19982,Formats,1,pages,written,17,,
a9da8646-ddfc-5ae3-b030-bad258d7d7e2,tg:lhhs:20616,Formats,1,sheets,total,,100,ca
d973187e-a956-5cb3-b446-559b71eebc01,tg:lhhs:15558,Formats,1,sheets,total,,80,
d973187e-a956-5cb3-b446-559b71eebc01,tg:lhhs:15558,Formats,1,pages,written,80,,
5a2324c4-40b5-57a1-9341-8e44269b61fc,tg:lhhs:17565,Formats,1,sheets,total,,8,
5a2324c4-40b5-57a1-9341-8e44269b61fc,tg:lhhs:17565,Formats,1,pages,written,8,,
0ab46a60-6144-5a54-a0b4-54826a9a5add,tg:lhhs:12767,Formats,1,sheets,total,,123,
0ab46a60-6144-5a54-a0b4-54826a9a5add,tg:lhhs:12767,Formats,1,pages,written,123,,
4dcceffd-0cff-56fe-86e6-f92ae07cba20,tg:lhhs:13875,Formats,1,sheets,total,,4,
4dcceffd-0cff-56fe-86e6-f92ae07cba20,tg:lhhs:13875,Formats,1,pages,written,4,,
5057c126-6553-5594-9c6a-d170abda9a80,tg:lhhs:894,Formats,1,sheets,total,,1,
5057c126-6553-5594-9c6a-d170abda9a80,tg:lhhs:894,Formats,1,pages,written,2,,
5ab2c3ec-7653-5c9b-bcfe-a3802beb4c5d,tg:lhhs:11848,Formats,1,sheets,total,,33,
5ab2c3ec-7653-5c9b-bcfe-a3802beb4c5d,tg:lhhs:11848,Formats,1,pages,written,33,,
b27a042e-4a33-5e7d-af9f-52b57bd5c849,tg:lhhs:2274,Formats,1,sheets,total,,8,
b27a042e-4a33-5e7d-af9f-52b57bd5c849,tg:lhhs:2274,Formats,1,pages,written,8,,
4b67de81-bfd4-5679-a2e5-a85708f8fe2e,tg:lhhs:7426,Formats,1,sheets,total,,1,
8720393d-73eb-5a82-9353-83a26ae302d7,tg:lhhs:20246,Formats,1,sheets,total,,30,
8720393d-73eb-5a82-9353-83a26ae302d7,tg:lhhs:20246,Formats,1,pages,written,30,,
bbbb8a67-2885-5d54-b4b4-e9fc70c4e26f,tg:lhhs:8229,Formats,1,pages,written,1,,
73a9b26e-6055-56c5-a657-d6a78c35a620,tg:lhhs:12337,Formats,1,sheets,total,,5,
73a9b26e-6055-56c5-a657-d6a78c35a620,tg:lhhs:12337,Formats,1,pages,written,5,,
a4ef9225-2f5d-5c4a-bc51-2e786d6e0e3b,tg:lhhs:2624,Formats,1,sheets,total,,8,
a4ef9225-2f5d-5c4a-bc51-2e786d6e0e3b,tg:lhhs:2624,Formats,1,pages,written,8,,
84c053b6-bf55-524c-8fb8-d952ec714bd0,tg:lhhs:19828,Formats,1,pages,written,1,,
bd7b60ef-26d4-5a7d-86b6-b5eb4b5e7cbc,tg:lhhs:19081,Formats,1,sheets,total,,4,
bd7b60ef-26d4-5a7d-86b6-b5eb4b5e7cbc,tg:lhhs:19081,Formats,1,pages,written,8,,
c7710d56-e9cf-5c97-af93-b940cc2f078e,tg:lhhs:6667,Formats,1,sheets,total,,7,
c7710d56-e9cf-5c97-af93-b940cc2f078e,tg:lhhs:6667,Formats,1,pages,written,7,,
6fd47073-01ea-5b29-8b36-9b720f9218b3,tg:lhhs:5948,Formats,1,pages,written,1,,
50ccbc2a-4b61-5106-9398-b5a954a8acfa,tg:lhhs:7975,Formats,1,sheets,total,,2,
50ccbc2a-4b61-5106-9398-b5a954a8acfa,tg:lhhs:7975,Formats,1,pages,written,2,,
b7ca0a93-5ab8-5f22-839c-697c5d58e584,tg:lhhs:21007,Formats,1,sheets,total,,10,
b7ca0a93-5ab8-5f22-839c-697c5d58e584,tg:lhhs:21007,Formats,1,pages,written,11,,
5f386365-68b3-5780-965f-ef5ae2dac414,tg:lhhs:16374,Formats,1,sheets,total,,84,
5f386365-68b3-5780-965f-ef5ae2dac414,tg:lhhs:16374,Formats,1,pages,written,84,,
0d553855-b569-5f6d-a9c9-cebd29803e2a,tg:lhhs:14349,Formats,1,sheets,total,,16,
0d553855-b569-5f6d-a9c9-cebd29803e2a,tg:lhhs:14349,Formats,1,pages,written,16,,
61f4b2df-a3b7-5637-b6a6-557b4c7bd7ea,tg:lhhs:9068,Formats,1,sheets,total,,4,
61f4b2df-a3b7-5637-b6a6-557b4c7bd7ea,tg:lhhs:9068,Formats,1,pages,written,4,,
9a281a07-6c15-5dd3-a27a-9c8b13f2faaa,tg:lhhs:13176,Formats,1,sheets,total,,180,
9a281a07-6c15-5dd3-a27a-9c8b13f2faaa,tg:lhhs:13176,Formats,1,pages,written,184,,
51f890f3-bb58-5774-8719-548fa0524a4c,tg:lhhs:197,Formats,1,pages,written,34,,
9e5e2ce0-2270-5713-8dea-45412c22367c,tg:lhhs:3465,Formats,1,pages,written,12,,
34385711-1494-5da3-ac7f-33367fad3f8c,tg:lhhs:1458,Formats,1,pages,written,1,,
3d0e7205-6328-5314-8f94-90c9c8766b8b,tg:lhhs:6237,Formats,1,pages,written,1,,
5868f05c-9261-52fe-b32f-a0d9779f16ec,tg:lhhs:16724,Formats,1,sheets,total,,8,
5868f05c-9261-52fe-b32f-a0d9779f16ec,tg:lhhs:16724,Formats,1,pages,written,8,,
64c4b43a-cef4-515d-b147-0ef87ed6f841,tg:lhhs:14719,Formats,1,sheets,total,,1,
64c4b43a-cef4-515d-b147-0ef87ed6f841,tg:lhhs:14719,Formats,1,pages,written,1,,
08ffbc58-0266-5757-bbaa-de8fdfa1e980,tg:lhhs:17836,Formats,1,sheets,total,,20,
cef4367f-d53f-5a44-aed3-53b5989fe1b8,tg:lhhs:13526,Formats,1,sheets,total,,25,
cef4367f-d53f-5a44-aed3-53b5989fe1b8,tg:lhhs:13526,Formats,1,pages,written,25,,
04ba9a68-7831-5b28-8f0c-0d3fda2a8f2c,tg:lhhs:9438,Formats,1,sheets,total,,6,
04ba9a68-7831-5b28-8f0c-0d3fda2a8f2c,tg:lhhs:9438,Formats,1,pages,written,6,,
787b572d-0416-5324-94df-089f3af2b22d,tg:lhhs:3035,Formats,1,pages,written,5,,
2462b792-37de-5a08-b75b-faacb067abaa,tg:lhhs:1008,Formats,1,sheets,total,,24,
2462b792-37de-5a08-b75b-faacb067abaa,tg:lhhs:1008,Formats,1,pages,written,24,,
4bc52744-415a-5445-a076-bec5cb8a10d2,tg:lhhs:3520,Formats,1,pages,written,5,,
05994a15-b56d-57a8-ba99-10e0d65142e4,tg:lhhs:6722,Formats,1,sheets,total,,6,
fb339c71-8c1f-58f3-b57d-e8b5b1ae6b36,tg:lhhs:7830,Formats,1,sheets,total,,6,
fb339c71-8c1f-58f3-b57d-e8b5b1ae6b36,tg:lhhs:7830,Formats,1,pages,written,6,,
dd1eee5c-4d93-5aec-8669-8d07a2c87f98,tg:lhhs:21142,Formats,1,sheets,total,,12,
dd1eee5c-4d93-5aec-8669-8d07a2c87f98,tg:lhhs:21142,Formats,1,pages,written,12,,
5239dfee-a66c-5564-840b-bfd0d46f077e,tg:lhhs:16231,Formats,1,sheets,total,,46,
5239dfee-a66c-5564-840b-bfd0d46f077e,tg:lhhs:16231,Formats,1,pages,written,46,,
d28a96b1-637d-5acf-a2b0-88b320bbeb72,tg:lhhs:482,Formats,1,pages,written,6,,
82992947-ea17-5be0-aea0-b7e0b149c9bb,tg:lhhs:13463,Formats,1,sheets,total,,1,
82992947-ea17-5be0-aea0-b7e0b149c9bb,tg:lhhs:13463,Formats,1,pages,written,1,,
433d17fa-bd65-579d-b379-585333a5dc7c,tg:lhhs:6688,Formats,1,sheets,total,,3,
973ce132-9960-55d1-a861-325aa1aa308e,tg:lhhs:3170,Formats,1,pages,written,2,,
b4da8662-b9a6-5fd4-86c8-2d682eaf06e0,tg:lhhs:19594,Formats,1,sheets,total,,4+37,
b4da8662-b9a6-5fd4-86c8-2d682eaf06e0,tg:lhhs:19594,Formats,1,pages,written,4+37,,
ab74e971-e40f-5460-9734-629374bbccab,tg:lhhs:6372,Formats,1,sheets,total,,37,
ab74e971-e40f-5460-9734-629374bbccab,tg:lhhs:6372,Formats,1,pages,written,37,,
6c35c829-5b68-5777-a66c-b6f43df15eba,tg:lhhs:178,Formats,1,pages,written,85,,
56adf617-3251-55f2-8c61-5bb6ceb8c347,tg:lhhs:16661,Formats,1,sheets,total,,1,
56adf617-3251-55f2-8c61-5bb6ceb8c347,tg:lhhs:16661,Formats,1,pages,written,1,,
34f77e19-6673-5705-8c74-c19b6b553f9b,tg:lhhs:9087,Formats,1,sheets,total,,143,
34f77e19-6673-5705-8c74-c19b6b553f9b,tg:lhhs:9087,Formats,1,pages,written,143,,
f3d42f89-5c01-5111-bb0f-5dab5d57d8c9,tg:lhhs:12622,Formats,1,sheets,total,,322,
f3d42f89-5c01-5111-bb0f-5dab5d57d8c9,tg:lhhs:12622,Formats,1,pages,written,322,,
4942b16a-166d-597c-91f9-7a9e762cccff,tg:lhhs:13930,Formats,1,sheets,total,,3,
4942b16a-166d-597c-91f9-7a9e762cccff,tg:lhhs:13930,Formats,1,pages,written,3,,
034a0533-24ad-5cc0-a887-57ad27817d48,tg:lhhs:20,Formats,1,pages,written,10,,
6e329aeb-6a98-5133-a9d9-a87bbf0eeb95,tg:lhhs:2331,Formats,1,sheets,total,,4,
6e329aeb-6a98-5133-a9d9-a87bbf0eeb95,tg:lhhs:2331,Formats,1,pages,written,4,,
9cd71921-311b-5380-b969-6ce2de55a5f0,tg:lhhs:7133,Formats,1,pages,written,2,,
9e96e83d-0b0f-56cc-b301-b50571443c33,tg:lhhs:20753,Formats,1,sheets,total,,130,ca
9e96e83d-0b0f-56cc-b301-b50571443c33,tg:lhhs:20753,Formats,1,pages,written,130,,
8bc5a6db-8df6-55ee-b8b9-3d6c61b2de68,tg:lhhs:17420,Formats,1,sheets,total,,9,
8bc5a6db-8df6-55ee-b8b9-3d6c61b2de68,tg:lhhs:17420,Formats,1,pages,written,9,,
da8cad47-0a18-5aa6-9e5b-85e2a002d44e,tg:lhhs:12272,Formats,1,sheets,total,,15,
da8cad47-0a18-5aa6-9e5b-85e2a002d44e,tg:lhhs:12272,Formats,1,pages,written,15,,
cd0e5fa6-cb75-5964-80c4-93bf5dcf71d7,tg:lhhs:7099,Formats,1,pages,written,1,,
9dc8a665-43c7-527d-94a7-2e44f42f29ca,tg:lhhs:2761,Formats,1,sheets,total,,8,
9dc8a665-43c7-527d-94a7-2e44f42f29ca,tg:lhhs:2761,Formats,1,pages,written,15,,
e56a9913-dee5-53c2-b985-bf144f4e8574,tg:lhhs:3873,Formats,1,pages,written,487,,
ac982c6e-785b-55c3-91f0-f31a91095660,tg:lhhs:7563,Formats,1,sheets,total,,13,
ac982c6e-785b-55c3-91f0-f31a91095660,tg:lhhs:7563,Formats,1,pages,written,13,,
30a2416a-3931-5abc-826f-8ae67592941f,tg:lhhs:12788,Formats,1,sheets,total,,31,
30a2416a-3931-5abc-826f-8ae67592941f,tg:lhhs:12788,Formats,1,pages,written,31,,
e18e5ccc-ecde-5375-9dbc-8de1017b111b,tg:lhhs:8696,Formats,1,sheets,total,,3,
e18e5ccc-ecde-5375-9dbc-8de1017b111b,tg:lhhs:8696,Formats,1,pages,written,3,,
7d7eb780-6471-5aae-9f92-fd9f2dff371f,tg:lhhs:20303,Formats,1,sheets,total,,23,
7d7eb780-6471-5aae-9f92-fd9f2dff371f,tg:lhhs:20303,Formats,1,pages,written,44,,
b6aded6a-aadd-5fd6-8bb0-3c6648443af7,tg:lhhs:9984,Formats,1,sheets,total,,1,
b6aded6a-aadd-5fd6-8bb0-3c6648443af7,tg:lhhs:9984,Formats,1,pages,written,2,,
4e46a857-48e9-5b2f-b4f2-f0d2eb3bbdc1,tg:lhhs:15763,Formats,1,sheets,total,,3,
4e46a857-48e9-5b2f-b4f2-f0d2eb3bbdc1,tg:lhhs:15763,Formats,1,pages,written,3,,
d8c3f3f6-ab14-5cac-90f1-66d345509cda,tg:lhhs:5270,Formats,1,pages,written,1,,
a01b98cd-950c-5971-9496-5e938313d431,tg:lhhs:4898,Formats,1,sheets,total,,60,
4ba4eb02-7e3a-582a-9da9-4ef4720903b7,tg:lhhs:18151,Formats,1,pages,written,25,,
4a11123d-d73e-5c75-b4af-07fd9e475163,tg:lhhs:15299,Formats,1,sheets,total,,4,
6c0f61f6-e0be-5261-a6e3-302c15ab2aef,tg:lhhs:10561,Formats,1,sheets,total,,83,
6c0f61f6-e0be-5261-a6e3-302c15ab2aef,tg:lhhs:10561,Formats,1,pages,written,83,,
4671ad08-09b7-5ef7-860c-5e23cbfa61e1,tg:lhhs:8442,Formats,1,sheets,total,,12,
4671ad08-09b7-5ef7-860c-5e23cbfa61e1,tg:lhhs:8442,Formats,1,pages,written,13,,
3baf1c18-d62a-5f16-92c0-b28ca22d86da,tg:lhhs:15333,Formats,1,sheets,total,,96,
3ec13285-99dc-5cbb-8ffe-0f9d49e76688,tg:lhhs:4932,Formats,1,sheets,total,,7,
3ec13285-99dc-5cbb-8ffe-0f9d49e76688,tg:lhhs:4932,Formats,1,pages,written,7,,
bfa6aa42-0eeb-5c82-8ad3-e6d31fe88e4f,tg:lhhs:5620,Formats,1,sheets,total,,74,
bfa6aa42-0eeb-5c82-8ad3-e6d31fe88e4f,tg:lhhs:5620,Formats,1,pages,written,74,,
810972bb-2eca-5221-9d30-64ba6845cc4b,tg:lhhs:18501,Formats,1,sheets,total,,1,
810972bb-2eca-5221-9d30-64ba6845cc4b,tg:lhhs:18501,Formats,1,pages,written,1,,
06378480-050a-5a27-befc-826134a9472a,tg:lhhs:20587,Formats,1,sheets,total,,37,
06378480-050a-5a27-befc-826134a9472a,tg:lhhs:20587,Formats,1,pages,written,36,,
f62f6d64-64af-5874-a907-6ae7fc6af5ca,tg:lhhs:10131,Formats,1,sheets,total,,2,
f62f6d64-64af-5874-a907-6ae7fc6af5ca,tg:lhhs:10131,Formats,1,pages,written,4,,
7bba0ac8-f2cf-579c-9dd1-925b32e4461a,tg:lhhs:8012,Formats,1,sheets,total,,11,
7bba0ac8-f2cf-579c-9dd1-925b32e4461a,tg:lhhs:8012,Formats,1,pages,written,11,,
f8bab113-0711-5782-9be1-70cf9cdb92eb,tg:lhhs:10998,Formats,1,sheets,total,,1,
f8bab113-0711-5782-9be1-70cf9cdb92eb,tg:lhhs:10998,Formats,1,pages,written,4,,
c372a1b1-81e5-5da4-a28e-75b492f39614,tg:lhhs:656,Formats,1,sheets,total,,8,
dbe01263-01bd-551e-91b2-d50d03add99c,tg:lhhs:14172,Formats,1,sheets,total,,1,
dbe01263-01bd-551e-91b2-d50d03add99c,tg:lhhs:14172,Formats,1,pages,written,4,,
69bd5c4f-2582-59d0-a973-7b5490235a9b,tg:lhhs:4461,Formats,1,sheets,total,,165,ca
69bd5c4f-2582-59d0-a973-7b5490235a9b,tg:lhhs:4461,Formats,1,pages,written,165,,
00e0cefb-cedd-5ccb-9cc9-713e213bb7c3,tg:lhhs:1399,Formats,1,sheets,total,,222,
00e0cefb-cedd-5ccb-9cc9-713e213bb7c3,tg:lhhs:1399,Formats,1,pages,written,264,,
3417f204-db48-5aff-bae7-64eef1a9fbb7,tg:lhhs:18852,Formats,1,sheets,total,,11,
3417f204-db48-5aff-bae7-64eef1a9fbb7,tg:lhhs:18852,Formats,1,pages,written,11,,
51ecda09-22ce-52f2-8059-0b80e6b7ee57,tg:lhhs:19740,Formats,1,sheets,total,,1,
51ecda09-22ce-52f2-8059-0b80e6b7ee57,tg:lhhs:19740,Formats,1,pages,written,1,,
089d60d9-d4f9-52e5-8c7e-912394db8896,tg:lhhs:1663,Formats,1,sheets,total,,5,
089d60d9-d4f9-52e5-8c7e-912394db8896,tg:lhhs:1663,Formats,1,pages,written,5,,
72671214-1ef7-5708-b49d-ebb5e97e224b,tg:lhhs:9253,Formats,1,sheets,total,,1,
72671214-1ef7-5708-b49d-ebb5e97e224b,tg:lhhs:9253,Formats,1,pages,written,2,,
36b94598-3604-5318-8a16-2cf16f578eb6,tg:lhhs:14488,Formats,1,sheets,total,,1,
36b94598-3604-5318-8a16-2cf16f578eb6,tg:lhhs:14488,Formats,1,pages,written,2,,
b9310d77-e197-55c1-8053-8bea706cc1bb,tg:lhhs:11370,Formats,1,sheets,total,,1,
b9310d77-e197-55c1-8053-8bea706cc1bb,tg:lhhs:11370,Formats,1,pages,written,1,,
ac00947a-57fa-53ec-b2a6-79af27958b01,tg:lhhs:206,Formats,1,sheets,total,,287,
b500e4dd-66a1-5472-9e3a-d3bdb14070f2,tg:lhhs:4031,Formats,1,pages,written,1,,
ac3328ce-9052-5c82-b1eb-de0ac02df012,tg:lhhs:19310,Formats,1,sheets,total,,4,
ac3328ce-9052-5c82-b1eb-de0ac02df012,tg:lhhs:19310,Formats,1,pages,written,5,,
f2cba726-8bde-5110-94ad-1e03eddd0e4c,tg:lhhs:1233,Formats,1,sheets,total,,1,
f2cba726-8bde-5110-94ad-1e03eddd0e4c,tg:lhhs:1233,Formats,1,pages,written,1,,
6e8c8ea2-e5e8-597d-9fdd-dbd69cfd6e59,tg:lhhs:10832,Formats,1,sheets,total,,2,
6e8c8ea2-e5e8-597d-9fdd-dbd69cfd6e59,tg:lhhs:10832,Formats,1,pages,written,5,,
11faceeb-9f94-577b-b42b-3c6a3c6d1cfb,tg:lhhs:8911,Formats,1,sheets,total,,122,
11faceeb-9f94-577b-b42b-3c6a3c6d1cfb,tg:lhhs:8911,Formats,1,pages,written,243,,
1da53a01-d2fa-5517-ba02-696a5bd00f30,tg:lhhs:9603,Formats,1,sheets,total,,3,
1da53a01-d2fa-5517-ba02-696a5bd00f30,tg:lhhs:9603,Formats,1,pages,written,5,,
6930a00c-0d7d-5a6a-a193-1c944dda643a,tg:lhhs:11720,Formats,1,sheets,total,,1,
6930a00c-0d7d-5a6a-a193-1c944dda643a,tg:lhhs:11720,Formats,1,pages,written,1,,
fc6af9bf-b225-55f7-b7bf-29c3e729968d,tg:lhhs:2809,Formats,1,sheets,total,,11,
fc6af9bf-b225-55f7-b7bf-29c3e729968d,tg:lhhs:2809,Formats,1,pages,written,25,,
6cb31974-e19a-5897-8318-12bb87a562de,tg:lhhs:18917,Formats,1,pages,written,1,,
8334513b-2db4-5ea3-b0bd-b429b54f41d5,tg:lhhs:1726,Formats,1,sheets,total,,5,
8334513b-2db4-5ea3-b0bd-b429b54f41d5,tg:lhhs:1726,Formats,1,pages,written,5,,
d0b0c64f-558f-5f93-8a08-3a3392eb13ed,tg:lhhs:19605,Formats,1,sheets,total,,5,
