Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Illustration Type,Illustration URL,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type,id/place.place,Production Place Name,Production Place ID,Production Place Identifier,Object Type,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Frans van Cauwelaert, Londen; Belgische kerk; Hulde aan het monument van de gesnevelde Belgische soldaten 1914-1918 op het kerkhof van Kensal Green. v.l.n.r: F.V.C; Spaak; Gutt.(15)",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"95,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"158,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:20293,au::17334,{'url': 'https://anet.be/record/isaarlh/au::17334'},kw,Persoon,Paul Henri Spaak,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:20293,au::3664,{'url': 'https://anet.be/record/isaarlh/au::3664'},kw,Persoon,Frans van Cauwelaert,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:20293,au::8114,{'url': 'https://anet.be/record/isaarlh/au::8114'},kw,Persoon,Camille Gutt,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,Images,tg:lhph:20293,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:20091'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,2,Images,tg:lhph:20293,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:145105'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,Items,tg:lhph:20293,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:7314,,isad:lh:92943,FVCA / P (1942-1949/13-15),,,,,Nederlands,Noot,,,,,,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,ObjectTypes,tg:lhph:20293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,01978ce1-d853-5c0d-86a8-43bad0f05294,,,,,,,,,,,1,Places,tg:lhph:20293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Londen'}],Londen,,,,,,,,
tg:lhph:5499,Foto,https://anet.be/record/opaclhobj/tg:lhph:5499/N,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,BE-ANN07/ph/000005183,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,Acquisitions,tg:lhph:5499,tr:lh:3340,Schenking van Stedelijke Openbare Bibliotheken,{'url':'https://id.letterenhuis.be/ark:/24970/01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Lode Zielens en Gerard Walschap aan de Galeries Nationales (Groenplaats, Antwerpen).",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"139,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"85,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:5499,au::21016,{'url': 'https://anet.be/record/isaarlh/au::21016'},kw,Persoon,Gerard Walschap,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:5499,au::21790,{'url': 'https://anet.be/record/isaarlh/au::21790'},kw,Persoon,Lode Zielens,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:5499,au::24243,{'url': 'https://anet.be/record/isaarlh/au::24243'},kw,Persoon,Louise Zielens,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,Images,tg:lhph:5499,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:6357'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,2,Images,tg:lhph:5499,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:131317'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,Items,tg:lhph:5499,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:3340,66453/40,,W 213 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,ObjectTypes,tg:lhph:5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepia Gekleurde Foto,,,,,
,,,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,,,,,,,,,,,1,Places,tg:lhph:5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Antwerpen'}],Antwerpen,,,,,,,,
tg:lhph:21752,Foto,https://anet.be/record/opaclhobj/tg:lhph:21752/N,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,BE-ANN07/ph/000020783,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/01e5efb7-6038-5f79-bc2e-f4d6b3d8d226'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,Acquisitions,tg:lhph:21752,tr:lh:7859,Archief van Manteau,{'url':'https://id.letterenhuis.be/ark:/24970/01e5efb7-6038-5f79-bc2e-f4d6b3d8d226'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,Annotations,tg:lhph:21752,,,,note.lhalg,Negatievenarchief uitgeverij Manteau,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,Archives,tg:lhph:21752,,,,,,,,isad:lh:94873,Negatievenarchief,{'url':'https://id.letterenhuis.be/ark:/24970/01e5efb7-6038-5f79-bc2e-f4d6b3d8d226'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Stijn Streuvels, in het park. Ten voeten uit.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:21752,au::17799,{'url': 'https://anet.be/record/isaarlh/au::17799'},kw,Persoon,Stijn Streuvels,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,Images,tg:lhph:21752,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:21494'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,2,Images,tg:lhph:21752,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:146509'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,Items,tg:lhph:21752,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:7859,203626/1923,isad:lh:94873,M 224 / P (NEG0067/4/8A),,,,,Nederlands,Noot,,,,,,,,,,
,,,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,,,,,,,,,,,1,ObjectTypes,tg:lhph:21752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Negatief,,,,,
tg:lhph:11063,Foto,https://anet.be/record/opaclhobj/tg:lhph:11063/N,01eac073-db2d-5915-b006-2e9532d8ae3d,BE-ANN07/ph/000010501,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/01eac073-db2d-5915-b006-2e9532d8ae3d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Acquisitions,tg:lhph:11063,tr:lh:139785,Documentatiemappen OB Gent (Johan Daisne),{'url':'https://id.letterenhuis.be/ark:/24970/01eac073-db2d-5915-b006-2e9532d8ae3d'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Annotations,tg:lhph:11063,,,,note.lhalg,"Met opdracht aan Johan Daisne
",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Archives,tg:lhph:11063,,,,,,,,isad:lh:142927,Losse foto's uit de documentatiemappen,{'url':'https://id.letterenhuis.be/ark:/24970/01eac073-db2d-5915-b006-2e9532d8ae3d'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Julia Tulkens, schrijvend aan de salontafel.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"140,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"90,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:11063,au::18657,{'url': 'https://anet.be/record/isaarlh/au::18657'},kw,Persoon,Julia Tulkens,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:11063,au::4855,{'url': 'https://anet.be/record/isaarlh/au::4855'},vb,Persoon,Johan Daisne,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Images,tg:lhph:11063,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:607975'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,2,Images,tg:lhph:11063,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:608241'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,Items,tg:lhph:11063,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:139785,,isad:lh:142927,T 433 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,01eac073-db2d-5915-b006-2e9532d8ae3d,,,,,,,,,,,1,ObjectTypes,tg:lhph:11063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
tg:lhph:7109,Foto,https://anet.be/record/opaclhobj/tg:lhph:7109/N,02082c16-3aca-578f-be5b-deea64e11bd0,BE-ANN07/ph/000006768,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,Acquisitions,tg:lhph:7109,tr:lh:3033,Schenking van R. Dent-Tyck,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,2,Acquisitions,tg:lhph:7109,tr:lh:139964,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,3,Acquisitions,tg:lhph:7109,tr:lh:139964,Archief van Stijn Streuvels,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,Annotations,tg:lhph:7109,,,,note.lhalg,"(1) Foto in wit kaftje.

Vooraan v.l.n.r. Irma Staelens, ? , Alida Staelens. Midden v.l.n.r. Jules
Staelens, Felix Staelens, Stijn Streuvels.

Bovenaan Hector Staelens.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,2,Archives,tg:lhph:7109,,,,,,,,isad:lh:182285,,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,3,Archives,tg:lhph:7109,,,,,,,,isad:lh:182285,,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Groepsportret op de Kluisberg: Irma Staelens, Maria Libbrecht, Alida Staelens, Jules Staelens, Felix Staelens, Streuvels en Louis Libbrecht",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:7109,au::17799,{'url': 'https://anet.be/record/isaarlh/au::17799'},fo,Persoon,Stijn Streuvels,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:7109,au::17799,{'url': 'https://anet.be/record/isaarlh/au::17799'},kw,Persoon,Stijn Streuvels,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:7109,au::27545,{'url': 'https://anet.be/record/isaarlh/au::27545'},kw,Persoon,Alida Lateur-Staelens,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,Images,tg:lhph:7109,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:734824'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,2,Images,tg:lhph:7109,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:735334'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,Items,tg:lhph:7109,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:3033,60533,,S 935 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,2,Items,tg:lhph:7109,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:139964,,isad:lh:182285,,Bruikleen Vlaamse Gemeenschap - GLN000020,S 935 / 1001,,,Nederlands,Noot,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,3,Items,tg:lhph:7109,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:139964,,isad:lh:182285,,Bruikleen Vlaamse Gemeenschap - STR10154,S 935 / 482,,,Nederlands,Noot,,,,,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,ObjectTypes,tg:lhph:7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepia Gekleurde Foto,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,2,ObjectTypes,tg:lhph:7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glasnegatief,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,Places,tg:lhph:7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::100717', 'uuid': '6faa9353-5938-5ffd-878e-3deef203abaf'}]",Kluisbergen,au::100717,https://id.letterenhuis.be/ark:/24970/6faa9353-5938-5ffd-878e-3deef203abaf,,,,,,
,,,02082c16-3aca-578f-be5b-deea64e11bd0,,,,,,,,,,,1,ProductionActors,tg:lhph:7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/247e719e-494a-57ff-9807-6ae2f352503b'},au::17799,Stijn Streuvels,Fotograaf,
tg:lhph:31528,Foto,https://anet.be/record/opaclhobj/tg:lhph:31528/N,020f6555-02e2-577c-99d3-55ccf9dd4b8b,BE-ANN07/ph/000030431,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/020f6555-02e2-577c-99d3-55ccf9dd4b8b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Acquisitions,tg:lhph:31528,tr:lh:9510,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/020f6555-02e2-577c-99d3-55ccf9dd4b8b'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Annotations,tg:lhph:31528,,,,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Archives,tg:lhph:31528,,,,,,,,isad:lh:95309,Negatieven van foto's door Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/020f6555-02e2-577c-99d3-55ccf9dd4b8b'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Paul van Oye, in lens kijkend. Borststuk.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"6,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"6,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:31528,au::901,{'url': 'https://anet.be/record/isaarlh/au::901'},fo,Persoon,Marcel de Backer,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:31528,au::14270,{'url': 'https://anet.be/record/isaarlh/au::14270'},kw,Persoon,Paul van Oye,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Images,tg:lhph:31528,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:31101'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,2,Images,tg:lhph:31528,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:156133'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,Items,tg:lhph:31528,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:9510,218458/622,isad:lh:95309,B 1183 / P (NEG0058/4/6),,,,,Nederlands,Noot,,,,,,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,ObjectTypes,tg:lhph:31528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Negatief,,,,,
,,,020f6555-02e2-577c-99d3-55ccf9dd4b8b,,,,,,,,,,,1,ProductionActors,tg:lhph:31528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/083b6d4c-771f-5a84-b2f7-7c6f21eae122'},au::901,Marcel de Backer,Fotograaf,
tg:lhph:33295,Foto,https://anet.be/record/opaclhobj/tg:lhph:33295/N,0216d05e-cfc5-52ba-b8ed-c7b129d00d63,BE-ANN07/ph/000032174,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0216d05e-cfc5-52ba-b8ed-c7b129d00d63'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0216d05e-cfc5-52ba-b8ed-c7b129d00d63,,,,,,,,,,,1,Acquisitions,tg:lhph:33295,tr:lh:9510,Archief van Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/0216d05e-cfc5-52ba-b8ed-c7b129d00d63'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0216d05e-cfc5-52ba-b8ed-c7b129d00d63,,,,,,,,,,,1,Annotations,tg:lhph:33295,,,,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0216d05e-cfc5-52ba-b8ed-c7b129d00d63,,,,,,,,,,,1,Archives,tg:lhph:33295,,,,,,,,isad:lh:95309,Negatieven van foto's door Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/0216d05e-cfc5-52ba-b8ed-c7b129d00d63'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0216d05e-cfc5-52ba-b8ed-c7b129d00d63,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Filmstudio-Billancourt 1959 """"Fais-moi confiance"""" : Onbekenden in gesprek.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0216d05e-cfc5-52ba-b8ed-c7b129d00d63,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"6,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
