Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:1161,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1161/N,740c891c-0120-5e2e-82c5-e2ba7ec42b35,BE-ANN14/gr/000001161,,Rubenianum,https://data.rubenianum.be//ark:/86530/740c891c-0120-5e2e-82c5-e2ba7ec42b35,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:504,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:504/N,d5df4bff-2273-5e2a-ad2f-3a141849035c,BE-ANN14/gr/000000504,,Rubenianum,https://data.rubenianum.be//ark:/86530/d5df4bff-2273-5e2a-ad2f-3a141849035c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1531,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1531/N,e252befe-b683-5741-9f3e-20e89db9f808,BE-ANN14/gr/000001531,,Rubenianum,https://data.rubenianum.be//ark:/86530/e252befe-b683-5741-9f3e-20e89db9f808,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3019,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3019/N,e35d0ef8-cdd9-531e-96f3-c970b021768d,BE-ANN14/gr/000003019,,Rubenianum,https://data.rubenianum.be//ark:/86530/e35d0ef8-cdd9-531e-96f3-c970b021768d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1024,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1024/N,b6e33e93-997a-53cd-8edb-dee29dd632d7,BE-ANN14/gr/000001024,,Rubenianum,https://data.rubenianum.be//ark:/86530/b6e33e93-997a-53cd-8edb-dee29dd632d7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3449,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3449/N,8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,BE-ANN14/gr/000003449,,Rubenianum,https://data.rubenianum.be//ark:/86530/8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1474,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1474/N,11484f99-ccf3-5fc1-9db3-7035560a602d,BE-ANN14/gr/000001474,,Rubenianum,https://data.rubenianum.be//ark:/86530/11484f99-ccf3-5fc1-9db3-7035560a602d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:441,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:441/N,f8030d3e-7c70-567e-a6fc-93997443c2b8,BE-ANN14/gr/000000441,,Rubenianum,https://data.rubenianum.be//ark:/86530/f8030d3e-7c70-567e-a6fc-93997443c2b8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4676,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4676/N,ba302184-385b-52f4-8bc2-95e48027f2d4,BE-ANN14/gr/000004676,,Rubenianum,https://data.rubenianum.be//ark:/86530/ba302184-385b-52f4-8bc2-95e48027f2d4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1927,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1927/N,992f645a-38f2-592a-939d-c449949edca5,BE-ANN14/gr/000001927,,Rubenianum,https://data.rubenianum.be//ark:/86530/992f645a-38f2-592a-939d-c449949edca5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:912,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:912/N,c3acbb61-9caf-5d14-a4de-860ab704d52e,BE-ANN14/gr/000000912,,Rubenianum,https://data.rubenianum.be//ark:/86530/c3acbb61-9caf-5d14-a4de-860ab704d52e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5067,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5067/N,c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,BE-ANN14/gr/000005067,,Rubenianum,https://data.rubenianum.be//ark:/86530/c7e66fe7-33eb-5de9-bc10-d2ecc8c6bf6f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5319,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5319/N,1bdf25d0-ccff-5d0d-8a0e-507176920d33,BE-ANN14/gr/000005319,,Rubenianum,https://data.rubenianum.be//ark:/86530/1bdf25d0-ccff-5d0d-8a0e-507176920d33,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2126,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2126/N,dae122f4-2002-5f16-aae8-9c06b9ec0464,BE-ANN14/gr/000002126,,Rubenianum,https://data.rubenianum.be//ark:/86530/dae122f4-2002-5f16-aae8-9c06b9ec0464,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4158,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4158/N,3449d19d-96a8-500e-862b-8a6a29cc9ca2,BE-ANN14/gr/000004158,,Rubenianum,https://data.rubenianum.be//ark:/86530/3449d19d-96a8-500e-862b-8a6a29cc9ca2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:695,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:695/N,dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,BE-ANN14/gr/000000695,,Rubenianum,https://data.rubenianum.be//ark:/86530/dac66ae3-5cc6-51f8-9f47-9153fd2f3b7b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3367,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3367/N,464e61bb-da61-51f6-bc53-bafe496f4fe2,BE-ANN14/gr/000003367,,Rubenianum,https://data.rubenianum.be//ark:/86530/464e61bb-da61-51f6-bc53-bafe496f4fe2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4508,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4508/N,56ab6dca-0490-51e3-a944-314583817b88,BE-ANN14/gr/000004508,,Rubenianum,https://data.rubenianum.be//ark:/86530/56ab6dca-0490-51e3-a944-314583817b88,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2825,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2825/N,cf32b6ee-359f-516e-9bfe-30c16075c282,BE-ANN14/gr/000002825,,Rubenianum,https://data.rubenianum.be//ark:/86530/cf32b6ee-359f-516e-9bfe-30c16075c282,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3737,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3737/N,88eb0865-9a90-57f0-9b99-9637b00d3210,BE-ANN14/gr/000003737,,Rubenianum,https://data.rubenianum.be//ark:/86530/88eb0865-9a90-57f0-9b99-9637b00d3210,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3222,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3222/N,61ec8430-6d0e-585f-adc2-895e3984f41d,BE-ANN14/gr/000003222,,Rubenianum,https://data.rubenianum.be//ark:/86530/61ec8430-6d0e-585f-adc2-895e3984f41d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:380,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:380/N,5df1f967-bb5c-5f35-a6d9-2f1ecba745bf,BE-ANN14/gr/000000380,,Rubenianum,https://data.rubenianum.be//ark:/86530/5df1f967-bb5c-5f35-a6d9-2f1ecba745bf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2960,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2960/N,6d430051-6798-51ed-9305-f3a3c61904e8,BE-ANN14/gr/000002960,,Rubenianum,https://data.rubenianum.be//ark:/86530/6d430051-6798-51ed-9305-f3a3c61904e8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3672,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3672/N,6a9aeea9-31e4-5806-8ade-b058b788f941,BE-ANN14/gr/000003672,,Rubenianum,https://data.rubenianum.be//ark:/86530/6a9aeea9-31e4-5806-8ade-b058b788f941,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1566,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1566/N,3a43620a-2bac-5589-bb3f-ddfd6c335af4,BE-ANN14/gr/000001566,,Rubenianum,https://data.rubenianum.be//ark:/86530/3a43620a-2bac-5589-bb3f-ddfd6c335af4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:103,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:103/N,f92af240-0dab-5612-af69-7bf1e4fca5de,BE-ANN14/gr/000000103,,Rubenianum,https://data.rubenianum.be//ark:/86530/f92af240-0dab-5612-af69-7bf1e4fca5de,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5175,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5175/N,c5ec9665-0dff-51a7-98be-877fbfccf427,BE-ANN14/gr/000005175,,Rubenianum,https://data.rubenianum.be//ark:/86530/c5ec9665-0dff-51a7-98be-877fbfccf427,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1835,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1835/N,10a5b042-d317-57ea-a06b-54dd6c1c2068,BE-ANN14/gr/000001835,,Rubenianum,https://data.rubenianum.be//ark:/86530/10a5b042-d317-57ea-a06b-54dd6c1c2068,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:800,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:800/N,d15dbe74-83fa-5370-9b65-17269e351743,BE-ANN14/gr/000000800,,Rubenianum,https://data.rubenianum.be//ark:/86530/d15dbe74-83fa-5370-9b65-17269e351743,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:945,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:945/N,d7f25001-8808-5a1e-a276-79ddc15266f5,BE-ANN14/gr/000000945,,Rubenianum,https://data.rubenianum.be//ark:/86530/d7f25001-8808-5a1e-a276-79ddc15266f5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1970,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1970/N,4df5c77e-ff3e-5376-9dbf-9e62791f746b,BE-ANN14/gr/000001970,,Rubenianum,https://data.rubenianum.be//ark:/86530/4df5c77e-ff3e-5376-9dbf-9e62791f746b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:416,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:416/N,57e7a4a6-3968-5973-88ee-a479d1d247c6,BE-ANN14/gr/000000416,,Rubenianum,https://data.rubenianum.be//ark:/86530/57e7a4a6-3968-5973-88ee-a479d1d247c6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4621,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4621/N,e5b73b74-f6d6-51e7-bef5-bf54db49ace1,BE-ANN14/gr/000004621,,Rubenianum,https://data.rubenianum.be//ark:/86530/e5b73b74-f6d6-51e7-bef5-bf54db49ace1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1423,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1423/N,581fe53d-42a6-5af0-b2c2-c3b617436b75,BE-ANN14/gr/000001423,,Rubenianum,https://data.rubenianum.be//ark:/86530/581fe53d-42a6-5af0-b2c2-c3b617436b75,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4271,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4271/N,b82694f7-b33b-5007-a2d4-e3ef415c6c76,BE-ANN14/gr/000004271,,Rubenianum,https://data.rubenianum.be//ark:/86530/b82694f7-b33b-5007-a2d4-e3ef415c6c76,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1589,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1589/N,e19110fb-19df-5598-9fc7-5e85b73b2527,BE-ANN14/gr/000001589,,Rubenianum,https://data.rubenianum.be//ark:/86530/e19110fb-19df-5598-9fc7-5e85b73b2527,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1073,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1073/N,124a951f-3caa-5d8f-b85c-e529e48e1764,BE-ANN14/gr/000001073,,Rubenianum,https://data.rubenianum.be//ark:/86530/124a951f-3caa-5d8f-b85c-e529e48e1764,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1264,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1264/N,a5faaec0-e8c6-56a9-9d0d-8fcfc462b6b4,BE-ANN14/gr/000001264,,Rubenianum,https://data.rubenianum.be//ark:/86530/a5faaec0-e8c6-56a9-9d0d-8fcfc462b6b4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3259,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3259/N,2e1db667-0e6a-5ab6-b811-5e0eba212b79,BE-ANN14/gr/000003259,,Rubenianum,https://data.rubenianum.be//ark:/86530/2e1db667-0e6a-5ab6-b811-5e0eba212b79,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:251,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:251/N,e8303114-b787-5416-8a90-34d0f6a2ea03,BE-ANN14/gr/000000251,,Rubenianum,https://data.rubenianum.be//ark:/86530/e8303114-b787-5416-8a90-34d0f6a2ea03,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4066,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4066/N,476a46ba-23f6-58be-bbb3-fb03ffb5e69c,BE-ANN14/gr/000004066,,Rubenianum,https://data.rubenianum.be//ark:/86530/476a46ba-23f6-58be-bbb3-fb03ffb5e69c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1634,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1634/N,10961998-faa7-58cc-a46f-ebf082530899,BE-ANN14/gr/000001634,,Rubenianum,https://data.rubenianum.be//ark:/86530/10961998-faa7-58cc-a46f-ebf082530899,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3609,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3609/N,6a125937-5e2f-508e-8522-e71cc55c963f,BE-ANN14/gr/000003609,,Rubenianum,https://data.rubenianum.be//ark:/86530/6a125937-5e2f-508e-8522-e71cc55c963f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:601,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:601/N,ee2ee171-7e06-52a8-8cf7-0ffa28e77235,BE-ANN14/gr/000000601,,Rubenianum,https://data.rubenianum.be//ark:/86530/ee2ee171-7e06-52a8-8cf7-0ffa28e77235,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4436,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4436/N,809d33c7-06d0-5bf0-91d8-f29ed337b516,BE-ANN14/gr/000004436,,Rubenianum,https://data.rubenianum.be//ark:/86530/809d33c7-06d0-5bf0-91d8-f29ed337b516,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2018,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2018/N,de809ed4-f74a-5eab-bb3a-8eb8c0b260fd,BE-ANN14/gr/000002018,,Rubenianum,https://data.rubenianum.be//ark:/86530/de809ed4-f74a-5eab-bb3a-8eb8c0b260fd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5227,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5227/N,f9fcec3f-63fe-5635-83b4-a05c0a2ec356,BE-ANN14/gr/000005227,,Rubenianum,https://data.rubenianum.be//ark:/86530/f9fcec3f-63fe-5635-83b4-a05c0a2ec356,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4820,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4820/N,446d2f55-01da-5024-8328-fb0eaeecf10e,BE-ANN14/gr/000004820,,Rubenianum,https://data.rubenianum.be//ark:/86530/446d2f55-01da-5024-8328-fb0eaeecf10e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:314,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:314/N,9ce10a8b-8fc4-5a9a-8826-30305095ffef,BE-ANN14/gr/000000314,,Rubenianum,https://data.rubenianum.be//ark:/86530/9ce10a8b-8fc4-5a9a-8826-30305095ffef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4123,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4123/N,2a60ce34-0374-54ae-b2f2-9f2941ff1567,BE-ANN14/gr/000004123,,Rubenianum,https://data.rubenianum.be//ark:/86530/2a60ce34-0374-54ae-b2f2-9f2941ff1567,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:744,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:744/N,888bc4b6-28d2-59af-8462-fb6e4eff70bd,BE-ANN14/gr/000000744,,Rubenianum,https://data.rubenianum.be//ark:/86530/888bc4b6-28d2-59af-8462-fb6e4eff70bd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4573,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4573/N,c82a571b-607f-5163-92ec-964de8eb1ffc,BE-ANN14/gr/000004573,,Rubenianum,https://data.rubenianum.be//ark:/86530/c82a571b-607f-5163-92ec-964de8eb1ffc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1771,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1771/N,6dd8733c-f7b5-5445-84b1-21ea6f86f559,BE-ANN14/gr/000001771,,Rubenianum,https://data.rubenianum.be//ark:/86530/6dd8733c-f7b5-5445-84b1-21ea6f86f559,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4089,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4089/N,bfad276f-a57d-5846-a290-cf92cf833b57,BE-ANN14/gr/000004089,,Rubenianum,https://data.rubenianum.be//ark:/86530/bfad276f-a57d-5846-a290-cf92cf833b57,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:894,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:894/N,e3cf140f-0962-53b0-be4e-93f045eac001,BE-ANN14/gr/000000894,,Rubenianum,https://data.rubenianum.be//ark:/86530/e3cf140f-0962-53b0-be4e-93f045eac001,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3936,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3936/N,8c5e08be-551d-54be-9986-a819982465de,BE-ANN14/gr/000003936,,Rubenianum,https://data.rubenianum.be//ark:/86530/8c5e08be-551d-54be-9986-a819982465de,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:197,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:197/N,686ecfca-4516-557b-887b-1b525e5d1abb,BE-ANN14/gr/000000197,,Rubenianum,https://data.rubenianum.be//ark:/86530/686ecfca-4516-557b-887b-1b525e5d1abb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
