brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Serial Number,adm.note,adm.note.language,adm.note.type
tg:lhbr:66762,15c2c4a2-418d-5422-878b-b8fccbfd95d6,Items,1,tr:lh:6099,140007/1a-b,isad:lh:30509,M 386 / B2,,,Nederlands,remarks
tg:lhbr:228562,5f68239b-328f-5dc2-8760-b56195897238,Items,1,tr:lh:9774,203543/47,isad:lh:82390,C 3008 / B2,,,Nederlands,remarks
tg:lhbr:86536,0a3c0bed-e031-5b95-b5d3-8119e6e279a3,Items,1,tr:lh:3772,72465/45,isad:lh:1523,T 48399 / B (1946),,,Nederlands,remarks
tg:lhbr:196533,edd9fdf2-9a2e-5140-9598-6843538c1875,Items,1,tr:lh:5678,114688/339,isad:lh:74608,T 48399 / B (1966),,,Nederlands,remarks
tg:lhbr:176767,732ef10a-1f29-59aa-aa54-6271809ff577,Items,1,,163808/80a-b,isad:lh:70863,G 395 / B2,,,Nederlands,remarks
tg:lhbr:6489,5b3e57b8-623f-504e-9a69-80145bd92278,Items,1,tr:lh:4421,84839/12a-b,isad:lh:4255,B 135 / B,,,Nederlands,remarks
tg:lhbr:120107,3bebb43b-bd31-51ae-82e3-64a171796a15,Items,1,tr:lh:2349,44700/153,isad:lh:51023,R 332 / B,,,Nederlands,remarks
tg:lhbr:252797,3e94edd3-e843-56c8-904e-8003cb696bc1,Items,1,tr:lh:126473,,isad:lh:130164,,D 9653 / 10 (160),,Nederlands,remarks
tg:lhbr:3371,f7838d63-22ee-567e-adde-3a82164575e0,Items,1,tr:lh:6328,147650/a-b,isad:lh:2470,A 4755 / B,,,Nederlands,remarks
tg:lhbr:227697,b8d37f44-9bb2-5a51-83c9-087c70a713da,Items,1,tr:lh:7870,210814/2,isad:lh:82010,S 59 / Archief R,,,Nederlands,remarks
tg:lhbr:103667,a3c4b670-d8c9-5836-bf05-ba265774a0ad,Items,1,tr:lh:5641,113134/37,isad:lh:4966,M 6222 / B (1948-51),,,Nederlands,remarks
tg:lhbr:155007,734f0b31-96c3-55b6-af51-e746ff012ab0,Items,1,tr:lh:4516,86931/8,isad:lh:63877,V 7666 / B,,,Nederlands,remarks
tg:lhbr:128537,aada6cfb-e901-5e5e-afef-d6c2f54b735b,Items,1,,,isad:lh:53912,S 1055 / B,,,Nederlands,remarks
tg:lhbr:179492,f5e722db-93f3-5ef2-8567-1e1059ae8802,Items,1,tr:lh:6920,171175/13a-b,isad:lh:71816,C 2 / B2,,,Nederlands,remarks
tg:lhbr:38532,24b8edd1-c0ec-5090-9545-acb30389ed3d,Items,1,,103361/112,,V 34355 / B,,,Nederlands,remarks
tg:lhbr:45002,703b1060-1d7b-5361-9efd-f19cf94676ce,Items,1,tr:lh:6362,148700/246,isad:lh:20863,C 4095 / B,,,Nederlands,remarks
tg:lhbr:13662,3f366e3f-36d4-5f23-903a-38265bad8f98,Items,1,tr:lh:2045,38335/185,isad:lh:7694,B 686 / B,,,Nederlands,remarks
tg:lhbr:276732,7af2049c-5333-5d20-be18-c85fd22ec3de,Items,1,tr:lh:139794,,isad:lh:157793,,VV 237 / 2,,Nederlands,remarks
tg:lhbr:220152,b82b0755-b25a-5ce4-8bd7-a778fa758720,Items,1,tr:lh:7336,187332/3,isad:lh:79759,S 59 / Archief D,,,Nederlands,remarks
tg:lhbr:277820,944a7325-54bc-5b91-9dc0-00b69e300a1e,Items,1,tr:lh:9630,,isad:lh:158228,,C 243 / B 2,,Nederlands,remarks
tg:lhbr:12970,17ce876e-69ed-565d-86d3-c2f19fe89f0b,Items,1,tr:lh:3792,72964/38,isad:lh:7340,B 6655 / B,,,Nederlands,remarks
tg:lhbr:182120,5dd17a54-4352-50ad-a5af-5ca7fcd49d1c,Items,1,tr:lh:7508,197612/19a-b,isad:lh:72330,SS 268 / B2 (Brieven van Jakob Smits),,,Nederlands,remarks
tg:lhbr:149024,565f59c4-79a4-5141-9258-3c6ceeebccc3,Items,1,tr:lh:5863,125595/1,isad:lh:61811,V 362 / B,,,Nederlands,remarks
tg:lhbr:90118,8b699db7-5449-5d4b-a19a-2e4ed6a32bf2,Items,1,tr:lh:5487,108127/147,isad:lh:38578,R 512 / B,,,Nederlands,remarks
tg:lhbr:100948,b7337bfa-31ef-52b1-9f29-77c0e29b8514,Items,1,tr:lh:5604,128589/1,isad:lh:42834,U 5039 / B,,,Nederlands,remarks
tg:lhbr:288578,748a1692-abd4-57b4-a3f9-2c9b26090151,Items,1,tr:lh:5479,,isad:lh:168595,,R 1476 / 173,,Nederlands,remarks
tg:lhbr:92125,592f7aa4-2615-5cbd-b445-98bab46c560c,Items,1,tr:lh:5832,122894/2,isad:lh:39351,L 642 / B,,,Nederlands,remarks
tg:lhbr:118181,b5670840-aa7f-5cda-abdb-b42ade91670e,Items,1,tr:lh:5005,99171/56,,P 8808 / B,,,Nederlands,remarks
tg:lhbr:59021,599f7f85-3c54-558b-b52f-bfd687782d37,Items,1,tr:lh:6373,148888/293,isad:lh:26233,G 3947 / B,,,Nederlands,remarks
tg:lhbr:241441,532f97ff-d629-5315-893b-9e5a9088ad8b,Items,1,tr:lh:110434,,isad:lh:125925,,C 2756 / 439,,Nederlands,remarks
tg:lhbr:102975,020ae529-3754-5786-8d19-a01f11525539,Items,1,tr:lh:403,8110,isad:lh:43616,M 8235 / B,,,Nederlands,remarks
tg:lhbr:24511,7f46084c-1825-5f20-9d60-c87cb270ec18,Items,1,tr:lh:2288,43238/2,isad:lh:12143,W 709 / B,,,Nederlands,remarks
tg:lhbr:226985,11ab3431-3402-5391-b21c-60a97f659498,Items,1,tr:lh:7749,200849/3,isad:lh:81898,G 88185 / B2,,,Nederlands,remarks
tg:lhbr:160349,d83bb087-793d-53dd-8f6c-5aa6cc246349,Items,1,tr:lh:6465,158585/169,isad:lh:7134,S 7904 / B2 (1959),,,Nederlands,remarks
tg:lhbr:136529,b49f980b-1bfb-5f9d-a2cf-b22c37eb7254,Items,1,tr:lh:2020,37698/241,isad:lh:11536,B 7118 / B,,,Nederlands,remarks
tg:lhbr:239689,c46b1cc4-bf2e-5e35-8385-933871e04af3,Items,1,tr:lh:9295,,isad:lh:106938,,BB 457 / 31,,Nederlands,remarks
tg:lhbr:292876,ad09b7ce-21ce-52dc-b9e7-ee97f9640e11,Items,1,tr:lh:5301,104539/7a-b,isad:lh:177281,B 851 / B2,,,Nederlands,remarks
tg:lhbr:259972,314b9948-58bb-5492-992d-47e3bc33595d,Items,1,tr:lh:126473,,isad:lh:130163,,D 9653 / 9 (293),,Nederlands,remarks
tg:lhbr:187322,fca913ea-587c-584d-a683-3d787d0118f2,Items,1,tr:lh:3772,72465/175,isad:lh:73654,T 48399 / B (1951),,,Nederlands,remarks
tg:lhbr:288082,c5e1a087-a996-5e99-982f-37ad447008cf,Items,1,tr:lh:5479,107680,isad:lh:165035,,R 1476 / 173,,Nederlands,remarks
tg:lhbr:243186,58077cb2-a868-5e2f-986c-a024811fdf4f,Items,1,tr:lh:103988,,isad:lh:130710,B 4075 /B2,,,Nederlands,remarks
tg:lhbr:167176,72533101-ef6c-50ed-8931-d3152a6f7eeb,Items,1,tr:lh:3124,62698/a-b,isad:lh:68165,V 3773 / B,,,Nederlands,remarks
tg:lhbr:131716,9c70b055-63bd-5812-9f53-11a57944a606,Items,1,tr:lh:2112,41976/4,isad:lh:55195,S 497 / B,,,Nederlands,remarks
tg:lhbr:21713,eac0f362-6ffe-5f6e-806c-273640eae110,Items,1,tr:lh:5752,117507/2,isad:lh:11042,B 9324 / B,,,Nederlands,remarks
tg:lhbr:212023,d09a4890-8884-5ac3-80f6-2875d5ce2929,Items,1,tr:lh:6465,158600/91,isad:lh:77751,S 7904 / B2 (1973-1974-1975),,,Nederlands,remarks
tg:lhbr:244643,8f94caa4-5012-52df-bdfb-93dab13ba155,Items,1,tr:lh:126473,,isad:lh:130176,,D 9653 / 17 (6),,Nederlands,remarks
tg:lhbr:97327,25922e29-aa19-5a18-b46e-a1b642db7f92,Items,1,tr:lh:6099,139933/5,isad:lh:41474,M 386 / B,,,Nederlands,remarks
tg:lhbr:239373,c7ef309a-09c7-54f0-8bd8-5f3eb172b095,Items,1,tr:lh:9359,221226/1,isad:lh:85919,LL 270 / B2,,,Nederlands,remarks
tg:lhbr:106465,2ea4c486-7a27-5ac3-9cce-858e402805ca,Items,1,,53573/10,,M 965 / B,,,Nederlands,remarks
tg:lhbr:150205,3955f6f9-acb5-560d-a3c9-bce56aef71a4,Items,1,,130654/109a-f,,H 1717 / B,,,Nederlands,remarks
tg:lhbr:222495,d2577621-cd2e-533f-b330-5fb962af180b,Items,1,tr:lh:7601,198957/319,isad:lh:80385,G 9947 / B2,,,Nederlands,remarks
tg:lhbr:20801,7c207319-f1f4-5fd1-8c25-b8b2070976d5,Items,1,tr:lh:5895,126783/21,isad:lh:140939,R 134 / B,,,Nederlands,remarks
tg:lhbr:132839,8e66624b-8c03-5d82-bbac-151828640f51,Items,1,tr:lh:3323,66356,,S 5862 / B,,,Nederlands,remarks
tg:lhbr:73999,7891ec9f-9ab2-57be-9d2b-8f5ddbd10ea6,Items,1,tr:lh:3910,74606/41,isad:lh:33314,B 9175 / B2,,,Nederlands,remarks
tg:lhbr:89339,cc91f52e-fc44-5854-a831-6d59c6b353a3,Items,1,tr:lh:5510,113690/7a-b,isad:lh:38252,L 377 / B,,,Nederlands,remarks
tg:lhbr:379,f943349d-79c6-5302-aa7d-9e12ff3aa9bf,Items,1,tr:lh:3436,67699/344,isad:lh:459,"H 722 / B (1947-56, Verhandelingen)",,,Nederlands,remarks
tg:lhbr:291759,6e3f44f0-1171-5518-83d4-7c8434c6f2c3,Items,1,tr:lh:4825,,isad:lh:169743,,R 704 / 154,,Nederlands,remarks
tg:lhbr:130804,9f67d453-967c-5413-8a3b-a546adcebc22,Items,1,tr:lh:5778,119712/459,isad:lh:1111,V 37336 / B2 (Oorlogsdossier),,,Nederlands,remarks
tg:lhbr:273530,cfecff8f-7c14-5a67-ac73-ab2c55ac4e96,Items,1,,,isad:lh:147993,,W 213 / 214,,Nederlands,remarks
tg:lhbr:225350,c5c1d491-d2e6-5e05-ac85-0e7fbbd7b26d,Items,1,tr:lh:7860,203523/2,isad:lh:81339,M 224 / B,,,Nederlands,remarks
tg:lhbr:40200,894a3683-c52f-525e-8d8b-37d9dd98c735,Items,1,tr:lh:6415,153541/1-2,isad:lh:18963,D 125 / B,,,Nederlands,remarks
tg:lhbr:16460,9cf6bcf3-815e-5e8d-8b4b-ffe4befd1be0,Items,1,tr:lh:6405,149795/10-11,isad:lh:1308,G 994 / B2 (Jonge 'dichters'),,,Nederlands,remarks
tg:lhbr:258660,38bf6c53-a860-5686-899d-477c3837953f,Items,1,tr:lh:9770,,isad:lh:147959,,J 416 / 68,,Nederlands,remarks
tg:lhbr:293764,feba788f-f0c1-5aa6-9724-6db8d1a684ae,Items,1,,,isad:lh:181258,,B 9325 / 319,,Nederlands,remarks
tg:lhbr:179168,b8cff181-0f79-5be0-82d5-01eee9f9708f,Items,1,tr:lh:7508,197028/1,isad:lh:71663,F 4395 / B2,,,Nederlands,remarks
tg:lhbr:9286,07fcc184-e1e0-5509-9c7c-eb34e0a76c37,Items,1,,141398/5a-f,,B 435 / B,,,Nederlands,remarks
tg:lhbr:104458,ec40f23c-fec1-5c39-be17-c68020d926b4,Items,1,tr:lh:2317,43801/189,isad:lh:44178,M 896 / B,,,Nederlands,remarks
tg:lhbr:13398,2461b1ef-c598-520f-b4da-ba4f152044fc,Items,1,tr:lh:5792,120081/4,isad:lh:7554,B 6791 / B,,,Nederlands,remarks
tg:lhbr:152238,b62fd2a3-9ae1-5145-b8d5-f990e3e8ac2e,Items,1,tr:lh:1843,33172/1,isad:lh:62719,V 483 / B,,,Nederlands,remarks
tg:lhbr:109790,f95b7eb8-48e0-57f9-b313-a6d2937f2f73,Items,1,tr:lh:4736,90616/11,isad:lh:46573,O 345 / B,,,Nederlands,remarks
tg:lhbr:48630,032fb63f-baa0-5b3a-a7fd-990b2dc9bdd2,Items,1,tr:lh:3602,70331/10,isad:lh:22270,V 3773 / B,,,Nederlands,remarks
tg:lhbr:83734,7c2e6de7-4367-5680-b62c-1f93fa5502cd,Items,1,tr:lh:5752,117667/1,isad:lh:36352,K 533 / B,,,Nederlands,remarks
tg:lhbr:35300,761962f8-306c-5c59-9ff3-4ae0f56e08d9,Items,1,tr:lh:6027,133388/5,isad:lh:16764,C 3492 / B,,,Nederlands,remarks
tg:lhbr:63560,199d9313-92ac-5168-8e9e-682504e56a10,Items,1,tr:lh:5863,126105/2,isad:lh:28043,V 75795 / B (Brievenboek 2),,,Nederlands,remarks
tg:lhbr:206430,9e5601da-5fd5-5da3-bde3-d4317265dbcc,Items,1,tr:lh:6409,150753/76,isad:lh:75961,W 256 / B2 ((periode A. Westerlinck 1945-1968) 7),,,Nederlands,remarks
tg:lhbr:250250,999c7476-bba0-5896-a502-97952be127d6,Items,1,tr:lh:3456,68176 / 773,isad:lh:143025,A 493 / B2,,,Nederlands,remarks
tg:lhbr:171558,69367e9d-3fa1-5f66-8235-3c9492d523ef,Items,1,tr:lh:7159,178827/1,isad:lh:69576,J 365 / B1,,,Nederlands,remarks
tg:lhbr:127338,3abc035d-d21b-5cb5-bee2-e93ebdf5dbb9,Items,1,tr:lh:5782,119887/2,isad:lh:53432,R 8755 / B,,,Nederlands,remarks
tg:lhbr:66298,92dc8e64-05e6-57e9-a990-736c554516ca,Items,1,tr:lh:4744,92360/58,isad:lh:30283,G 887 / B,,,Nederlands,remarks
tg:lhbr:228098,f6780216-4524-5aee-a355-621f393f392a,Items,1,,,isad:lh:82177,S 59 / Archief Galeries,,,Nederlands,remarks
tg:lhbr:257595,cf80faee-acd2-56c0-a69a-204206216e25,Items,1,tr:lh:9770,,isad:lh:147120,,J 416 / 65,,Nederlands,remarks
tg:lhbr:55901,1e232586-8a98-58e6-8b73-d6a62abefbd3,Items,1,tr:lh:1824,33014/1,isad:lh:25075,G 3105 / B,,,Nederlands,remarks
tg:lhbr:173565,07bf7408-d1ba-5550-9487-93f28fcb8b3b,Items,1,tr:lh:6902,170899/47,isad:lh:70219,V 15507 / B2,,,Nederlands,remarks
tg:lhbr:230851,90875f60-4ed0-5be5-9643-d80e3d44851c,Items,1,tr:lh:7827,202258/5,isad:lh:70573,R 286 / B2,,,Nederlands,remarks
tg:lhbr:125305,cc56fa5f-f705-576a-9e4c-eedff7b63c90,Items,1,tr:lh:6465,158589/10,isad:lh:2168,S 7904 / B2 (1963),,,Nederlands,remarks
tg:lhbr:158635,48f37984-922d-5fbd-b01f-efc6837c07c1,Items,1,tr:lh:1914,34136/2,isad:lh:65123,W 303 / B,,,Nederlands,remarks
tg:lhbr:19795,d9e233e5-4cb9-5c92-bbe0-56556b8cb760,Items,1,tr:lh:2490,48453/1,isad:lh:10143,B 87182 / B,,,Nederlands,remarks
tg:lhbr:193731,67f6aece-516b-56ca-a136-f441510daf71,Items,1,,163839/71a-b,isad:lh:74403,G 395 / B2,,,Nederlands,remarks
tg:lhbr:6173,fd32fdeb-2b2e-5676-a53a-af968fa687df,Items,1,tr:lh:5604,112329/181,isad:lh:4054,B 1333 / B,,,Nederlands,remarks
tg:lhbr:147939,80a1a036-17b4-58bc-a57e-377441b14f70,Items,1,tr:lh:2020,37698/290,isad:lh:61344,B 7118 / B2,,Gedat.: 25.6,Nederlands,remarks
tg:lhbr:192823,7f8b7e05-c97e-5a34-a106-094c9af97d23,Items,1,tr:lh:5678,114686/34,isad:lh:70831,T 48399 / B (1964),,,Nederlands,remarks
tg:lhbr:159927,d880ea55-b2b4-5601-bcd6-7b0004f22830,Items,1,tr:lh:6081,138747/265,isad:lh:65585,V 6095 / B2,,,Nederlands,remarks
tg:lhbr:18887,abb8d54b-3af4-5992-84f2-7e9880c72fe7,Items,1,tr:lh:5901,127109/59,isad:lh:9779,K 174 / B2,,,Nederlands,remarks
tg:lhbr:287377,b3a8ed24-8140-56b3-a474-cea6a8e0ad87,Items,1,,,isad:lh:164575,,R 5419 / 196,,Nederlands,remarks
tg:lhbr:168283,da531449-8ead-5cbc-9ed5-fa1ce86f3e15,Items,1,tr:lh:5666,114014/6,isad:lh:68570,V 34378 / B,,,Nederlands,remarks
tg:lhbr:29323,dee0bc48-e45b-5441-b953-086efc224bd1,Items,1,tr:lh:7314,,isad:lh:14258,FVCA / B (1940-1944),,,Nederlands,remarks
tg:lhbr:267123,485a1fb5-9aef-529f-8fc9-cd7bca579f0a,Items,1,tr:lh:4315,,isad:lh:152746,,S 3144 / 3,In plakboek 3,Nederlands,remarks
tg:lhbr:2999,0a3b78eb-2458-5e94-9d0c-dc50f128ec41,Items,1,tr:lh:4798,95607/39a-b,isad:lh:2256,N 1725 / B2 (10),,,Nederlands,remarks
tg:lhbr:231743,e6f180ba-1f64-5344-b2a4-436f3c60ec48,Items,1,tr:lh:9827,217506/71,isad:lh:83264,T 3465 / B1,,,Nederlands,remarks
tg:lhbr:54613,2ecd382a-d429-560e-b1f9-023f60820baa,Items,1,tr:lh:15,262/5,isad:lh:24608,F 477 / B,,,Nederlands,remarks
tg:lhbr:112076,c07109ca-f7fa-5f3d-84fc-25dcb57e12ff,Items,1,tr:lh:2565,50597/44,isad:lh:47603,O 494 / B,,,Nederlands,remarks
tg:lhbr:144616,17674c57-9ecf-5dc9-9d15-e1b24f5814a8,Items,1,tr:lh:5403,105901,isad:lh:60115,T 453 / B,,,Nederlands,remarks
tg:lhbr:236086,6462e2e2-2e79-5d4a-8ad2-d2d499abead7,Items,1,tr:lh:9845,218301/382,isad:lh:84506,V 3417 / B2,,,Nederlands,remarks
tg:lhbr:139326,68b02d7e-b168-58eb-a0d6-ebf144d5e9db,Items,1,tr:lh:6356,148451/2,isad:lh:57956,S 9657 / B,,,Nederlands,remarks
tg:lhbr:78286,e8ff7d4c-053e-5ff3-975a-1ea43f033f3f,Items,1,tr:lh:5115,102632/4,isad:lh:34460,I 405 / B,,,Nederlands,remarks
tg:lhbr:82826,e13437a2-ca05-5f7b-b4a1-02e2e0d24047,Items,1,tr:lh:5630,112913/1017,isad:lh:1579,K 376 / B (Deel III),,,Nederlands,remarks
tg:lhbr:108882,e6ef4bd4-6ec7-5fd5-8e13-e9bfb4ac6e46,Items,1,tr:lh:1575,28425/6,isad:lh:31198,A 38115 / B,,,Nederlands,remarks
tg:lhbr:49922,056c026b-325a-5916-90bd-3898ffb0b50c,Items,1,tr:lh:9918,147255/2a-b,isad:lh:22779,E 147 / B,,,Nederlands,remarks
tg:lhbr:278686,e0a57947-73a4-5bfb-8491-0eca14fee7e3,Items,1,,,isad:lh:159304,B 413 / B2,,,Nederlands,remarks
tg:lhbr:51942,68d55f9e-e267-5216-854f-5126137e1181,Items,1,tr:lh:5009,99287/1,isad:lh:23603,E 47 / B,,,Nederlands,remarks
tg:lhbr:177526,b2f53240-23be-55d9-bf26-eaadffa319bb,Items,1,tr:lh:7449,196810/2,isad:lh:71048,S 8065 / B2,,,Nederlands,remarks
tg:lhbr:36486,0a3c6be7-0580-51f5-bb51-3b53d8e383c7,Items,1,tr:lh:2660,52714/91,isad:lh:17238,C 3622 / B,,,Nederlands,remarks
tg:lhbr:234812,016f671f-9952-59f2-b796-8ac25ff1b643,Items,1,tr:lh:9767,217989/1276,isad:lh:84010,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:121346,195bd602-859a-540d-baef-ae2c2a4931c5,Items,1,tr:lh:3750,72151/3,isad:lh:51506,G 3745 / B,,,Nederlands,remarks
tg:lhbr:2130,2558eb2b-5b60-5d8d-b752-05a9407e682c,Items,1,tr:lh:6090,139296/2,isad:lh:1768,A 315 / B,,,Nederlands,remarks
tg:lhbr:31343,08e606a8-e39f-51ff-9c70-9ec7943eba58,Items,1,tr:lh:5850,123806/76,isad:lh:2304,W 686 / B (3),,,Nederlands,remarks
tg:lhbr:126483,f64ff468-2873-5769-b3d3-0633d7778f83,Items,1,,145131/45,,R 6444 / B,,,Nederlands,remarks
tg:lhbr:67523,c9cae7c1-0563-59e6-93ec-569e15396dea,Items,1,,103361/91,,V 34355 / B,,,Nederlands,remarks
tg:lhbr:141947,f05d50b0-418a-5e38-b9f2-ac0e75c64e55,Items,1,tr:lh:5863,124401/259,isad:lh:59002,T 2975 / B,,,Nederlands,remarks
tg:lhbr:202473,b8bfb0ed-c694-541f-bd02-21cb60d98ef6,Items,1,tr:lh:6598,166196/2062,isad:lh:75283,B 417 / B2 (72),,,Nederlands,remarks
tg:lhbr:254213,a4347898-3cc5-5367-9315-ee60e522f9f0,Items,1,,,isad:lh:98031,,J 416 / 103,,Nederlands,remarks
tg:lhbr:87777,a9d34245-b78a-57ca-b45f-d60beb2f516f,Items,1,tr:lh:2317,45501/21,isad:lh:37656,D 217 / B,,,Nederlands,remarks
tg:lhbr:229723,48a3a08e-3e45-5482-888e-9be39026a52d,Items,1,tr:lh:7821,202218/15,isad:lh:82680,T 403 / B2,,,Nederlands,remarks
tg:lhbr:228831,0b76056b-0de9-5a05-835c-0d92065b6a0f,Items,1,tr:lh:7813,202000/74a-b,isad:lh:82441,SS 428 / B2,,,Nederlands,remarks
tg:lhbr:219395,d859e296-f4cc-5b69-8ecb-285029731446,Items,1,tr:lh:7336,186680/1,isad:lh:79534,S 59 / Archief B,,,Nederlands,remarks
tg:lhbr:86865,4ac05a31-ebeb-55e2-b5e7-eede0dc988fb,Items,1,tr:lh:2697,53896/228,isad:lh:37342,L 1833 / B,,,Nederlands,remarks
tg:lhbr:116035,fcdc71a9-de10-52e8-bb95-1d6c03e44abe,Items,1,tr:lh:5853,124181/5,isad:lh:49275,P 985 / B,,,Nederlands,remarks
tg:lhbr:99769,607238eb-0aa1-5180-8f43-626efa66cf5b,Items,1,tr:lh:2740,54131/1,isad:lh:42419,M 6147 / B,,,Nederlands,remarks
tg:lhbr:281309,9e87100a-88e1-566d-90f9-37e5b1537d8d,Items,1,,,isad:lh:161372,B 413 / B2,,,Nederlands,remarks
tg:lhbr:263160,0c504cd4-f61d-593c-bb62-97b0001ca7b6,Items,1,tr:lh:3032,,isad:lh:140078,,B 708 / 700 bis,,Nederlands,remarks
tg:lhbr:235700,dc458502-c4d0-5f41-8966-aa2e1d5c297c,Items,1,tr:lh:9767,217989/2003,isad:lh:84315,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:50650,d9d8168f-0298-5ee5-b596-948294a90231,Items,1,tr:lh:4160,80560/11,isad:lh:23061,E 2831 / B,,,Nederlands,remarks
tg:lhbr:147190,7e33994d-0c58-5e15-9874-7d888e96777e,Items,1,tr:lh:5863,124403/163,isad:lh:60997,V 2537 / B,,,Nederlands,remarks
tg:lhbr:196860,24a1d4ff-b1ef-5b21-9391-4a8a108f5ae4,Items,1,tr:lh:5678,114689/199,isad:lh:74757,T 48399 / B (1967),,,Nederlands,remarks
tg:lhbr:248230,58b2bf9a-b03a-5925-849f-1857a17cc7c5,Items,1,tr:lh:2279,,isad:lh:140783,,C 3622 / 23,,Nederlands,remarks
tg:lhbr:283334,a9d989e3-6bb4-5fbe-94d9-75b8df121da7,Items,1,,,isad:lh:162959,,L 1833 / 136,,Nederlands,remarks
tg:lhbr:279994,0ec5acac-e8c2-5b39-8259-25f1ca72a4de,Items,1,tr:lh:9630,,isad:lh:159775,,C 243 / B 2,,Nederlands,remarks
tg:lhbr:169538,4eb85e72-74e8-590e-b51b-b1cb45d17925,Items,1,tr:lh:6415,153304/10,isad:lh:53150,D 125 / B2,,,Nederlands,remarks
tg:lhbr:28498,61310b2b-6ec0-58c6-8a7c-95f4016cfa32,Items,1,tr:lh:7314,,isad:lh:13876,FVCA / B (1919-1932),,,Nederlands,remarks
tg:lhbr:84858,587666d5-b91c-5b5d-bf1b-3f2cfdad262d,Items,1,,150345/41,isad:lh:2698,C 416 / B (1981),,,Nederlands,remarks
tg:lhbr:114008,05090b43-9508-5ea8-bdcf-989aab871d0a,Items,1,tr:lh:5192,102797/85,isad:lh:48367,K 90483 / B2,,,Nederlands,remarks
tg:lhbr:142668,e0853e7c-b050-50a0-932d-f38ccae08ffd,Items,1,tr:lh:437,8746/32,isad:lh:59297,T 3465 / B,,,Nederlands,remarks
tg:lhbr:266698,909a58d6-16e1-5e96-accd-b49f14005c77,Items,1,tr:lh:128783,,isad:lh:133441,,R 462 / 1102,,Nederlands,remarks
tg:lhbr:58260,4597ac83-fdce-5753-9406-a46ffd9e172f,Items,1,tr:lh:6405,149851/2,isad:lh:17013,G 586 / B2 (Verzending foto's),,,Nederlands,remarks
tg:lhbr:93364,812f9067-7af0-5a2e-a295-1e21f4256a24,Items,1,tr:lh:4397,84637/172,isad:lh:39843,L 9646 / B,,,Nederlands,remarks
tg:lhbr:128864,b6448db8-120e-5394-a8f1-9b230ef9a594,Items,1,tr:lh:3845,73873/9,,S 123 / B,,,Nederlands,remarks
tg:lhbr:25750,d044e491-018c-5959-8ad7-c9b1d3f672bb,Items,1,tr:lh:4786,94692/3a-b,isad:lh:12479,E 236 / B,,,Nederlands,remarks
tg:lhbr:132090,d81badbf-ad62-5423-adc2-871d5c8002ba,Items,1,tr:lh:2599,52742/69a,isad:lh:55340,S 535 / B,,,Nederlands,remarks
tg:lhbr:73130,0e4fdcb1-cbb0-5a11-bb64-3f77fa8e1d9f,Items,1,tr:lh:10,390/2,isad:lh:32968,H 635 / B,,,Nederlands,remarks
tg:lhbr:216060,7acf4c6d-3150-57ac-992f-1fa0127851ab,Items,1,tr:lh:6727,166895/8,isad:lh:78447,LL 87 / B2 (1),,,Nederlands,remarks
tg:lhbr:240600,15f81591-770a-52ea-8f10-e51b4a91f725,Items,1,tr:lh:6886,178604/12,isad:lh:117401,S 935 / B2,,,Nederlands,remarks
tg:lhbr:213798,67ab3c76-c0c8-5483-900b-56092447c592,Items,1,tr:lh:7609,199058/1,isad:lh:77945,M 224 / B,,,Nederlands,remarks
tg:lhbr:161108,c5bb3e46-f95f-5d27-ac4d-ab531495a189,Items,1,tr:lh:4758,94236/7,isad:lh:65994,W 687 / B,,,Nederlands,remarks
tg:lhbr:137768,a47fddbd-5c4a-5e8c-b13c-9e70e96b47f6,Items,1,tr:lh:2695,53187/342,isad:lh:57393,S 968 / B,,,Nederlands,remarks
tg:lhbr:294808,51f5824c-d0a1-59dc-9519-a71467afece2,Items,1,,,isad:lh:110564,,HH 80 / 151,,Nederlands,remarks
tg:lhbr:163135,fb733558-f3cc-56bb-b77d-b7e1ede8a490,Items,1,tr:lh:3330,66406/8,isad:lh:66576,W 803 / B,,,Nederlands,remarks
tg:lhbr:22095,b64d74b1-9357-5726-a962-e91aca66602b,Items,1,tr:lh:5759,118067/1,isad:lh:11196,B 965 / B,,,Nederlands,remarks
tg:lhbr:135755,6a085296-8e46-5d95-9d1c-42990b8328dd,Items,1,tr:lh:1954,35607/679,isad:lh:56617,D 125 / B2,,,Nederlands,remarks
tg:lhbr:148265,0b213b6d-260e-5771-a892-5ac7ae2eb91e,Items,1,tr:lh:4796,95527/50,isad:lh:734,H 722 / B (1934-44),,,Nederlands,remarks
tg:lhbr:183361,be751659-fb37-5fab-8225-2256f75bc1eb,Items,1,tr:lh:7475,197214/248,isad:lh:72843,S 314 / B2,,,Nederlands,remarks
tg:lhbr:91359,46402885-980b-5e58-88f1-31c847eff777,Items,1,tr:lh:6099,140057/5,isad:lh:39055,M 386 / B2,,,Nederlands,remarks
tg:lhbr:186499,b4a9eace-af41-56ac-8a47-4813db25c183,Items,1,tr:lh:6898,170818/167,isad:lh:73641,L 319 / B2,,,Nederlands,remarks
tg:lhbr:289739,0e07016a-4753-5670-9e9e-b91652e56f47,Items,1,tr:lh:5993,131448/3,isad:lh:169069,,D 11435 / B1,,Nederlands,remarks
