brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhph:34907,83ebaeb7-f9c7-5bb9-98a9-b0953b46bee6,Items,1,tr:lh:9850,218439/16,isad:lh:95298,L 2057 / P,,,,,Nederlands,remarks
tg:lhph:29636,ea3df8db-10b2-515f-8064-5e83e2508e28,Items,1,,235148/3-4,,G 8943 / P,,,,,Nederlands,remarks
tg:lhph:28924,51eb7eb7-ee99-5f6d-91f7-b08d7fc08cd5,Items,1,,177960/1,,V 661 / P,,,,,Nederlands,remarks
tg:lhph:19280,716f4991-4c83-52f5-a08a-cd8c486a0ece,Items,1,tr:lh:9743,167700/43,,S 83965 / P,,,,,Nederlands,remarks
tg:lhph:37628,489ba9be-6707-5143-9aaf-3800a3bf9955,Items,1,,20150/2,,M 153 / P,,,,,Nederlands,remarks
tg:lhph:6466,d1eeca93-17ee-500e-b46d-43744b779621,Items,1,,000,,Y 952 / P,,,,,Nederlands,remarks
tg:lhph:35615,f25145bf-6cf3-5d1f-9b09-6c983461541a,Items,1,tr:lh:6027,133270/18,isad:lh:117833,W 292 / P,,,,,Nederlands,remarks
tg:lhph:30417,92ef99f2-bb64-517f-9dda-5bdca3fd3c0f,Items,1,tr:lh:6378,148946/31a,isad:lh:94672,V 724 / P,,,,,Nederlands,remarks
tg:lhph:1659,e812b9ef-dae9-5057-b9a5-057035009b4b,Items,1,tr:lh:3821,73637/a,,D 3405 / P,,,,,Nederlands,remarks
tg:lhph:53139,6beda69f-f0b0-55b9-829e-d73474176fdf,Items,1,tr:lh:139964,,isad:lh:162566,,Bruikleen Vlaamse Gemeenschap - STR12454,S 935 / 492,,,Nederlands,remarks
tg:lhph:18868,9ad9426c-f718-5526-9021-7a36be8898f3,Items,1,tr:lh:6022,141113,isad:lh:94883,H 635 / P,,,,,Nederlands,remarks
tg:lhph:2976,c7ab6e7c-8418-5956-ba7e-55a6b7c8b7ce,Items,1,tr:lh:6603,163138,isad:lh:93324,G 395 / P,,,,,Nederlands,remarks
tg:lhph:24004,c49cf029-6140-50c4-81d7-f297c268aed3,Items,1,tr:lh:2451,47303/76,isad:lh:95005,M 8235 / P (map IV-V),,,,,Nederlands,remarks
tg:lhph:26039,5a24e0b5-d528-5bf5-887c-ab284473d6b3,Items,1,tr:lh:6462,158575/16,isad:lh:93743,V 3484 / P,,,,,Nederlands,remarks
tg:lhph:38027,1b59ac9a-2b4a-5f1d-843e-67e1ece1f9a7,Items,1,tr:lh:6376,148911/7,,M 198 / P,,,,,Nederlands,remarks
tg:lhph:9269,64264d0b-0f3b-58f5-b32e-a08ab37a0523,Items,1,tr:lh:2990,60182,isad:lh:94055,C 122 / P,,,,,Nederlands,remarks
tg:lhph:45517,dda3da6f-aab4-5833-8c9d-91f729be0ce9,Items,1,,27381/933,,D 348 / P,,,,,Nederlands,remarks
tg:lhph:13377,a2561742-db0a-50f3-91fc-664505fa1039,Items,1,,102742/68,,B 7548 / P,,,,,Nederlands,remarks
tg:lhph:396,63efed9f-51e3-52d7-8e64-16a9b24c61a2,Items,1,tr:lh:7314,,isad:lh:92944,FVCA / P (1910-1919/45-48),,,,,Nederlands,remarks
tg:lhph:21656,c90d987b-db5b-5776-bba3-21486e0c534f,Items,1,tr:lh:7314,203646/58,isad:lh:92943,FVCA / P (Familie),,,,,Nederlands,remarks
tg:lhph:26193,c6be2459-6b16-52bc-813a-05a813d3a7e1,Items,1,,233228,,P 4535 / P,,,,,Nederlands,remarks
tg:lhph:16525,5259256e-b264-5c29-9358-6721e81ab38e,Items,1,tr:lh:9923,147436,,GG 75 / P,,,,,Nederlands,remarks
tg:lhph:40345,85d4871f-f579-55e3-abcb-3a2cd71f10a1,Items,1,tr:lh:2714,53550/3,isad:lh:93220,M 496 / P,,,,,Nederlands,remarks
tg:lhph:22979,fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,Items,1,tr:lh:3171,63649/9,isad:lh:93287,N 135 / P,,,,,Nederlands,remarks
tg:lhph:22979,fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,Items,2,tr:lh:5113,101045/128,,N 135 / P,,,,,Nederlands,remarks
tg:lhph:22979,fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,Items,3,,232719/8,,N 135 / P,,,,,Nederlands,remarks
tg:lhph:47480,066d1bdd-46a4-57e0-973d-9e963f830dd6,Items,1,tr:lh:9927,,isad:lh:104044,,,105,K1 A 30 A1,K1 A 30 B2,Nederlands,remarks
tg:lhph:20944,b42c5e65-0fdf-5f5c-9a76-9756833e4fdd,Items,1,tr:lh:7859,203626/1633,isad:lh:94873,M 224 / P (NEG0056/7/11),,,,,Nederlands,remarks
tg:lhph:14518,cdae1c5c-c15d-5243-acbf-1a4341dd2c73,Items,1,,133201/2a,,R 1008 / P,,,,,Nederlands,remarks
tg:lhph:42378,dc330a55-f2d1-5db5-90a4-2dbed892bcaa,Items,1,,217354/27,,S 1095 / P,,,,,Nederlands,remarks
tg:lhph:32580,7a40369d-5268-5a25-8879-63443649f7d1,Items,1,,2238,,J 442 / P (IIIa),,,,,Nederlands,remarks
tg:lhph:32580,7a40369d-5268-5a25-8879-63443649f7d1,Items,2,,7835/m,,J 442 / P (IIIa),,,,,Nederlands,remarks
tg:lhph:32580,7a40369d-5268-5a25-8879-63443649f7d1,Items,3,tr:lh:2988,60198/68,isad:lh:93789,J 442 / P (IIIa),,,,,Nederlands,remarks
tg:lhph:6036,ba5d25b6-86ee-53ca-a22d-228d4e2b8e32,Items,1,tr:lh:3941,75095/5,,Y 455 / P,,,,,Nederlands,remarks
tg:lhph:37278,2568ef3c-1413-5195-b426-7f3b9286720a,Items,1,,102456/1,,L 9732 / P,,,,,Nederlands,remarks
tg:lhph:35245,44215627-23e5-5554-9e10-bfb641537926,Items,1,tr:lh:357,7251/a2,,L 16129 / P,,,,,Nederlands,remarks
tg:lhph:35245,44215627-23e5-5554-9e10-bfb641537926,Items,2,tr:lh:3269,66291/47,isad:lh:93043,L 16129 / P,,,,,Nederlands,remarks
tg:lhph:48775,b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,Items,1,tr:lh:6415,148739/211,isad:lh:113180,D 125 / P (Vrienden) 2,,,,,Nederlands,remarks
tg:lhph:53093,355e7933-6c3e-55a9-91e1-893d397c5fae,Items,1,tr:lh:139964,,isad:lh:161176,,Bruikleen Vlaamse Gemeenschap - STR12294,S 935 / 491,,,Nederlands,remarks
tg:lhph:29266,ddb1e6a9-1d0f-51c1-be1e-e07c3de1a7cb,Items,1,tr:lh:2459,47488/13,isad:lh:93178,PP 119 / P,,,,,Nederlands,remarks
tg:lhph:53569,7e013f25-53d5-5f2c-a13a-be7d9f43d3ea,Items,1,tr:lh:139964,,isad:lh:175416,,Bruikleen Vlaamse Gemeenschap,,,,Nederlands,remarks
tg:lhph:36890,c22eb894-3ffe-56f9-97cd-5de4787d610e,Items,1,tr:lh:9510,218458/1968,isad:lh:95309,B 1183 / P (NEG00216/1/3),,,,,Nederlands,remarks
tg:lhph:37782,2f0ed2d0-c633-5183-b84a-815f35033d34,Items,1,tr:lh:5593,111791/3,isad:lh:92976,M 1589 / P,,,,,Nederlands,remarks
tg:lhph:3234,a66c70a4-494c-5cd1-8354-90d06b275115,Items,1,tr:lh:5424,106346/7,isad:lh:93395,G 994 / P,,,,,Nederlands,remarks
tg:lhph:1209,3de2c2fd-c6b2-5ea4-922d-22e8068911a6,Items,1,tr:lh:4810,95671/16,,B 708 / P,,,,,Nederlands,remarks
tg:lhph:30047,f58f9b91-d9f3-5d54-aaed-15997ace2a01,Items,1,,79669/73,,G 4965 / P,,,,,Nederlands,remarks
tg:lhph:13727,69e9cf29-ae00-573c-a3a5-b474df8b7a8e,Items,1,tr:lh:3939,75041/1,,C 30702 / P,,,,,Nederlands,remarks
tg:lhph:45147,7b72b775-1519-594a-bd4e-3cbd480cf267,Items,1,tr:lh:5807,121750/4,isad:lh:95842,D 264 / P,,,,,Nederlands,remarks
tg:lhph:9639,66060106-e574-5972-91ce-8a0f1a037dfe,Items,1,tr:lh:3699,71555,isad:lh:93081,M 896 / P,,,,,Nederlands,remarks
tg:lhph:38477,eee6eef3-e11e-5c69-b7bd-bc461a011bb8,Items,1,tr:lh:9510,218458/2473,isad:lh:95309,B 1183 / P (NEG00263/3/11),,,,,Nederlands,remarks
tg:lhph:42682,b27b334c-94f0-507f-9652-fdb8911a590d,Items,1,tr:lh:6914,171054/5,isad:lh:95695,GG 156 / P,,,,,Nederlands,remarks
tg:lhph:43990,103aba94-cf25-58e9-aa08-7800f26dfd14,Items,1,tr:lh:9982,220279/19,isad:lh:95749,VV 515 / P,,,,,Nederlands,remarks
tg:lhph:24454,d361de26-254e-595b-a8e9-27a534ef16c1,Items,1,tr:lh:5253,103387/24,isad:lh:95015,V 15543 / P,,,,,Nederlands,remarks
tg:lhph:10808,b67d9a9c-209c-55b7-8a2d-72d5074b17af,Items,1,tr:lh:3839,73798/6,,B 1652 / P,,,,,Nederlands,remarks
tg:lhph:23391,52bbc28e-871e-5d9b-9829-3c9d81445473,Items,1,,5402,,M 7625 / P,,,,,Nederlands,remarks
tg:lhph:12835,f16bccb2-2272-5baa-8ddd-f2993cd3ac93,Items,1,,27381/315,,C 142 / P,,,,,Nederlands,remarks
tg:lhph:26469,6af651f8-b146-5db0-a931-29b0357e13ca,Items,1,tr:lh:7775,201344/6,isad:lh:94373,P 1835 / P,,,,,Nederlands,remarks
tg:lhph:31085,2473b3b7-102c-5e24-8089-f900026b7836,Items,1,tr:lh:1533,27857,isad:lh:94258,G 645 / P,,,,,Nederlands,remarks
tg:lhph:36740,b0ada7f6-40ce-55ee-a417-e80a9015712b,Items,1,,233172/a,,L 559 / P,,,,,Nederlands,remarks
tg:lhph:37852,527af1e5-228d-5453-a9ed-e5e36098eacc,Items,1,tr:lh:3899,74482/6,,M 195 / P,,,,,Nederlands,remarks
tg:lhph:22353,2eb7048a-97ef-563c-9d7b-9acd2b0ae893,Items,1,tr:lh:139964,,isad:lh:161171,,Bruikleen Vlaamse Gemeenschap - STR11342,S 935 / 487,,,Nederlands,remarks
tg:lhph:25496,e5ddc3dc-3cd5-50c7-ba67-caaace0175a6,Items,1,tr:lh:3279,67487,isad:lh:93232,T 355 / P,,,,,Nederlands,remarks
tg:lhph:42952,1711198d-4ec5-53d5-8929-457b2b3e5964,Items,1,tr:lh:7191,179166/110,isad:lh:93778,B 9078 / P,,,,,Nederlands,remarks
tg:lhph:816,e11c3cf5-e98e-5649-9c83-eeace75a3c20,Items,1,tr:lh:3936,75025/2,,B 7307 / P,,,,,Nederlands,remarks
tg:lhph:15020,ad393c26-4dcf-5770-a256-f10852c2d195,Items,1,tr:lh:4988,98850/43,isad:lh:93043,D 625 / P,,,,,Nederlands,remarks
tg:lhph:43640,25a55d02-4879-56a2-986a-f3cca190f5d5,Items,1,tr:lh:30829,219697/65,isad:lh:93751,M 945 / P,,,,,Nederlands,remarks
tg:lhph:44185,0382bb95-1072-51ca-8f33-054150330598,Items,1,,219751/4,isad:lh:95753,C 2049 / P,,,,,Nederlands,remarks
tg:lhph:10222,6975c7dc-0270-5606-89ef-966e3756df9e,Items,1,tr:lh:3747,73648/8,,A 393 / P,,,,,Nederlands,remarks
tg:lhph:46442,a3c0c5bc-c645-57eb-abdd-a7f01c71801b,Items,1,,203872/25,isad:lh:93917,P 3445 / P,,,,,Nederlands,remarks
tg:lhph:8301,cfe87bef-20bb-5086-a5d2-de1d0adc145b,Items,1,tr:lh:2802,55431/5,,B 70665 / P,,,,,Nederlands,remarks
tg:lhph:41387,07324e27-9716-5b25-bc5c-805755adde5a,Items,1,tr:lh:1867,34763/16a,isad:lh:94467,O 295 / P (A1),,,,,Nederlands,remarks
tg:lhph:27151,f4138cb7-fcf8-534a-9f5e-2f5f8ba4eb0f,Items,1,,88332/2,,P 345 / P,,,,,Nederlands,remarks
tg:lhph:20694,560afe5e-149e-57ab-8d34-da3e4dd2f7df,Items,1,tr:lh:9837,217718/52,isad:lh:93036,T 394 / P,,,,,Nederlands,remarks
tg:lhph:19900,cbbc003d-82d3-510a-8567-61964fb5942a,Items,1,,40257/2,,S 8642 / P,,,,,Nederlands,remarks
tg:lhph:1823,2b650557-1378-5306-82e1-9c7473aba1eb,Items,1,tr:lh:3394,66994/1,,T 176 / P,,,,,Nederlands,remarks
tg:lhph:1823,2b650557-1378-5306-82e1-9c7473aba1eb,Items,2,tr:lh:4023,76826/1,,T 176 / P,,,,,Nederlands,remarks
tg:lhph:52051,bc37462d-cebe-56be-bad8-210fdab78e33,Items,1,tr:lh:140087,,isad:lh:154993,,,G 2932 / 212 (30),,,Nederlands,remarks
tg:lhph:34287,fe544512-eed6-5c23-b512-4b00b7bbbfb7,Items,1,,122510,,W 173 / P,,,,,Nederlands,remarks
tg:lhph:33542,3b8c5eda-22e6-5d27-8bf6-e8351448375f,Items,1,tr:lh:9510,218458/1076,isad:lh:95309,B 1183 / P (NEG00110/3/17),,,,,Nederlands,remarks
tg:lhph:18612,d343ad2d-870a-52ae-bbc3-5097585303bc,Items,1,tr:lh:7859,203626/357,isad:lh:94873,M 224 / P (NEG0012/4/17A),,,,,Nederlands,remarks
tg:lhph:1989,682f4276-3a62-522f-af08-0e51db763ebd,Items,1,tr:lh:9946,235438/130,isad:lh:93182,P 45 / P,,,,,Nederlands,remarks
tg:lhph:5163,58a9ed17-748f-51ae-8fdc-3f79abd149aa,Items,1,tr:lh:7586,198481/0039,isad:lh:93725,T 3465 / P,,,,,Nederlands,remarks
tg:lhph:36310,28c8d686-716c-53ab-aa65-b81349d44e23,Items,1,tr:lh:9510,218458/1790,isad:lh:95309,B 1183 / P (NEG00194/3/3A),,,,,Nederlands,remarks
tg:lhph:10388,4a0e4824-db89-5c64-bb3a-4b84e98ddbec,Items,1,tr:lh:3482,68710/13,isad:lh:92996,B 117 / P,,,,,Nederlands,remarks
tg:lhph:43210,4619a701-69b6-571c-b604-d63b8188b0ba,Items,1,tr:lh:9770,219497/5,isad:lh:94024,T 176 / P,,,,,Nederlands,remarks
tg:lhph:15470,de55ecd7-83d9-5539-9464-5e0178b36f3a,Items,1,tr:lh:5832,123657/12,isad:lh:93067,E 2833 / P,,,,,Nederlands,remarks
tg:lhph:23811,6901f3b1-9aeb-5a09-87b3-cf457a98a88b,Items,1,tr:lh:3140,62830/19,isad:lh:95005,M 8235 / P (map I-II),,,,,Nederlands,remarks
tg:lhph:27501,7b6e0c4c-47e1-58db-b8b9-32aad5f70af2,Items,1,tr:lh:7414,196532/10,isad:lh:93514,V 486 / P,,,,,Nederlands,remarks
tg:lhph:11960,5d857fc9-aa5c-53e0-9066-90c6a03044eb,Items,1,tr:lh:2300,43588,isad:lh:93096,B 417 / P,,,,,Nederlands,remarks
tg:lhph:11960,5d857fc9-aa5c-53e0-9066-90c6a03044eb,Items,2,tr:lh:3632,70563/1,isad:lh:93902,B 417 / P,,,,,Nederlands,remarks
tg:lhph:46012,05e9e0a5-ae61-55be-843b-5cce1e70b359,Items,1,tr:lh:3327,203851/22,isad:lh:109792,C 395 / ARC (374),,,,,Nederlands,remarks
tg:lhph:46012,05e9e0a5-ae61-55be-843b-5cce1e70b359,Items,2,tr:lh:3327,203868/23,isad:lh:109792,C 395 / ARC (381),,,,,Nederlands,remarks
tg:lhph:10672,aff30d69-80f0-564e-83fb-5fe773f58cca,Items,1,,52753,,B 153 / P,,,,,Nederlands,remarks
tg:lhph:8751,ee1fd105-e680-5789-9dc2-1beedcb22cdd,Items,1,,37281/33b,,S 177 / P,,,,,Nederlands,remarks
tg:lhph:5499,01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,Items,1,tr:lh:3340,66453/40,,W 213 / P,,,,,Nederlands,remarks
tg:lhph:18242,4d16ed2d-abd2-593d-8087-b374c1a0acc5,Items,1,tr:lh:7859,203626/161,isad:lh:94873,M 224 / P (NEG0005/6/28),,,,,Nederlands,remarks
tg:lhph:33112,1c0a6045-8420-58ac-85df-93f8e08427f1,Items,1,tr:lh:9510,218458/959,isad:lh:95309,B 1183 / P (NEG0097/2/15),,,,,Nederlands,remarks
tg:lhph:52401,7c017532-8104-5000-a21d-472325d595b6,Items,1,tr:lh:139964,,isad:lh:182569,,Bruikleen Vlaamse Gemeenschap - STR10846,S 935 / 485,,,Nederlands,remarks
tg:lhph:37151,6b6df98f-b8b1-5ada-8972-c30d18ce7872,Items,1,tr:lh:9510,218458/2056,isad:lh:95309,B 1183 / P (NEG00226/1/20),,,,,Nederlands,remarks
tg:lhph:4322,e7d1ec7a-67ff-5af7-b4cb-b63b58c27978,Items,1,tr:lh:2397,45609/4,isad:lh:93220,A 247 / P,,,,,Nederlands,remarks
tg:lhph:30694,b3d04d0e-b50f-550f-85b4-f6b58d89e18c,Items,1,tr:lh:6373,148897/10,isad:lh:94193,G 3947 / P,,,,,Nederlands,remarks
tg:lhph:31986,02571634-2b6a-5dc6-8bdb-02939c2f2bd2,Items,1,tr:lh:6444,158229/2,isad:lh:93254,J 422 / P (I),,,,,Nederlands,remarks
tg:lhph:31986,02571634-2b6a-5dc6-8bdb-02939c2f2bd2,Items,2,tr:lh:6667,164399/7,isad:lh:95167,V 998 / P,,,,,Nederlands,remarks
tg:lhph:15923,dd686f05-c2bc-559c-a079-62c4e93d513d,Items,1,tr:lh:1475,26866,isad:lh:94137,F 443 / P,,,,,Nederlands,remarks
tg:lhph:24287,3bb70279-4e5f-56f6-8779-e02cf1acb3b7,Items,1,tr:lh:6453,158487/16,isad:lh:95035,MM 82 / P,,,,,Nederlands,remarks
tg:lhph:23542,0d6a1ea4-302b-593e-990f-5a258a0c3af2,Items,1,,52578/5,,M 7885 / P,,,,,Nederlands,remarks
tg:lhph:44886,2186790b-ecbc-5904-b1fc-cba03d71deb2,Items,1,,52320/7,,D 11922 / P,,,,,Nederlands,remarks
tg:lhph:45794,aa57f453-4aac-5258-ab86-f94a31484068,Items,1,tr:lh:6989,174520/23,isad:lh:92953,D 715 / P,,,,,Nederlands,remarks
tg:lhph:115,2632529e-ac07-5a70-a191-69e3c321e131,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1925-1926/38),,,,,Nederlands,remarks
tg:lhph:42051,15cddc2a-3e0f-534d-b665-6aedb28b5bc0,Items,1,tr:lh:6741,167039/18,isad:lh:93314,W 4897 / P (AI),,,,,Nederlands,remarks
tg:lhph:14631,6c6763a4-ac0c-5352-810c-f8627fda87fa,Items,1,,38749/2,,R 262 / P,,,,,Nederlands,remarks
tg:lhph:14631,6c6763a4-ac0c-5352-810c-f8627fda87fa,Items,2,,166444,,R 262 / P,,,,,Nederlands,remarks
tg:lhph:9510,9fbcee27-c647-51ba-8e9b-f160ffd3dbe1,Items,1,tr:lh:9945,132307,isad:lh:94057,B 212 / P,,,,,Nederlands,remarks
tg:lhph:27852,3f2bec43-0b99-55ff-9ac5-f1b8bb9e879f,Items,1,tr:lh:4231,82608/4,isad:lh:93123,V 36695 / P,,,,,Nederlands,remarks
tg:lhph:40596,5bfb34aa-4e55-5109-bbcd-7eccff6c9043,Items,1,tr:lh:9510,218458/3109,isad:lh:95309,B 1183 / P (NEG00334/2/19),,,,,Nederlands,remarks
tg:lhph:47253,fed032c2-453e-52c2-8d65-4f184ead3978,Items,1,,221162/40,isad:lh:146741,P 505 / P,,,,,Nederlands,remarks
tg:lhph:21085,482dfc32-3946-5777-a59e-405c194032fb,Items,1,tr:lh:7859,203626/1688,isad:lh:94873,M 224 / P (NEG0058/6/28),,,,,Nederlands,remarks
tg:lhph:26740,d710d8e6-c2b4-509e-9151-c31683f26f4d,Items,1,tr:lh:754,14131/29,isad:lh:93611,P 2716 / P,,,,,Nederlands,remarks
tg:lhph:53640,f7241f53-6815-55e9-a84d-7cf7878fe250,Items,1,tr:lh:140159,,isad:lh:176325,D 125 / P (2) (4),,,,,Nederlands,remarks
tg:lhph:19003,c8db73f8-f415-52bc-b603-687ef14f4acc,Items,1,tr:lh:7859,203626/602,isad:lh:94873,M 224 / P (NEG0021/2/13),,,,,Nederlands,remarks
tg:lhph:32353,842f02c3-9d8e-5e69-ad82-b533fa1ac845,Items,1,tr:lh:3744,72072/i,isad:lh:93254,J 422 / P (IV),,,,,Nederlands,remarks
tg:lhph:1120,2c34ec76-eaa8-51c6-84bf-db8968ce32b1,Items,1,,68196/3,,B 708 / P,,,,,Nederlands,remarks
tg:lhph:35496,1cf49309-52ef-5cfb-a7b8-d6c3221fcac6,Items,1,tr:lh:6462,158575/403,isad:lh:93803,B 377 / P,,,,,Nederlands,remarks
tg:lhph:52952,8e5beeed-8b8a-5d06-a0fa-ebc9b8fff27d,Items,1,tr:lh:139964,,isad:lh:182593,,Bruikleen Vlaamse Gemeenschap - STR12079,S 935 / 490,,,Nederlands,remarks
tg:lhph:5860,f578c628-a248-5eb1-a85f-606ee03fd7e0,Items,1,tr:lh:390,7944,,Y 952 / P,,,,,Nederlands,remarks
tg:lhph:37501,c6aa6374-ac4a-5ff2-ad65-70bb1ad279f1,Items,1,tr:lh:2459,47487/7,isad:lh:93178,B 46743 / P,,,,,Nederlands,remarks
tg:lhph:4772,d05affd5-fa19-5b53-bc34-94ef06e0848e,Items,1,tr:lh:2064,38739/2,isad:lh:93675,A 341 / P,,,,,Nederlands,remarks
tg:lhph:11599,39114e86-12ee-5676-9ddd-fabf3335a250,Items,1,tr:lh:7142,178460/57,isad:lh:93671,C 195 / P,,,,,Nederlands,remarks
tg:lhph:14261,cea90087-2490-5fb3-a66c-d54337fb75e1,Items,1,tr:lh:4094,79270/1,isad:lh:93234,D 23125 / P,,,,,Nederlands,remarks
tg:lhph:42401,58a2e5d1-5b78-5a3c-bb31-239b06ff32c0,Items,1,,217366/1,,A 1811 / P,,,,,Nederlands,remarks
tg:lhph:545,15454607-a72f-5730-ae8f-076f6afe5385,Items,1,tr:lh:3939,75040/8,,C 2756 / P,,,,,Nederlands,remarks
tg:lhph:23112,74fd9750-5410-58e2-a48c-afa5f37cc120,Items,1,tr:lh:5115,102030/4 en 7,isad:lh:93912,N 135 / P,,,,,Nederlands,remarks
tg:lhph:15889,8fa816c0-d4fa-5cf5-a2ca-67eb870fcec1,Items,1,tr:lh:4143,80363/2,,F 477 / P,,,,,Nederlands,remarks
tg:lhph:46911,50a1cb5f-86c4-5264-8089-cae25b7170e6,Items,1,tr:lh:630,12460/76,isad:lh:93100,E 18 / P,,,,,Nederlands,remarks
tg:lhph:46911,50a1cb5f-86c4-5264-8089-cae25b7170e6,Items,2,tr:lh:1122,19832/4,,E 18 / P,,,,,Nederlands,remarks
tg:lhph:26310,146c502a-1602-591a-8b70-eae42fa9f491,Items,1,tr:lh:5698,115238/48,isad:lh:95146,O 42 / P,,,,,Nederlands,remarks
tg:lhph:9140,3eeed6ca-b12d-5a86-82a8-8c4a6538d100,Items,1,tr:lh:4902,97920/4,,S 4942 / P,,,,,Nederlands,remarks
tg:lhph:11063,01eac073-db2d-5915-b006-2e9532d8ae3d,Items,1,tr:lh:139785,,isad:lh:142927,T 433 / P,,,,,Nederlands,remarks
tg:lhph:47603,cffc6389-d1ff-5db8-944a-2eb91b22f43e,Items,1,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2,Nederlands,remarks
tg:lhph:32703,967c8195-de8c-59c9-a754-591bf36d1749,Items,1,tr:lh:9510,218458/852,isad:lh:95309,B 1183 / P (NEG0084/4/E),,,,,Nederlands,remarks
tg:lhph:19453,1f3e13d3-ce95-5d2a-b291-7b039216e254,Items,1,tr:lh:4491,86685/7,,S 83965 / P,,,,,Nederlands,remarks
tg:lhph:1570,777a2c78-77c5-5e0c-a557-cbb907fdba04,Items,1,tr:lh:2659,52798/14,,C 397 / P,,,,,Nederlands,remarks
tg:lhph:4288,b12112e4-ae11-5057-854c-d82eaf3f4d0d,Items,1,tr:lh:4895,97870/2,,A 2474 / P,,,,,Nederlands,remarks
tg:lhph:53210,5fb1cfcf-7d49-58df-b680-0e93570a5432,Items,1,tr:lh:6415,148739/260,isad:lh:156053,D 125 / P (1)(7),"Foto uit een reeks van 5, waarvan 2 beschreven",,,,Nederlands,remarks
tg:lhph:33811,6dc434b1-9651-5c5b-89e9-de82fed538cd,Items,1,tr:lh:9510,218458/1151,isad:lh:95309,B 1183 / P (NEG00118/4/2),,,,,Nederlands,remarks
tg:lhph:11576,a5de5830-0068-5c42-a7ce-3db69ade93fd,Items,1,tr:lh:6550,161615/4,,D 9235 / P,,,,,Nederlands,remarks
tg:lhph:47316,c9b4ac09-66d0-518d-9761-135ef91d20b8,Items,1,,225286/8,isad:lh:95662,W 909 / P,,,,,Nederlands,remarks
tg:lhph:9455,705ad093-4e74-5aaf-81de-438a33ed8859,Items,1,tr:lh:244,4834,isad:lh:94073,S 5654 / P,,,,,Nederlands,remarks
tg:lhph:27917,135785e8-600c-5c1a-bc49-c5fc1f7f87a5,Items,1,tr:lh:7142,178457/6,isad:lh:93773,P 568 / P,,,,,Nederlands,remarks
tg:lhph:39909,a746bc6b-fab9-5c99-b5c9-b4a6739ca9cf,Items,1,tr:lh:5112,101037/7,isad:lh:93424,B 6791 / P,,,,,Nederlands,remarks
tg:lhph:26605,2374151a-683a-51a6-bf80-c51dc4202f0b,Items,1,tr:lh:3478,68618/18,isad:lh:95153,P 245 / P,,,,,Nederlands,remarks
tg:lhph:24638,55ce9a95-dc6e-5e78-b166-eb0f719e6daf,Items,1,tr:lh:357,7251,,N 454 / P,,,,,Nederlands,remarks
tg:lhph:51738,8e390360-f1cb-5b57-8bb7-66f08029e152,Items,1,tr:lh:139974,,isad:lh:179268,,,B 708 / P,,,Nederlands,remarks
tg:lhph:53705,bd761a0d-4a96-5e9e-b52c-f8e0025c22c6,Items,1,tr:lh:6415,,isad:lh:176325,D 125 / P (2) (20),,,,,Nederlands,remarks
tg:lhph:1065,b40832cf-4431-571e-89a5-743dd9692cc0,Items,1,tr:lh:2744,54345/3,isad:lh:93013,B 917 / P,,,,,Nederlands,remarks
tg:lhph:52817,011fa91b-2107-50e4-97d6-a40dfacd912e,Items,1,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11798,S 935 / 489,,,Nederlands,remarks
tg:lhph:3058,a583411d-95c8-5662-b89a-9445451e306f,Items,1,tr:lh:6415,148737/31,isad:lh:176325,D 125 / P (2) (19),,,,,Nederlands,remarks
tg:lhph:32216,9e1c16f1-7d69-51b8-aff7-032bd95cb5c6,Items,1,,215895/34,,V 35505 / P,,,,,Nederlands,remarks
tg:lhph:19146,a18eaf3d-3a79-554e-baa7-2781c4a5e62c,Items,1,tr:lh:7859,203626/683,isad:lh:94873,M 224 / P (NEG0026/1/17),,,,,Nederlands,remarks
tg:lhph:4267,f6be97ad-c748-5fca-bdbc-c9b9e23c5979,Items,1,,27381/756,,A 2465 / P,,,,,Nederlands,remarks
tg:lhph:35029,8bf128c6-8309-55a6-8846-0a7b2df6a74f,Items,1,tr:lh:9510,218458/1400,isad:lh:95309,B 1183 / P (NEG00148/4/2A),,,,,Nederlands,remarks
tg:lhph:37014,81d59ccd-f9d3-5d6c-8d72-69d88a91c379,Items,1,tr:lh:6603,163147/5,isad:lh:93084,L 7508 / P,,,,,Nederlands,remarks
tg:lhph:23407,abda0ca1-c21f-5293-8327-74ab2bbf5bc4,Items,1,tr:lh:3269,66293/6,isad:lh:93077,M 767 / P,,,,,Nederlands,remarks
tg:lhph:15866,a88696fc-4585-57e3-a098-6707ad148eef,Items,1,,27381/480,,F 439 / P,,,,,Nederlands,remarks
