ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,Image URL,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Material,Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation,Document status
024bca8a-1f05-52ff-89d6-ae89e57960f5,tg:mmbbr:2303_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/J2TIkjMWbX5ZQdJUWfFtViMr,,,,,,,,,,,,,,,,,,,,,
024bca8a-1f05-52ff-89d6-ae89e57960f5,tg:mmbbr:2303_#1,e22_ProductionActors,1,,,,,,,"Bieberstein-Rogalla-Zawadski, Marie-Pauline de",correspondents (correspondence writers),"No au_code for briefschrijver, Bieberstein-Rogalla-Zawadski, Marie-Pauline de",,,,,,,,,,,,,,,,,
024bca8a-1f05-52ff-89d6-ae89e57960f5,tg:mmbbr:2303_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
024bca8a-1f05-52ff-89d6-ae89e57960f5,tg:mmbbr:2303_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1904-12-19,,,,,,,,,,,,,,,
025dc9a8-ec3d-57ae-95e3-8a1156372341,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1326_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/025dc9a8-ec3d-57ae-95e3-8a1156372341,Doos A.X,,ink,letters (correspondence),record identifiers,tg:mmbbr:1326_#1,,,,
025dc9a8-ec3d-57ae-95e3-8a1156372341,tg:mmbbr:1326_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,
025dc9a8-ec3d-57ae-95e3-8a1156372341,tg:mmbbr:1326_#1,e22_Archives,1,,,MMB.A.I.D.1.c,,,,,,,,,,,,,,,,,,,,,,,
025dc9a8-ec3d-57ae-95e3-8a1156372341,tg:mmbbr:1326_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/sgLpCPotP7BgQXRjdOk5skfe,,,,,,,,,,,,,,,,,,,,,
025dc9a8-ec3d-57ae-95e3-8a1156372341,tg:mmbbr:1326_#1,e22_ProductionActors,1,,,,,,au::115559:1,"Michielsens, Alexander",correspondents (correspondence writers),"No match for au::115559, correspondents (correspondence writers), Michielsens, Alexander",,,,,,,,,,,,,,,,,
025dc9a8-ec3d-57ae-95e3-8a1156372341,tg:mmbbr:1326_#1,e22_ProductionActors,2,,,,,,au::27863:1,"Cols, Alphonse",recipients (people),,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
025dc9a8-ec3d-57ae-95e3-8a1156372341,tg:mmbbr:1326_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1906-02-12,,,,,,,,,,,,,,,
026c1e3d-db1c-5249-8dc8-cf7f3ce6e26a,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1980_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/026c1e3d-db1c-5249-8dc8-cf7f3ce6e26a,Doos A.XV,,ink,postcards,record identifiers,tg:mmbbr:1980_#1,,,,
026c1e3d-db1c-5249-8dc8-cf7f3ce6e26a,tg:mmbbr:1980_#1,e22_Archives,1,,,MMB.A.I.B.3.b,,,,,,,,,,,,,,,,,,,,,,,
026c1e3d-db1c-5249-8dc8-cf7f3ce6e26a,tg:mmbbr:1980_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/U1OYdOPkVaMlVHQfLsrnjq7h,,,,,,,,,,,,,,,,,,,,,
026c1e3d-db1c-5249-8dc8-cf7f3ce6e26a,tg:mmbbr:1980_#1,e22_ProductionActors,1,,,,,,au::115273:1,"Bosschaert de Bouwel, Clotilde",correspondents (correspondence writers),"No match for au::115273, correspondents (correspondence writers), Bosschaert de Bouwel, Clotilde",,,,,,,,,,,,,,,,,
026c1e3d-db1c-5249-8dc8-cf7f3ce6e26a,tg:mmbbr:1980_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
026c1e3d-db1c-5249-8dc8-cf7f3ce6e26a,tg:mmbbr:1980_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1904-12-20,,,,,,,,,,,,,,,
02907213-0484-51db-b78d-7cf8582a1941,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:76_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/02907213-0484-51db-b78d-7cf8582a1941,Doos A.I,,ink,letters (correspondence),record identifiers,tg:mmbbr:76_#1,,,,
02907213-0484-51db-b78d-7cf8582a1941,tg:mmbbr:76_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
02907213-0484-51db-b78d-7cf8582a1941,tg:mmbbr:76_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/BpiWclrD4vxNjjkcgUqXJsLS#id,,,,,,,,,,,,,,,,,,,,,
02907213-0484-51db-b78d-7cf8582a1941,tg:mmbbr:76_#1,e22_ProductionActors,1,,,,,,au::115616:1,"Patroni, Tertulliano",correspondents (correspondence writers),"No match for au::115616, correspondents (correspondence writers), Patroni, Tertulliano",,,,,,,,,,,,,,,,,
02907213-0484-51db-b78d-7cf8582a1941,tg:mmbbr:76_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
02907213-0484-51db-b78d-7cf8582a1941,tg:mmbbr:76_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1888-12-12,,,,,,,,,,,,,,,
02932eeb-b887-5a66-ac13-a17a634ccf9c,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2353_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/02932eeb-b887-5a66-ac13-a17a634ccf9c,Doos A.XVII,,pencils (drawing and writing equipment),visiting cards,record identifiers,tg:mmbbr:2353_#1,,,,
02932eeb-b887-5a66-ac13-a17a634ccf9c,tg:mmbbr:2353_#1,e22_Archives,1,,,MMB.A.I.B.3.d,,,,,,,,,,,,,,,,,,,,,,,
02932eeb-b887-5a66-ac13-a17a634ccf9c,tg:mmbbr:2353_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/TNamOsriFBlTHKnxSm2lwHFf,,,,,,,,,,,,,,,,,,,,,
02932eeb-b887-5a66-ac13-a17a634ccf9c,tg:mmbbr:2353_#1,e22_ProductionActors,1,,,,,,au::6916:1,"Franck, Louis",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/740012"",""au::6916"",""au::6916:1"",""ark:/83110/x0/b22fad1f-2c96-5c7c-9fa7-459dc6f7e9ff"",""Louis Franck""],""name"":""Louis Franck"",""ark"":""ark:/83110/x0/b22fad1f-2c96-5c7c-9fa7-459dc6f7e9ff"",""uri"":""/agents/people/740012"",""id"":""au::6916:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
02932eeb-b887-5a66-ac13-a17a634ccf9c,tg:mmbbr:2353_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
0298298b-5768-57bd-b388-71ecd01238a8,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1028_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0298298b-5768-57bd-b388-71ecd01238a8,Doos A.VII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1028_#1,,,,
0298298b-5768-57bd-b388-71ecd01238a8,tg:mmbbr:1028_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
0298298b-5768-57bd-b388-71ecd01238a8,tg:mmbbr:1028_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/M1MEbdKcsHiPnpkOpbOvdIyn,,,,,,,,,,,,,,,,,,,,,
0298298b-5768-57bd-b388-71ecd01238a8,tg:mmbbr:1028_#1,e22_ProductionActors,1,,,,,,,Bligny,correspondents (correspondence writers),"No au_code for briefschrijver, Bligny",,,,,,,,,,,,,,,,,
0298298b-5768-57bd-b388-71ecd01238a8,tg:mmbbr:1028_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
0298298b-5768-57bd-b388-71ecd01238a8,tg:mmbbr:1028_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1900-01-08,,,,,,,,,,,,,,,
029d1592-0917-5331-a9cf-f0ae83e3844c,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2261_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/029d1592-0917-5331-a9cf-f0ae83e3844c,Doos A.XVII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2261_#1,,,,
029d1592-0917-5331-a9cf-f0ae83e3844c,tg:mmbbr:2261_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
029d1592-0917-5331-a9cf-f0ae83e3844c,tg:mmbbr:2261_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/T1ODFbOXoEKO6OoVcKp4tFOx,,,,,,,,,,,,,,,,,,,,,
029d1592-0917-5331-a9cf-f0ae83e3844c,tg:mmbbr:2261_#1,e22_ProductionActors,1,,,,,,,"Hemptinne, Henry de",correspondents (correspondence writers),"No au_code for briefschrijver, Hemptinne, Henry de",,,,,,,,,,,,,,,,,
029d1592-0917-5331-a9cf-f0ae83e3844c,tg:mmbbr:2261_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
029d1592-0917-5331-a9cf-f0ae83e3844c,tg:mmbbr:2261_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1906-02-16,,,,,,,,,,,,,,,
02e092c4-893c-583a-bbeb-925fbe07ccd7,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1441_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/02e092c4-893c-583a-bbeb-925fbe07ccd7,Doos A.X,,ink,letters (correspondence),record identifiers,tg:mmbbr:1441_#1,,,,
02e092c4-893c-583a-bbeb-925fbe07ccd7,tg:mmbbr:1441_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,
02e092c4-893c-583a-bbeb-925fbe07ccd7,tg:mmbbr:1441_#1,e22_Archives,1,,,MMB.A.I.D.2.c,,,,,,,,,,,,,,,,,,,,,,,
02e092c4-893c-583a-bbeb-925fbe07ccd7,tg:mmbbr:1441_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/X1Vdk4WRcZXdXFcfXLokRnxJ,,,,,,,,,,,,,,,,,,,,,
02e092c4-893c-583a-bbeb-925fbe07ccd7,tg:mmbbr:1441_#1,e22_ProductionActors,1,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),"No match for au::115207, correspondents (correspondence writers), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
02e092c4-893c-583a-bbeb-925fbe07ccd7,tg:mmbbr:1441_#1,e22_ProductionActors,2,,,,,,au::27863:1,"Cols, Alphonse",recipients (people),,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
030a0d96-7489-5aa8-bb81-ca1f44cbc9b8,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2145_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/030a0d96-7489-5aa8-bb81-ca1f44cbc9b8,Doos A.XVI,,ink,letters (correspondence),record identifiers,tg:mmbbr:2145_#1,,,,
030a0d96-7489-5aa8-bb81-ca1f44cbc9b8,tg:mmbbr:2145_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
030a0d96-7489-5aa8-bb81-ca1f44cbc9b8,tg:mmbbr:2145_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/x1hBZyXHDXgCbuVrUlNWFWX1,,,,,,,,,,,,,,,,,,,,,
030a0d96-7489-5aa8-bb81-ca1f44cbc9b8,tg:mmbbr:2145_#1,e22_ProductionActors,1,,,,,,au::115558:1,"Debaisieux, Théophile",correspondents (correspondence writers),"No match for au::115558, correspondents (correspondence writers), Debaisieux, Théophile",,,,,,,,,,,,,,,,,
030a0d96-7489-5aa8-bb81-ca1f44cbc9b8,tg:mmbbr:2145_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
030a0d96-7489-5aa8-bb81-ca1f44cbc9b8,tg:mmbbr:2145_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1908-10-23,,,,,,,,,,,,,,,
03185d05-07fc-5e56-8f65-47eec4518acf,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1493_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/03185d05-07fc-5e56-8f65-47eec4518acf,Doos A.XI,,ink,postcards,record identifiers,tg:mmbbr:1493_#1,,,,
03185d05-07fc-5e56-8f65-47eec4518acf,tg:mmbbr:1493_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,
03185d05-07fc-5e56-8f65-47eec4518acf,tg:mmbbr:1493_#1,e22_Archives,1,,,MMB.A.I.D.2.c,,,,,,,,,,,,,,,,,,,,,,,
03185d05-07fc-5e56-8f65-47eec4518acf,tg:mmbbr:1493_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/V1ijIMUFELkHYvQSyBdUH9DT,,,,,,,,,,,,,,,,,,,,,
03185d05-07fc-5e56-8f65-47eec4518acf,tg:mmbbr:1493_#1,e22_ProductionActors,1,,,,,,,"Wildiers, Madame veuve",correspondents (correspondence writers),"No au_code for briefschrijver, Wildiers, Madame veuve",,,,,,,,,,,,,,,,,
03185d05-07fc-5e56-8f65-47eec4518acf,tg:mmbbr:1493_#1,e22_ProductionActors,2,,,,,,au::27863:1,"Cols, Alphonse",recipients (people),,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
03185d05-07fc-5e56-8f65-47eec4518acf,tg:mmbbr:1493_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1908-uu-uu,,,,,,,,,,,,,,,
0345a921-1c62-59a9-84ec-e38183d8f8f2,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:263_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0345a921-1c62-59a9-84ec-e38183d8f8f2,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:263_#1,,,,
0345a921-1c62-59a9-84ec-e38183d8f8f2,tg:mmbbr:263_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
0345a921-1c62-59a9-84ec-e38183d8f8f2,tg:mmbbr:263_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/YgV5aQUrMaLYR6koVBduebCV#id,,,,,,,,,,,,,,,,,,,,,
0345a921-1c62-59a9-84ec-e38183d8f8f2,tg:mmbbr:263_#1,e22_ProductionActors,1,,,,,,au::115367:1,"Witte, Henry de",correspondents (correspondence writers),"No match for au::115367, correspondents (correspondence writers), Witte, Henry de",,,,,,,,,,,,,,,,,
0345a921-1c62-59a9-84ec-e38183d8f8f2,tg:mmbbr:263_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
0345a921-1c62-59a9-84ec-e38183d8f8f2,tg:mmbbr:263_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1892-01-30,,,,,,,,,,,,,,,
034ec74d-5ac0-5976-a98f-7beb36d9219f,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2257_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/034ec74d-5ac0-5976-a98f-7beb36d9219f,Doos A.XVII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2257_#1,,,,
034ec74d-5ac0-5976-a98f-7beb36d9219f,tg:mmbbr:2257_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
034ec74d-5ac0-5976-a98f-7beb36d9219f,tg:mmbbr:2257_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/yZPZjAYQL8dTGkVW54FdvPGw,,,,,,,,,,,,,,,,,,,,,
034ec74d-5ac0-5976-a98f-7beb36d9219f,tg:mmbbr:2257_#1,e22_ProductionActors,1,,,,,,,"Claus, Ch.",correspondents (correspondence writers),"No au_code for briefschrijver, Claus, Ch.",,,,,,,,,,,,,,,,,
034ec74d-5ac0-5976-a98f-7beb36d9219f,tg:mmbbr:2257_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
034ec74d-5ac0-5976-a98f-7beb36d9219f,tg:mmbbr:2257_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-02-06,,,,,,,,,,,,,,,
03543d4e-975d-5ce9-a024-6fe4ba7a33a5,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2548_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/03543d4e-975d-5ce9-a024-6fe4ba7a33a5,Doos A.XX,,ink,letters (correspondence),record identifiers,tg:mmbbr:2548_#1,remarks,Nederlands,"bevat een enveloppe geadresseerd aan Mademoiselle Henriette Vandenbergh, au consulat de Grèce, rue des Tanneurs, Anvers. Op de rugzijde van de enveloppe notitie in een ander handschrift 'Odilon Barrot'",
03543d4e-975d-5ce9-a024-6fe4ba7a33a5,tg:mmbbr:2548_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 1001)",,,,,,,,,,,,,,,,,,,,,,,,,
03543d4e-975d-5ce9-a024-6fe4ba7a33a5,tg:mmbbr:2548_#1,e22_Archives,1,,,MMB.A.I.E.1,,,,,,,,,,,,,,,,,,,,,,,
03543d4e-975d-5ce9-a024-6fe4ba7a33a5,tg:mmbbr:2548_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/yXPUhtbma8WqNfI8LJNtwEbZ,,,,,,,,,,,,,,,,,,,,,
03543d4e-975d-5ce9-a024-6fe4ba7a33a5,tg:mmbbr:2548_#1,e22_ProductionActors,1,,,,,,au::115776:1,"Barrot, Odilon ",correspondents (correspondence writers),"No match for au::115776, correspondents (correspondence writers), Barrot, Odilon ",,,,,,,,,,,,,,,,,
03543d4e-975d-5ce9-a024-6fe4ba7a33a5,tg:mmbbr:2548_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
03543d4e-975d-5ce9-a024-6fe4ba7a33a5,tg:mmbbr:2548_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1853-11-10,,,,,,,,,,,,,,,
03a8b2d8-b308-569c-ad53-f3a121809112,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:387_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/03a8b2d8-b308-569c-ad53-f3a121809112,Doos A.III,,ink,letters (correspondence),record identifiers,tg:mmbbr:387_#1,,,,
03a8b2d8-b308-569c-ad53-f3a121809112,tg:mmbbr:387_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
03a8b2d8-b308-569c-ad53-f3a121809112,tg:mmbbr:387_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/xdfdCqnKQJCYTTGFIkPeDUlQ#id,,,,,,,,,,,,,,,,,,,,,
03a8b2d8-b308-569c-ad53-f3a121809112,tg:mmbbr:387_#1,e22_ProductionActors,1,,,,,,au::115244:1,"Hooff, Hector van",correspondents (correspondence writers),"No match for au::115244, correspondents (correspondence writers), Hooff, Hector van",,,,,,,,,,,,,,,,,
03a8b2d8-b308-569c-ad53-f3a121809112,tg:mmbbr:387_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
03a8b2d8-b308-569c-ad53-f3a121809112,tg:mmbbr:387_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1893-10-26,,,,,,,,,,,,,,,
03b281c7-9859-5e1b-a0fa-90b15150628d,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1972_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/03b281c7-9859-5e1b-a0fa-90b15150628d,Doos A.XV,,ink,postcards,record identifiers,tg:mmbbr:1972_#1,,,,
03b281c7-9859-5e1b-a0fa-90b15150628d,tg:mmbbr:1972_#1,e22_Archives,1,,,MMB.A.I.B.3.b,,,,,,,,,,,,,,,,,,,,,,,
03b281c7-9859-5e1b-a0fa-90b15150628d,tg:mmbbr:1972_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/U2XoDdPrUT6WXxBWZj63yq4U,,,,,,,,,,,,,,,,,,,,,
03b281c7-9859-5e1b-a0fa-90b15150628d,tg:mmbbr:1972_#1,e22_ProductionActors,1,,,,,,,"Cornelis, Madame Auguste",correspondents (correspondence writers),"No au_code for briefschrijver, Cornelis, Madame Auguste",,,,,,,,,,,,,,,,,
03b281c7-9859-5e1b-a0fa-90b15150628d,tg:mmbbr:1972_#1,e22_ProductionActors,2,,,,,,,"Cornelis, Ernest",correspondents (correspondence writers),"No au_code for briefschrijver, Cornelis, Ernest",,,,,,,,,,,,,,,,,
03b281c7-9859-5e1b-a0fa-90b15150628d,tg:mmbbr:1972_#1,e22_ProductionActors,3,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
03b281c7-9859-5e1b-a0fa-90b15150628d,tg:mmbbr:1972_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,,
03c4b988-b5e3-5149-83c2-248af084c856,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1106_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/03c4b988-b5e3-5149-83c2-248af084c856,Doos A.VIII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1106_#1,,,,
03c4b988-b5e3-5149-83c2-248af084c856,tg:mmbbr:1106_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
03c4b988-b5e3-5149-83c2-248af084c856,tg:mmbbr:1106_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/jneIfPk7eYeuJaWadLmPGASa,,,,,,,,,,,,,,,,,,,,,
03c4b988-b5e3-5149-83c2-248af084c856,tg:mmbbr:1106_#1,e22_ProductionActors,1,,,,,,,Felix,correspondents (correspondence writers),"No au_code for briefschrijver, Felix",,,,,,,,,,,,,,,,,
03c4b988-b5e3-5149-83c2-248af084c856,tg:mmbbr:1106_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
03c4b988-b5e3-5149-83c2-248af084c856,tg:mmbbr:1106_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1900-10-05,,,,,,,,,,,,,,,
03d9a9d0-2496-5a48-a920-77fd4579ffba,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:994_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/03d9a9d0-2496-5a48-a920-77fd4579ffba,Doos A.VII,,ink,letters (correspondence),record identifiers,tg:mmbbr:994_#1,,,,
