Object Number,Record Type,URL,ResourceID,Reference Number,Status,Format Dimension,Page Numbers,Page Type,Sheet Numbers,Format Type,Status,Sheeet Type,Group or individual,Typescripts used,Writing style,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhdc:1874,Document,https://anet.be/record/opaclhobj/tg:lhdc:1874/N,fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3,BE-ANN07/dc/000001768,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fe418a0e-9ad0-53f0-8b2e-c87f1b876ce3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3849,Document,https://anet.be/record/opaclhobj/tg:lhdc:3849/N,7244620e-2a55-5ce5-9ec0-a0b4064e60c1,BE-ANN07/dc/000003727,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7244620e-2a55-5ce5-9ec0-a0b4064e60c1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:841,Document,https://anet.be/record/opaclhobj/tg:lhdc:841/N,fae3c9b9-42f4-56f5-bc67-8c47087e7dfb,BE-ANN07/dc/000000772,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fae3c9b9-42f4-56f5-bc67-8c47087e7dfb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:904,Document,https://anet.be/record/opaclhobj/tg:lhdc:904/N,ad8d7135-07c0-5a74-ac17-24ccbfc18dfa,BE-ANN07/dc/000000835,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ad8d7135-07c0-5a74-ac17-24ccbfc18dfa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1931,Document,https://anet.be/record/opaclhobj/tg:lhdc:1931/N,2324bbd5-3433-55df-9713-5931879675f6,BE-ANN07/dc/000001824,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2324bbd5-3433-55df-9713-5931879675f6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1198,Document,https://anet.be/record/opaclhobj/tg:lhdc:1198/N,7a236080-d149-5045-bf11-24e87628ea34,BE-ANN07/dc/000001112,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7a236080-d149-5045-bf11-24e87628ea34'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:457,Document,https://anet.be/record/opaclhobj/tg:lhdc:457/N,6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2,BE-ANN07/dc/000000390,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6ac7bf2c-638c-51d2-8e6d-6d7d10b6e5b2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1462,Document,https://anet.be/record/opaclhobj/tg:lhdc:1462/N,0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f,BE-ANN07/dc/000001362,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0c7e4f85-7dd2-5b82-aa7b-929e9d43ba1f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4230,Document,https://anet.be/record/opaclhobj/tg:lhdc:4230/N,d9a3fbc3-524c-51d2-a037-db5ce99c299c,BE-ANN07/dc/000004105,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d9a3fbc3-524c-51d2-a037-db5ce99c299c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1032,Document,https://anet.be/record/opaclhobj/tg:lhdc:1032/N,76f339aa-e986-5227-95ea-6a1b1b9afa6f,BE-ANN07/dc/000000958,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/76f339aa-e986-5227-95ea-6a1b1b9afa6f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:292,Document,https://anet.be/record/opaclhobj/tg:lhdc:292/N,2a606f69-d1f0-50b8-8f44-7086fdfb5192,BE-ANN07/dc/000000237,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2a606f69-d1f0-50b8-8f44-7086fdfb5192'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2872,Document,https://anet.be/record/opaclhobj/tg:lhdc:2872/N,80d6f87d-e838-5448-b6f1-cc48d28d04f5,BE-ANN07/dc/000002757,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/80d6f87d-e838-5448-b6f1-cc48d28d04f5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3760,Document,https://anet.be/record/opaclhobj/tg:lhdc:3760/N,a275029b-8133-537e-8cf4-eec2b9bff617,BE-ANN07/dc/000003638,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a275029b-8133-537e-8cf4-eec2b9bff617'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:768,Document,https://anet.be/record/opaclhobj/tg:lhdc:768/N,404b06af-229e-5de9-a919-a2753e282f80,BE-ANN07/dc/000000698,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/404b06af-229e-5de9-a919-a2753e282f80'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3330,Document,https://anet.be/record/opaclhobj/tg:lhdc:3330/N,2c6e4fe2-1a4b-5e64-905b-ca654edb08fa,BE-ANN07/dc/000003211,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2c6e4fe2-1a4b-5e64-905b-ca654edb08fa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:338,Document,https://anet.be/record/opaclhobj/tg:lhdc:338/N,2f494987-7310-568e-b620-d6b4d2bfb7fa,BE-ANN07/dc/000000283,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2f494987-7310-568e-b620-d6b4d2bfb7fa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2171,Document,https://anet.be/record/opaclhobj/tg:lhdc:2171/N,2656059e-44b1-53d9-a3ab-d6c3b84fe9a3,BE-ANN07/dc/000002064,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2656059e-44b1-53d9-a3ab-d6c3b84fe9a3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2521,Document,https://anet.be/record/opaclhobj/tg:lhdc:2521/N,ca9b5c93-8ce4-550f-8c09-22d56abc223e,BE-ANN07/dc/000002413,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ca9b5c93-8ce4-550f-8c09-22d56abc223e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2034,Document,https://anet.be/record/opaclhobj/tg:lhdc:2034/N,e7d5d05e-c2e7-5788-8d5f-8074496c459f,BE-ANN07/dc/000001927,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e7d5d05e-c2e7-5788-8d5f-8074496c459f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2464,Document,https://anet.be/record/opaclhobj/tg:lhdc:2464/N,62879df3-5777-52c4-b56a-eefef50480f9,BE-ANN07/dc/000002356,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/62879df3-5777-52c4-b56a-eefef50480f9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2937,Document,https://anet.be/record/opaclhobj/tg:lhdc:2937/N,2a8c976d-5439-598e-978b-f02bb2d11b54,BE-ANN07/dc/000002821,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2a8c976d-5439-598e-978b-f02bb2d11b54'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1618,Document,https://anet.be/record/opaclhobj/tg:lhdc:1618/N,dff5c934-9eca-572d-b5d7-b46e29aacc17,BE-ANN07/dc/000001515,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dff5c934-9eca-572d-b5d7-b46e29aacc17'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3625,Document,https://anet.be/record/opaclhobj/tg:lhdc:3625/N,ca91bb30-6d4b-5ae8-982c-557acc359cfb,BE-ANN07/dc/000003503,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ca91bb30-6d4b-5ae8-982c-557acc359cfb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:787,Document,https://anet.be/record/opaclhobj/tg:lhdc:787/N,f0846677-a167-58bd-b536-a82c9375007c,BE-ANN07/dc/000000717,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f0846677-a167-58bd-b536-a82c9375007c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1248,Document,https://anet.be/record/opaclhobj/tg:lhdc:1248/N,f85047cf-84c8-58df-9167-0cdac55121f7,BE-ANN07/dc/000001154,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f85047cf-84c8-58df-9167-0cdac55121f7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3275,Document,https://anet.be/record/opaclhobj/tg:lhdc:3275/N,27b911d1-ab6c-5e49-a369-4bc4769d6727,BE-ANN07/dc/000003156,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/27b911d1-ab6c-5e49-a369-4bc4769d6727'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:857,Document,https://anet.be/record/opaclhobj/tg:lhdc:857/N,b997435e-62cc-5f78-baaf-1526e68c9478,BE-ANN07/dc/000000788,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b997435e-62cc-5f78-baaf-1526e68c9478'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1862,Document,https://anet.be/record/opaclhobj/tg:lhdc:1862/N,ba5b3e21-a818-5464-815b-f1874a29b8f0,BE-ANN07/dc/000001756,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ba5b3e21-a818-5464-815b-f1874a29b8f0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4363,Document,https://anet.be/record/opaclhobj/tg:lhdc:4363/N,ed710aa8-196f-5215-a035-49468657b8cb,BE-ANN07/dc/000004237,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ed710aa8-196f-5215-a035-49468657b8cb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1161,Document,https://anet.be/record/opaclhobj/tg:lhdc:1161/N,9fbff7be-a461-57b3-a0f5-beacf26b76b4,BE-ANN07/dc/000001079,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9fbff7be-a461-57b3-a0f5-beacf26b76b4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4699,Document,https://anet.be/record/opaclhobj/tg:lhdc:4699/N,179d85af-50ce-5d48-b676-999ca023f8e9,BE-ANN07/dc/000004562,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/179d85af-50ce-5d48-b676-999ca023f8e9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:504,Document,https://anet.be/record/opaclhobj/tg:lhdc:504/N,989d3a93-f2be-5fc4-a531-f4428fd6cc07,BE-ANN07/dc/000000440,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/989d3a93-f2be-5fc4-a531-f4428fd6cc07'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1531,Document,https://anet.be/record/opaclhobj/tg:lhdc:1531/N,037ffa4d-fe02-5ba0-8aeb-f190b2c31535,BE-ANN07/dc/000001429,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/037ffa4d-fe02-5ba0-8aeb-f190b2c31535'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3019,Document,https://anet.be/record/opaclhobj/tg:lhdc:3019/N,d2684231-76e1-5886-8660-463325a8c653,BE-ANN07/dc/000002903,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d2684231-76e1-5886-8660-463325a8c653'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1024,Document,https://anet.be/record/opaclhobj/tg:lhdc:1024/N,bfec356d-6f37-5aa6-8c4f-ea5da8386797,BE-ANN07/dc/000000951,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bfec356d-6f37-5aa6-8c4f-ea5da8386797'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4226,Document,https://anet.be/record/opaclhobj/tg:lhdc:4226/N,a9f4e66d-d990-565f-b604-560131830efb,BE-ANN07/dc/000004101,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a9f4e66d-d990-565f-b604-560131830efb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3449,Document,https://anet.be/record/opaclhobj/tg:lhdc:3449/N,1ef01ce3-7ae8-5606-889a-e1dc70d66f34,BE-ANN07/dc/000003328,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1ef01ce3-7ae8-5606-889a-e1dc70d66f34'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1474,Document,https://anet.be/record/opaclhobj/tg:lhdc:1474/N,f8105ba0-088b-5472-8b11-635e501e74c3,BE-ANN07/dc/000001373,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f8105ba0-088b-5472-8b11-635e501e74c3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:441,Document,https://anet.be/record/opaclhobj/tg:lhdc:441/N,18b00813-7261-5cd6-8d04-d9cb327411af,BE-ANN07/dc/000000377,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/18b00813-7261-5cd6-8d04-d9cb327411af'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4676,Document,https://anet.be/record/opaclhobj/tg:lhdc:4676/N,a02b6943-8df7-5e97-90c1-7afeac5de211,BE-ANN07/dc/000004539,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a02b6943-8df7-5e97-90c1-7afeac5de211'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2608,Document,https://anet.be/record/opaclhobj/tg:lhdc:2608/N,b40f15c0-17fb-557f-98ea-dfbe92b7bacb,BE-ANN07/dc/000002500,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b40f15c0-17fb-557f-98ea-dfbe92b7bacb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1927,Document,https://anet.be/record/opaclhobj/tg:lhdc:1927/N,75f98b46-4522-59ae-9e2a-be215e5bde01,BE-ANN07/dc/000001820,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/75f98b46-4522-59ae-9e2a-be215e5bde01'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:912,Document,https://anet.be/record/opaclhobj/tg:lhdc:912/N,07d9e5eb-6851-525f-8fa4-9a8254a2fd25,BE-ANN07/dc/000000843,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/07d9e5eb-6851-525f-8fa4-9a8254a2fd25'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2576,Document,https://anet.be/record/opaclhobj/tg:lhdc:2576/N,56e12851-ea38-531f-ae17-08e5758cbddb,BE-ANN07/dc/000002468,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/56e12851-ea38-531f-ae17-08e5758cbddb'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2126,Document,https://anet.be/record/opaclhobj/tg:lhdc:2126/N,de34f87d-daf6-53a7-bb22-5fc26fa2a81e,BE-ANN07/dc/000002019,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/de34f87d-daf6-53a7-bb22-5fc26fa2a81e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4158,Document,https://anet.be/record/opaclhobj/tg:lhdc:4158/N,aba12009-3a87-5a74-b101-2717a200eadc,BE-ANN07/dc/000004033,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/aba12009-3a87-5a74-b101-2717a200eadc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:695,Document,https://anet.be/record/opaclhobj/tg:lhdc:695/N,a19a07eb-f891-57f4-b998-3850049f02d2,BE-ANN07/dc/000000624,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a19a07eb-f891-57f4-b998-3850049f02d2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3367,Document,https://anet.be/record/opaclhobj/tg:lhdc:3367/N,83054fbe-0321-53f7-b649-35a2e300c796,BE-ANN07/dc/000003249,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/83054fbe-0321-53f7-b649-35a2e300c796'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4508,Document,https://anet.be/record/opaclhobj/tg:lhdc:4508/N,68b1d12e-fad3-5f84-9681-c66421388d30,BE-ANN07/dc/000004384,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/68b1d12e-fad3-5f84-9681-c66421388d30'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2825,Document,https://anet.be/record/opaclhobj/tg:lhdc:2825/N,02172a71-7cdd-5b69-a592-b83854ede9c0,BE-ANN07/dc/000002710,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/02172a71-7cdd-5b69-a592-b83854ede9c0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3737,Document,https://anet.be/record/opaclhobj/tg:lhdc:3737/N,ecaba128-89bc-5a93-b254-ce1e93ab90d5,BE-ANN07/dc/000003615,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ecaba128-89bc-5a93-b254-ce1e93ab90d5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:3222,Document,https://anet.be/record/opaclhobj/tg:lhdc:3222/N,747aede5-a641-5025-afcc-e2cc4a57ee2d,BE-ANN07/dc/000003103,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/747aede5-a641-5025-afcc-e2cc4a57ee2d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:380,Document,https://anet.be/record/opaclhobj/tg:lhdc:380/N,40cadf49-e4e7-5318-844b-e0bb6dabf084,BE-ANN07/dc/000000323,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/40cadf49-e4e7-5318-844b-e0bb6dabf084'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2960,Document,https://anet.be/record/opaclhobj/tg:lhdc:2960/N,8e6b849e-3f30-5a18-8740-8de7506364ba,BE-ANN07/dc/000002844,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8e6b849e-3f30-5a18-8740-8de7506364ba'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
