brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Location Number,Archive Note,Warehouse Location (begin),adm.note,Serial Number,Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhsc:416,a6e2381c-7847-51ec-af1b-da3f0c6ce595,Items,1,,221309/14,K2 B 12 B,,,"Op 7 mei 1883 werd te Parijs met groot succes het oratorium _Lucifer_
uitgevoerd. Een rijkgehuwde uitgeweken Belg, Reubsaet, die zich de titel van
hertog van Camposelice had gekocht, financierde de onderneming. Uit
dankbaarheid werd een inschrijving geopend om de mecenas een beeld van Benoit
aan te bieden.

Nadat het beeld aan de Hertog van Camposelice in Parijs overhandigd was, moet
het vele jaren later ergens in een gieterij in Noord-Frankrijk beland zijn en
(toevallig?) daar ontdekt zijn, waar het tussen een hoop oud ijzer lag, klaar
voor de smeltkroes (cf. A. de Lattin, 1937, p. 112)",,,Nederlands,remarks
tg:lhsc:1073,c712da57-0cfc-564d-838e-72529d031b00,Items,1,tr:lh:3430,68107,K2 B 53 B,isad:lh:96806,,,,,Nederlands,remarks
tg:lhsc:744,808f6a8e-e8b3-5272-a4d3-07ea073480fc,Items,1,,118026,K2 B 17 F,,,,,,Nederlands,remarks
tg:lhsc:894,dca9d500-6d0e-5ff3-8769-474c40de7f88,Items,1,tr:lh:9764,232956,K2 B 40 F,,,,,,Nederlands,remarks
tg:lhsc:1008,2b75ada6-e734-5be7-9f1d-ec90bed3d2ce,Items,1,,72557,K2 B 46 F,,,,,,Nederlands,remarks
tg:lhsc:656,0d0abb06-6f3e-5ed8-addd-8e4396c56dd4,Items,1,tr:lh:2430,46906,K2 B 01 B,,,Afgietsel van het bronzen beeld (78225) met sokkel. De tekst op de voetplaat is overschilderd en daardoor gedeeltelijk onleesbaar.,,,Nederlands,remarks
tg:lhsc:1663,14d909f9-f9e2-52ad-93a6-20afa4c66ccc,Items,1,,221301,V 384/I,,K2 B,"Plaatsing: op een sokkel, tweede kelder tegen de muur, doorgang nieuwe afficheruimte, einde gang dodenmaskers.",,,Nederlands,remarks
tg:lhsc:1233,a9999e80-86bb-5659-b8e9-cf1a0a3ef478,Items,1,,WK,K2 B 60 C,,,,,,Nederlands,remarks
tg:lhsc:9316,a302d86b-aa95-5f6c-a6b8-813d7ce13758,Items,1,tr:lh:9320,221121,K2 15 D,,,,,,Nederlands,remarks
tg:lhsc:713,f05d6c41-784e-5cf0-9039-09c87f3248fd,Items,1,tr:lh:687,13326/2,K2 B 14 F,isad:lh:96725,,,,,Nederlands,remarks
tg:lhsc:969,6f3d524b-9878-5c0f-b962-981f9149835f,Items,1,,221303,K2 B 45 B,,,,,,Nederlands,remarks
tg:lhsc:986,f10ae43d-3c9f-57d0-972f-43c70008852a,Items,1,,64425,K2 B 45 F,,,,,,Nederlands,remarks
tg:lhsc:1225,622b9854-6c6e-5282-b19d-0eb5b713714a,Items,1,tr:lh:5489,108141/b,K2 B 60 B,isad:lh:96846,,,,,Nederlands,remarks
tg:lhsc:1360,24236459-de9f-5836-9965-002498b3f1da,Items,1,,68727,K2 B 75 C,,,,,,Nederlands,remarks
tg:lhsc:705,93e4684e-c057-59bc-bb5f-0fb0fdbd14dc,Items,1,,177652,K2 B 14 C,,,,,,Nederlands,remarks
tg:lhsc:1049,bb80b3ad-5cad-57c7-8d5b-36c316548c15,Items,1,,35014/1,K2 B 49 C,,,,,,Nederlands,remarks
tg:lhsc:990,55ca14d0-1dd4-5cc7-9593-b7985f630204,Items,1,tr:lh:1647,30954,K2 B 46 A,,,De identiteit van de maker werd overgenomen van een oude AMVC-fiche.,,,Nederlands,remarks
tg:lhsc:1272,e15c628e-1951-5349-883b-97281b4f0f0d,Items,1,,WK,K2 B 63 B,,,,,,Nederlands,remarks
tg:lhsc:752,2960ca11-a297-5f0b-89d8-3fd2a096d7bb,Items,1,,118025,K2 B 17 A,,,,,,Nederlands,remarks
tg:lhsc:928,0e8cdc59-e3ab-5136-bd77-1ac8061a372e,Items,1,tr:lh:6630,163895/B,K2 B 43 C,isad:lh:96721,,,,,Nederlands,remarks
tg:lhsc:882,7542ff82-f437-53b0-acef-cf6d725c7c3a,Items,1,,50273,K2 B 40 B,,,,,,Nederlands,remarks
tg:lhsc:4284,b60312ae-da6e-5831-8667-510ba90aeeac,Items,1,,200713,K2 B 01 A,,,,,,Nederlands,remarks
tg:lhsc:1086,ee85f6ac-1898-573e-b141-582d291718b0,Items,1,,40974/b,K2 B 54 C,,K2 B 54 C,,,,Nederlands,remarks
tg:lhsc:1069,9d79a9d4-411d-5b27-aac4-0302636d8963,Items,1,tr:lh:1223,22512,K2 B 53 A,,,,,,Nederlands,remarks
tg:lhsc:725,10743b6f-f549-53e1-a3c7-4a4986730133,Items,1,,221309/13,K2 B 15 E,,,,,,Nederlands,remarks
tg:lhsc:1205,c9388868-c4ea-5856-b123-781750c66400,Items,1,tr:lh:2212,42235,K2 B,isad:lh:96801,,,,,Nederlands,remarks
tg:lhsc:660,c13afe10-7532-593f-95c4-cfc653be71ae,Items,1,tr:lh:1461,26112,K2 B 03 B,,,,,,Nederlands,remarks
tg:lhsc:1194,e37d4762-892d-513a-a790-92f2788323b5,Items,1,tr:lh:2212,42247,K2 B 9 A,,,,,,Nederlands,remarks
tg:lhsc:908,a208fd6f-bd31-55c8-baf9-a9734508cc38,Items,1,tr:lh:1247,21465/2,K2 B 41 F,,,,,,Nederlands,remarks
tg:lhsc:772,0fc4f0fc-34ad-573a-bc01-95e09fc66aeb,Items,1,tr:lh:2748,54463,K2 B 19 D,isad:lh:96727,,,,,Nederlands,remarks
tg:lhsc:1317,bca5796d-c9e2-5288-9c72-d44a8ae69b22,Items,1,,WK51C,K2 B 67 B,,,,,,Nederlands,remarks
tg:lhsc:9398,08bc524a-d0ec-53c9-9f32-34aaa7ba634c,Items,1,tr:lh:134036,,K2 B 29 B,isad:lh:141075,,,,,Nederlands,remarks
tg:lhsc:1182,6700bfba-adf7-5e59-95a5-da0bcf944967,Items,1,tr:lh:539,10315,K2 C 5 A,,,,,,Nederlands,remarks
tg:lhsc:9418,759d19fb-e417-57c3-a2fa-0ab28366902f,Items,1,,,K2 B 42 F,isad:lh:96717,,,,,Nederlands,remarks
tg:lhsc:1028,ca69df12-afa2-5c16-8e04-67a42b232734,Items,1,,110269,K2 B 48 A,,,,,,Nederlands,remarks
tg:lhsc:5712,bd2eb92e-66dc-580d-bdee-8f5840fd56b1,Items,1,tr:lh:6354,148408,SC 09 E 1,isad:lh:96700,,,,,Nederlands,remarks
tg:lhsc:1301,e32b45f4-e6e7-5e22-9a50-c6c72236772d,Items,1,,WK,K2 B 65 C,,,,,,Nederlands,remarks
tg:lhsc:764,c0d57123-76e8-5bdf-8ba2-6316df8c6dde,Items,1,tr:lh:2212,42374/1,K2 B 18 C,,,,,,Nederlands,remarks
tg:lhsc:9361,9ac729ab-ac98-534f-9e11-6cc050c2a6d4,Items,1,tr:lh:9377,221349,"Tweede kelder, 22 B",,,Nota: Dit exemplaar werd hem in 1874 aangeboden door zijn oud-leerlingen n.a.v. zijn zilveren ambtsjubileum. Een bronzen exemplaar staat op zijn grafmonument op het kerkhof van Sint-Niklaas.,,,Nederlands,remarks
tg:lhsc:1244,32ddf113-070c-5531-9648-aead630b3ee3,Items,1,,WK,K2 B 60 C,,,,,,Nederlands,remarks
tg:lhsc:57,eaaa48a6-6a26-59a1-916d-772c2b80f496,Items,1,tr:lh:1792,31961/5,K2 B 32 C,isad:lh:96704,,,,,Nederlands,remarks
tg:lhsc:1090,00e7c800-363d-5867-af7e-9bdc361c7afc,Items,1,,56520,K2 B 54 D,,,,,,Nederlands,remarks
tg:lhsc:949,316fc5d3-8a6d-5fd3-bf20-ba48dac12a8a,Items,1,,199397,K2 B 33 A,,,,,,Nederlands,remarks
tg:lhsc:1706,26cf34e8-e591-5d63-8a04-7cfa081a0df7,Items,1,,199642,V1 F,,,"'L'amour menaçant' wordt dit beeldje genoemd, oftewel 'de dreigende Amor'. De
liefdesgod Amor is hier afgebeeld als een gevleugeld jongetje van een jaar of
zes. Het kind pakt met zijn linkerhand een pijl uit een koker maar de boog om
die liefdespijl mee af te schieten ontbreekt. Het jongetje maakt een heimelijk
gebaar, alsof hij de toeschouwer het zwijgen wil opleggen.

Het beeldje bevindt zich onderaan de trap op de 1ste verdieping in het Huis De
Beuckelaer.",,,Nederlands,remarks
tg:lhsc:733,b11b5a15-2ae3-5b23-8cfd-d1f7f618d007,Items,1,tr:lh:2212,42376/1,K2 B 16 B,,,,,,Nederlands,remarks
tg:lhsc:699,2b8d449c-a17f-51ca-9ed4-deb36568653e,Items,1,,50796/1,K2 B 14 B,,,,,,Nederlands,remarks
tg:lhsc:5745,da6a8a09-1549-53d6-aa43-1129a453d599,Items,1,,202325,K2 B 59 A,,,,,,Nederlands,remarks
tg:lhsc:676,709ec64a-d132-511e-bd37-e375573e8cab,Items,1,,78336,K2 B 06 B,,,,,,Nederlands,remarks
tg:lhsc:1004,566b6dae-d6dc-50ac-9f6b-4a0b276833af,Items,1,,74470,K2 B 46 E,,,,,,Nederlands,remarks
tg:lhsc:932,8fc8dce5-273f-5de5-9cd3-c3e9397fa794,Items,1,,78333,K2 B 43 E,,,,,,Nederlands,remarks
tg:lhsc:898,d25950a4-c384-5da6-8f90-d0ede88f318d,Items,1,tr:lh:2413,47410/2,K2 B 41 B,isad:lh:96759,,,,,Nederlands,remarks
tg:lhsc:1141,c83d38ee-cf88-52ce-853f-f3daaa70a95f,Items,1,tr:lh:6960,174118,K2 B 00,,,,,,Nederlands,remarks
tg:lhsc:1268,49519ffb-b53b-5b89-aacf-f0bc73d08d5f,Items,1,,WK,K2 B 62 B,,,,,,Nederlands,remarks
tg:lhsc:748,f6021462-e54f-541e-b448-19aff4d52e82,Items,1,tr:lh:507,9685/1,K2 B 17 B,,,,,,Nederlands,remarks
tg:lhsc:436,eb97cc67-7be6-5473-ab54-9e969a5e5c94,Items,1,,196712,K2 B 53 D,,,,,,Nederlands,remarks
tg:lhsc:1053,9df2a1ce-dc6b-5a33-a80d-3719474159ab,Items,1,,22908,K2 B 50 B,,,,,,Nederlands,remarks
tg:lhsc:1116,0696742d-5e1c-545a-bd45-738d6e6cf49f,Items,1,,166509/2,K2 B 57 C,,,,,,Nederlands,remarks
tg:lhsc:7168,20301903-0f38-521a-8cb9-6c171fe4fa1c,Items,1,,219230,K2 B 53 A,,,,,,Nederlands,remarks
tg:lhsc:820,56aba1da-5446-57bd-9cb5-ea2a168b96f1,Items,1,tr:lh:3483,68740,K2 B 29 B,,,,,,Nederlands,remarks
tg:lhsc:1680,78e3e9ec-dae0-5c67-87cb-726da4cfe4e8,Items,1,tr:lh:5563,110259,V1 F,isad:lh:96733,,,,,Nederlands,remarks
tg:lhsc:1045,7a8537c1-811e-59b1-a45b-66dbe2bf0eb7,Items,1,tr:lh:2212,42229,K2 B 49 A,,,,,,Nederlands,remarks
tg:lhsc:420,f274465b-973d-5922-94d1-6a60a08d7223,Items,1,tr:lh:2212,42250/1,K2,,,,,,Nederlands,remarks
tg:lhsc:973,3da08481-996d-5afc-9c2b-b1ea76778381,Items,1,,30182,K2 B 45 C,,,"Het masker werd in 1945 in het AMVC in verband gebracht met de drukker B.J. Mees. Maar die stierf pas in 1901, terwijl het masker duidelijk 1854 vermeldt.",,,Nederlands,remarks
tg:lhsc:836,8fdf8474-2373-58d8-9bbd-d6c5c69c2609,Items,1,,179777/2,K2 B 35 B,,,,,,Nederlands,remarks
tg:lhsc:1100,af090183-c4af-5662-980e-db628df336e1,Items,1,tr:lh:6034,133380,K2 B 55 C,isad:lh:96819,,,,,Nederlands,remarks
tg:lhsc:1229,a47ebf97-6553-526f-8696-a9ebe963d8ce,Items,1,,WK,K2 B 60 C,,,,,,Nederlands,remarks
tg:lhsc:924,4ff424d2-788b-5235-be14-72a3b15aed5a,Items,1,,40293/1,K2 B 43 B,,,,,,Nederlands,remarks
tg:lhsc:1012,d809757c-6092-562b-867c-de71d9c64d48,Items,1,,31401,K2 B 47 A,,,,,,Nederlands,remarks
tg:lhsc:1157,50de1b1c-fd0b-5939-b233-8501d31b1892,Items,1,,40504,K2 C 5,,,,,,Nederlands,remarks
tg:lhsc:861,dad377e1-623d-5d35-974c-06612b728db9,Items,1,tr:lh:3540,69389,K2 B 38 F,isad:lh:96758,,"Bronzen origineel dat door Strymans werd vervaardigd voor de tentoonstelling """"Lof van Antwerpen",,,Nederlands,remarks
tg:lhsc:1291,21fae275-d800-510f-bb39-ee074108a265,Items,1,,WK,K2 B 65 B,,,,,,Nederlands,remarks
tg:lhsc:7201,cbd2481d-117d-546c-bb2d-0893c6221e90,Items,1,,219236,K2 B 32 B,,,,,,Nederlands,remarks
tg:lhsc:1290,eb746648-ecfc-5d03-83e0-3efb3825c737,Items,1,,WK,K2 B 65 B,,,,,,Nederlands,remarks
tg:lhsc:925,140332d8-540d-5f5a-82d9-0a9dd88a28b5,Items,1,,40293/2,K2 B 43 B,,,,,,Nederlands,remarks
tg:lhsc:1013,9bca796d-d097-5cbc-90ae-fad5dbac754f,Items,1,,177402,K2 B 47 B,,,,,,Nederlands,remarks
tg:lhsc:1156,93b1ea5d-ae08-5399-91da-d5bcbdc38854,Items,1,tr:lh:2019,37546,K2 C 5,isad:lh:96757,,,,,Nederlands,remarks
tg:lhsc:860,931c359c-9822-5bd7-9388-b585bbd7b325,Items,1,,115972,K2 B 38 F,,,,,,Nederlands,remarks
tg:lhsc:1228,6482f096-93b7-5fb5-ae7c-5f5e55f3cf6f,Items,1,,WK,K2 B 60 C,,,,,,Nederlands,remarks
tg:lhsc:708,59e3e934-84c3-5a9a-8bd8-9a6d8930a0f4,Items,1,tr:lh:4207,81307,K2 B 14 D,isad:lh:96722,,,,,Nederlands,remarks
tg:lhsc:1697,654a386e-8f5a-57aa-98ef-e84baeb4a6f0,Items,1,,169994,K2 C 9 A,,,,,,Nederlands,remarks
tg:lhsc:1044,79d41cc8-8f3f-5faf-8f91-2ad5e8519529,Items,1,,106337,K2 B 49A,,,,,,Nederlands,remarks
tg:lhsc:421,8cea0bfb-6eda-5775-8706-87a03b90e258,Items,1,tr:lh:2212,42250/2,K2 B 27 C,,,,,,Nederlands,remarks
tg:lhsc:972,97266e1b-adb6-5c69-8066-a61deb75a2ed,Items,1,,103380,K2 B 45 C,,,,,,Nederlands,remarks
tg:lhsc:837,c685a484-4d31-5466-bf26-9fdc174b6c39,Items,1,tr:lh:7253,179634,K2 B 35 C,,,,,,Nederlands,remarks
tg:lhsc:1101,6ed0ae9c-393d-53c3-9656-eec673708808,Items,1,,177049,K2 B 55 D,,,,,,Nederlands,remarks
tg:lhsc:964,b280bb93-05b9-5efb-a0a9-87ce67dbbaa6,Items,1,,54333/2,K2 B 44 G,,,,,,Nederlands,remarks
tg:lhsc:437,e367e8fe-0c41-5f66-b94e-3a7445d2f8b0,Items,1,tr:lh:1412,24230,K2 B 47 A,isad:lh:96711,,,,,Nederlands,remarks
tg:lhsc:1052,f9a3c51d-4905-5af5-bd48-0bed3ab7def8,Items,1,tr:lh:2552,50341,K2 B 57 A,isad:lh:96800,,,,,Nederlands,remarks
tg:lhsc:1117,43d6d2d8-eb22-54d0-9059-bb0e6e9c0b44,Items,1,tr:lh:2212,42178,K2 B 57 C,isad:lh:96823,,,,,Nederlands,remarks
tg:lhsc:821,b4c89bf5-3336-51b8-a397-1391534d0b00,Items,1,tr:lh:1492,28055,K2 B 29 C,,,,,,Nederlands,remarks
tg:lhsc:1269,5ee6317a-e6d4-5b70-ba5b-7e6886cdf61c,Items,1,,WK,K2 B 62 C,,,,,,Nederlands,remarks
tg:lhsc:749,30a135b2-595b-541c-a22d-b36bdd57b0b4,Items,1,,170556,K2 B 17 C,,,,,,Nederlands,remarks
tg:lhsc:1005,13d321d2-0025-5dd3-8bc9-61db88a89da5,Items,1,,88175,K2 B 46 E,,,,,,Nederlands,remarks
tg:lhsc:933,fffe774d-8f3d-5ebf-8655-c0aaf8e8d62b,Items,1,,64371/1,K2 B 43 F,,,,,,Nederlands,remarks
tg:lhsc:899,55f5ae27-4cbf-553f-9d31-3578043305a8,Items,1,,54551,K2 B 41 B,,,,,,Nederlands,remarks
tg:lhsc:5046,37411c60-1107-53c9-9b18-e7e2c80d3753,Items,1,tr:lh:845,15501,Planex GT / V 255,,,,,,Nederlands,remarks
tg:lhsc:876,32e10916-5afe-57fa-b684-a2b1700f13f9,Items,1,tr:lh:1882,33574,K2 B 40 B,,,,,,Nederlands,remarks
tg:lhsc:1140,56384416-34f9-5bf3-a1a2-5095ec2f8671,Items,1,tr:lh:6960,174117,K2 B 00,,,,,,Nederlands,remarks
tg:lhsc:732,d068c2ab-8765-5d10-a12f-3770d2db0889,Items,1,tr:lh:1551,28151,K2 B 16 B,isad:lh:96732,,,,,Nederlands,remarks
tg:lhsc:698,d527e737-4350-5e0c-99d7-b694473708fc,Items,1,tr:lh:773,14538,K2 B 14 A,,,Vervaardigd in opdracht van de regering voor het Belgische Paviljoen op de Tentoonstelling te Patijs in 1937.,,,Nederlands,remarks
tg:lhsc:1357,c91561a6-01b8-5882-b449-e2db188037e0,Items,1,,69972,K2 B 75 C,,,,,,Nederlands,remarks
tg:lhsc:3385,964913f8-1a8a-54a7-ac9e-b49cc785dd65,Items,1,,200140,K2 B 27 C,,,,,,Nederlands,remarks
tg:lhsc:677,b9540762-a028-5a52-a2fd-6b457bdbd7a6,Items,1,,221280,K2 B 06 B,,,,,,Nederlands,remarks
tg:lhsc:56,02b53486-1853-5ebe-858e-30f4a0910ae2,Items,1,tr:lh:1792,31961/4,K2 B 31 C,isad:lh:96704,,Afgietsel van de marmeren buste van 1885 of later.,,,Nederlands,remarks
tg:lhsc:1091,b9a62228-bb95-5c1e-8fde-b7695cace939,Items,1,tr:lh:1492,28065/2,K2 B 55 A,,,Dit beeld is een uit 1933 afstammend afgietsel van het bronzen borstbeeld dat Jozef Cantré vervaardigde in 1931 en dat Edward Vermeulen tijdens een huldebetoging zou overhandigd worden. Het afgietsel werd door Hilaire Allaeys besteld voor het Museum van de Vlaamsche Letterkunde.,,,Nederlands,remarks
tg:lhsc:948,685f3dff-a392-5fff-ac80-81fa0c8de548,Items,1,tr:lh:6595,166133,K2 B 44 D,isad:lh:96771,,,,,Nederlands,remarks
tg:lhsc:1300,032c6ab7-2785-591b-bbd0-2aa40d07c595,Items,1,,WK,K2 B 65 C,,,,,,Nederlands,remarks
tg:lhsc:765,e4917e05-f18e-55a3-b5e8-232938a7cbf5,Items,1,tr:lh:5300,104374,K2 B 18 D,isad:lh:96736,,,,,Nederlands,remarks
tg:lhsc:9360,f193f02f-d995-5323-92e8-3e4cd1bcb69e,Items,1,tr:lh:9379,221348,"Tweede kelder, 22 B",isad:lh:96890,,Nota: Een exemplaar in inox werd in 1980 op zijn graf in Gottem geplaatst.,,,Nederlands,remarks
tg:lhsc:1245,6b9f1fb4-8b0e-57f4-a979-225b03c223c8,Items,1,,WK,K2 B 60 C,,,,,,Nederlands,remarks
tg:lhsc:1183,bf67d273-b15c-51b6-972a-81b21ebe2abb,Items,1,tr:lh:5520,108699,K2 B Permanente,isad:lh:96839,,,,,Nederlands,remarks
tg:lhsc:1029,43cf283e-4fb6-5c63-aa3f-2da82de7754c,Items,1,tr:lh:5780,119870,K2 B 48 A,isad:lh:96791,,,,,Nederlands,remarks
tg:lhsc:9419,6e5b1505-2682-5e5a-aa5d-6832b57705b9,Items,1,,,K2 B 20 B,,,,,,Nederlands,remarks
tg:lhsc:773,e73c018e-6e80-55b1-9549-12c7c7137260,Items,1,tr:lh:429,8642/1,K2 B 19 E,isad:lh:96737,,,,,Nederlands,remarks
tg:lhsc:1316,f9fe8b08-78b8-5bd6-acde-2a5ac3259f7f,Items,1,,WK51A,K2 B 67 B,,,,,,Nederlands,remarks
tg:lhsc:5705,0518e5d1-0053-5d3f-b972-9c7226d62bca,Items,1,,202288,K2 B 01 A,,,,,,Nederlands,remarks
tg:lhsc:9399,b1fa3c75-9109-5ba4-bfd4-652078764d41,Items,1,,,K 2 C 07 A,,,,,,Nederlands,remarks
tg:lhsc:909,72ae0f80-343f-51e4-bc8b-1127b9e5293a,Items,1,tr:lh:1471,26820/2,K2 B 41 F,isad:lh:169776,,,,,Nederlands,remarks
tg:lhsc:724,19520f56-a900-539f-97cc-b50de6f6ae88,Items,1,,235117,K2 B 15 D,,,,,,Nederlands,remarks
tg:lhsc:1204,79d07b57-4d21-571b-9d86-9721756d96ce,Items,1,tr:lh:2794,99142,K2 B 59 A,isad:lh:96703,,,,,Nederlands,remarks
tg:lhsc:661,c6d167fe-acbf-5e85-acab-e94935ca0551,Items,1,,76835,K2 B 03 B,,,,,,Nederlands,remarks
tg:lhsc:6938,61033c36-2896-51c8-bdc3-5ef47c5b77e9,Items,1,tr:lh:7692,218281,K2 B 24 A,,,,,,Nederlands,remarks
tg:lhsc:1087,21a5f190-43a8-5766-bfa5-9bd0708d114f,Items,1,tr:lh:7273,179782,K2 B 54 D,,,,,,Nederlands,remarks
tg:lhsc:1984,b1660be2-fee1-58a4-9d08-a350791feba7,Items,1,tr:lh:6595,166130/3,K2 B 35 b,isad:lh:96771,,"Marionet gemaakt voor het toneelstuk: """"Intérieur"""", voor Avant- Garde groep """"Lumière",,,Nederlands,remarks
tg:lhsc:1068,a756b6bb-5d8e-5ed6-8070-fc27d0d49e1a,Items,1,tr:lh:444,8779,K2 B 52 C,isad:lh:96805,,,,,Nederlands,remarks
tg:lhsc:929,8253975a-01eb-5d18-8907-bc5ec6a0b394,Items,1,tr:lh:6630,163896/B,K2 B 43 C,isad:lh:96721,,,,,Nederlands,remarks
tg:lhsc:883,c07a0a00-0e4f-51e3-a599-819502d1eaaa,Items,1,,50273/b,K2 B 40 B,,,,,,Nederlands,remarks
tg:lhsc:1623,29ed7968-5a51-5914-9dfd-87c1a64f5449,Items,1,,199606,K2 B 33 B,,,,,,Nederlands,remarks
tg:lhsc:1273,01ebd8c7-d384-52e3-aacc-f5bb635a8a6a,Items,1,,WK,K2 B 63 B,,,,,,Nederlands,remarks
tg:lhsc:753,eefdbee7-127a-536c-81db-44c2ddadeebf,Items,1,,221309/11,K2 B 17 D,,,,,,Nederlands,remarks
tg:lhsc:1048,bd3587c0-26e2-5d1a-aa01-f9665e3d2654,Items,1,tr:lh:2762,54639,K2 B 49 B,,,,,,Nederlands,remarks
tg:lhsc:991,3f5a7fdd-bf5a-5eb5-9019-8467a9daf42a,Items,1,tr:lh:3055,60961,K2 B 46 A,isad:lh:96781,,,,,Nederlands,remarks
tg:lhsc:1224,8fecb54e-b545-5998-8a4b-34f4ffefa447,Items,1,,WK175A,K2 B 60 B,,,"Maquette zoals het monument is uitgevoerd met de vier, twee aan twee
opgestelde figuren; de rechthoekige tombe ontbreekt. Van de maquette bleef
slechts een fragment bewaard.

AMVC",,,Nederlands,remarks
tg:lhsc:1361,fcfa8b32-3476-5c73-b29d-7a4cb37ce9b3,Items,1,tr:lh:6342,234457,K2 B 76 A,,,,,,Nederlands,remarks
tg:lhsc:704,57e31c35-875e-58d1-88e4-1b707ae3c503,Items,1,tr:lh:6630,163896/A,K2 B 14 C,isad:lh:96721,,,,,Nederlands,remarks
tg:lhsc:1731,4d0226a0-c754-5de7-9259-eecb394db074,Items,1,,WK59,K2,,,,,,Nederlands,remarks
tg:lhsc:968,9d92b307-4b8b-5f6b-ad8f-03a3bcb00f7d,Items,1,,54333,K2 B 45 A,,,,,,Nederlands,remarks
tg:lhsc:987,37efcb8b-7cde-5a47-bcfc-64e336fd7253,Items,1,,64296/1,K2 B 45 F,,,,,,Nederlands,remarks
tg:lhsc:657,afa918e4-2af9-5440-a31e-0be0be4f8a86,Items,1,,221289,K2 B 02 B,,,"De datering van het beeld is op basis van een brief van Emiel Jespers van 28 april 1909, waarin hij schrijft dat de marmeren buste van Verspreeuwen helemaal af is.",,,Nederlands,remarks
tg:lhsc:1232,5b6644a3-84c9-5264-9388-c429ffc53089,Items,1,,WK,K2 B 60 C,,,,,,Nederlands,remarks
tg:lhsc:895,9ab07436-a3de-5e79-9438-2148ce23c71b,Items,1,tr:lh:2212,42369,K2 B 41 A,,,,,,Nederlands,remarks
tg:lhsc:1009,9d1729cb-5841-54d9-9e70-f75e95353c41,Items,1,,51537,K2 B 46 F,,,,,,Nederlands,remarks
tg:lhsc:1265,93b15fcb-5978-54bd-a89b-5ebdcb0f8848,Items,1,,WK,K2 B 62 B,,,,,,Nederlands,remarks
tg:lhsc:1320,a5d49d3d-cd1a-5783-97ae-adc38f774cef,Items,1,,WK118A,K2 B 67 C,,,,,,Nederlands,remarks
tg:lhsc:745,355922be-0052-57bf-b265-6214fde543fd,Items,1,tr:lh:687,13326/1,K2 B 15 B,isad:lh:96725,,,,,Nederlands,remarks
tg:lhsc:1137,7b78fe22-10e4-57c6-84a7-60245f65b10a,Items,1,,124378,K2 B 00,,,,,,Nederlands,remarks
tg:lhsc:801,605c3f7c-3c6f-5cc1-81bc-9a0575d21582,Items,1,tr:lh:2212,42284/2,K2 B 28 A,,,,,,Nederlands,remarks
tg:lhsc:944,a24c94b2-790d-5a36-a95d-a5b5e73d9914,Items,1,tr:lh:6685,164807/2,K2 B 44 C,,,,,,Nederlands,remarks
tg:lhsc:417,2e692866-8eae-59e2-8d34-f25a3522c65f,Items,1,,221309/7,K2 B 30 B,,,,,,Nederlands,remarks
tg:lhsc:1072,4f95b2b3-432b-53de-b9d0-39c2f954cef0,Items,1,tr:lh:2879,58111,K2 B 53 B,isad:lh:96726,,,,,Nederlands,remarks
tg:lhsc:5748,a4c09d85-9233-5484-afc0-799cae720c5c,Items,1,tr:lh:97985,202326,G 3633 / I,,K2 B 55 D,,,,Nederlands,remarks
tg:lhsc:694,e5f09b64-28f7-5124-93c8-923ec07e1bdc,Items,1,tr:lh:2212,42280,K2 B 13 B,,,,,,Nederlands,remarks
tg:lhsc:856,6e87572a-425e-5163-8d54-5a1a2a4fa6c0,Items,1,,30183,K2 B 38 C,,,,,,Nederlands,remarks
tg:lhsc:1160,e9aa9eb6-97d5-5097-aa81-23d114e25222,Items,1,tr:lh:1492,28070,K2 C 6,,,,,,Nederlands,remarks
tg:lhsc:9415,de57cfd3-e945-5af9-b38e-ff0b464e5873,Items,1,,,K2 B 42 F,isad:lh:96717,,,,,Nederlands,remarks
tg:lhsc:1025,378b30b9-cbc1-5e63-8346-86dad0d2173b,Items,1,tr:lh:2965,59677,K2 B 47 D,isad:lh:96789,,,,,Nederlands,remarks
tg:lhsc:440,896349a8-6f7c-5d19-81c1-8ecadcfdf0ba,Items,1,,43976,K2 B 29 C,,,,,,Nederlands,remarks
tg:lhsc:913,015d1f00-d835-52fb-9d6f-ff0fee809287,Items,1,tr:lh:947,17634,K2 B 42 B,,,,,,Nederlands,remarks
tg:lhsc:769,300f3401-b2c4-50ce-8d03-1724f6c03be3,Items,1,tr:lh:2212,42364,K2 B 19 B,,,,,,Nederlands,remarks
tg:lhsc:7372,d579f86f-e668-507f-8915-cac341ad6fa4,Items,1,,199253,K2 B Houtblokken (P 285 / I ),,,"09-02-2007: Goed, opliggend vuil.",,,Nederlands,remarks
tg:lhsc:1619,f0f7a63f-fe85-51f1-86fa-cbeae42f89b4,Items,1,,199603,K2 B 38 F,,,,,,Nederlands,remarks
tg:lhsc:786,ad12781f-22b9-5373-bbab-d777cc367024,Items,1,tr:lh:2212,42234,K2 B 23 C,,,,,,Nederlands,remarks
tg:lhsc:1176,b290693c-3062-5044-91aa-01182b7f2085,Items,1,tr:lh:2212,42283/1,K 2 C 9,,,,,,Nederlands,remarks
tg:lhsc:840,7c3be082-b9f1-561b-a7a4-f6a9c57e02ea,Items,1,tr:lh:1492,28065/1,K2 B 36 B,,,,,,Nederlands,remarks
