Object Number,Record Type,URL,ResourceID,Reference Number,Temporary Location Note,Carrier Colour,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhob:134,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:134/N,168af78c-5e5c-5350-9eed-b281c25f187f,BE-ANN07/ob/000000093,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/168af78c-5e5c-5350-9eed-b281c25f187f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:564,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:564/N,5b7bbf90-249a-50cd-b832-34789cc9fe4f,BE-ANN07/ob/000000466,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b7bbf90-249a-50cd-b832-34789cc9fe4f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:95,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:95/N,ee505759-223f-5451-aee7-5fc99aa8e4c5,BE-ANN07/ob/000000054,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ee505759-223f-5451-aee7-5fc99aa8e4c5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:437,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:437/N,039e2f17-f200-5204-b703-688251042d88,BE-ANN07/ob/000000372,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/039e2f17-f200-5204-b703-688251042d88,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:572,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:572/N,d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,BE-ANN07/ob/000000474,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:122,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:122/N,689c4ad9-8332-5e66-b346-1bd7633425c9,BE-ANN07/ob/000000080,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/689c4ad9-8332-5e66-b346-1bd7633425c9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:319,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:319/N,d04d6f12-b361-5dc9-9072-33c4896dc250,BE-ANN07/ob/000000257,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d04d6f12-b361-5dc9-9072-33c4896dc250,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:175,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:175/N,807d1fa4-a90f-5284-81a1-aa30acf7bba9,BE-ANN07/ob/000000132,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/807d1fa4-a90f-5284-81a1-aa30acf7bba9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:525,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:525/N,6168c962-3e49-5cc3-bc28-25b3366a6315,BE-ANN07/ob/000000427,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6168c962-3e49-5cc3-bc28-25b3366a6315,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:698,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:698/N,eacb0b64-a631-5317-81ab-b07e5c5a0da5,BE-ANN07/ob/000000600,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eacb0b64-a631-5317-81ab-b07e5c5a0da5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:362,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:362/N,38bab78f-ccfe-5cc7-ba4a-274a5667314d,BE-ANN07/ob/000000298,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/38bab78f-ccfe-5cc7-ba4a-274a5667314d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:677,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:677/N,ae4ddc15-90b6-5216-9c39-47a4d69fee0d,BE-ANN07/ob/000000579,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ae4ddc15-90b6-5216-9c39-47a4d69fee0d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:227,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:227/N,68063590-95c5-5ec6-9f10-fd69b8b51b68,BE-ANN07/ob/000000176,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/68063590-95c5-5ec6-9f10-fd69b8b51b68,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:335,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:335/N,d30cff16-d872-5c7e-a09f-b05ede5c5258,BE-ANN07/ob/000000273,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d30cff16-d872-5c7e-a09f-b05ede5c5258,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:270,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:270/N,f71795ce-64f8-5d14-bec0-e7aaea80989f,BE-ANN07/ob/000000215,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f71795ce-64f8-5d14-bec0-e7aaea80989f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:620,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:620/N,0a65641d-3a81-502e-9c8b-d93c471274ed,BE-ANN07/ob/000000522,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0a65641d-3a81-502e-9c8b-d93c471274ed,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:159,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:159/N,a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,BE-ANN07/ob/000000117,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a15d77ac-2a35-5d4f-8e61-4c852f27bc5c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:289,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:289/N,c63e171d-b02a-5052-a9f0-769d01eaab54,BE-ANN07/ob/000000230,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c63e171d-b02a-5052-a9f0-769d01eaab54,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:323,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:323/N,7a04ce32-968d-5c8a-b662-9c05ef366c53,BE-ANN07/ob/000000261,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7a04ce32-968d-5c8a-b662-9c05ef366c53,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:636,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:636/N,9f84eaea-8f76-5c81-89c1-c29bb01ac105,BE-ANN07/ob/000000538,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9f84eaea-8f76-5c81-89c1-c29bb01ac105,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:266,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:266/N,50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,BE-ANN07/ob/000000211,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/50db8fa5-2250-5d0f-bb8f-8f63d18a4fd5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:374,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:374/N,e183894d-04ce-5c3f-8300-1f4b0e083f34,BE-ANN07/ob/000000310,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e183894d-04ce-5c3f-8300-1f4b0e083f34,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:724,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:724/N,67ada668-af59-5fa5-b6b1-825fbac71ed9,BE-ANN07/ob/000000624,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/67ada668-af59-5fa5-b6b1-825fbac71ed9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:231,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:231/N,b06ff932-a1e4-562b-944e-cd87ab59530c,BE-ANN07/ob/000000180,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b06ff932-a1e4-562b-944e-cd87ab59530c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:661,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:661/N,3beb2575-8065-551e-8612-06b0c5e9c57f,BE-ANN07/ob/000000563,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3beb2575-8065-551e-8612-06b0c5e9c57f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:548,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:548/N,58793a7e-9836-522b-8b8a-1017729be7dc,BE-ANN07/ob/000000450,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58793a7e-9836-522b-8b8a-1017729be7dc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:118,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:118/N,4733eafd-05ba-5af5-a904-4e28c8aada36,BE-ANN07/ob/000000076,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4733eafd-05ba-5af5-a904-4e28c8aada36,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:40,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:40/N,0198ad6d-839b-5d92-b4d0-0297d2c31de4,BE-ANN07/ob/000000019,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0198ad6d-839b-5d92-b4d0-0297d2c31de4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:180,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:180/N,bcf2345c-5724-52f5-a3f5-5ea521ba4778,BE-ANN07/ob/000000136,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bcf2345c-5724-52f5-a3f5-5ea521ba4778,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:495,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:495/N,10c034bb-4ac3-57d3-9e4a-93e2a408b890,BE-ANN07/ob/000000401,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/10c034bb-4ac3-57d3-9e4a-93e2a408b890,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:616,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:616/N,6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,BE-ANN07/ob/000000518,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:246,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:246/N,ad6695ec-5571-566c-9f72-acd025570b4b,BE-ANN07/ob/000000193,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ad6695ec-5571-566c-9f72-acd025570b4b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:303,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:303/N,b4520af0-7898-544a-9886-b5820c65ceeb,BE-ANN07/ob/000000242,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b4520af0-7898-544a-9886-b5820c65ceeb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:587,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:587/N,501d39d6-eef4-582a-94a0-3765a588a9f5,BE-ANN07/ob/000000489,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/501d39d6-eef4-582a-94a0-3765a588a9f5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:568,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:568/N,ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,BE-ANN07/ob/000000470,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ddfa8ec3-89c2-5026-a7bb-f357e70c29e3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:138,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:138/N,b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,BE-ANN07/ob/000000097,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b2b0fe20-eee7-5511-a5bb-ad3fcc36943a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:211,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:211/N,058d404b-513c-59e9-88e8-7e7ce672f665,BE-ANN07/ob/000000162,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/058d404b-513c-59e9-88e8-7e7ce672f665,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:641,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:641/N,cf431aeb-e507-5698-a484-13bf523fa092,BE-ANN07/ob/000000543,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cf431aeb-e507-5698-a484-13bf523fa092,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:354,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:354/N,5b44d137-90fb-5912-acbc-7f2608416c62,BE-ANN07/ob/000000290,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b44d137-90fb-5912-acbc-7f2608416c62,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:704,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:704/N,6b25a3a8-b8c0-5231-b439-de5ca1494eba,BE-ANN07/ob/000000606,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6b25a3a8-b8c0-5231-b439-de5ca1494eba,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:591,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:591/N,d7bb3ac7-a800-5e75-966b-4303219d8fca,BE-ANN07/ob/000000493,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d7bb3ac7-a800-5e75-966b-4303219d8fca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:99,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:99/N,ce9a9e2d-3504-592d-8bed-8af9bc3c641d,BE-ANN07/ob/000000058,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ce9a9e2d-3504-592d-8bed-8af9bc3c641d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:76,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:76/N,98a9cc57-28f0-55c4-a7cf-5d705ed9affb,BE-ANN07/ob/000000040,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/98a9cc57-28f0-55c4-a7cf-5d705ed9affb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:657,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:657/N,7f9aef31-a0d4-532d-8121-75b18dda09df,BE-ANN07/ob/000000559,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7f9aef31-a0d4-532d-8121-75b18dda09df,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:207,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:207/N,b815d424-e521-5661-8181-487b8d20f97a,BE-ANN07/ob/000000159,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b815d424-e521-5661-8181-487b8d20f97a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:712,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:712/N,6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,BE-ANN07/ob/000000613,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:342,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:342/N,f360c194-bbed-5833-85d8-17a7a822e6f9,BE-ANN07/ob/000000280,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f360c194-bbed-5833-85d8-17a7a822e6f9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:529,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:529/N,04771dcb-2029-567a-a786-c76208457897,BE-ANN07/ob/000000431,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/04771dcb-2029-567a-a786-c76208457897,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:483,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:483/N,1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,BE-ANN07/ob/000000393,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:179,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:179/N,06197111-d903-5b07-a309-644ae51214cf,BE-ANN07/ob/000000135,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/06197111-d903-5b07-a309-644ae51214cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:250,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:250/N,be4cb44a-ab21-5294-8c63-869c43a7b22f,BE-ANN07/ob/000000196,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/be4cb44a-ab21-5294-8c63-869c43a7b22f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:600,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:600/N,f9d08c90-afaf-5b15-8b6c-a1c568640b6e,BE-ANN07/ob/000000502,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f9d08c90-afaf-5b15-8b6c-a1c568640b6e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:552,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:552/N,1eae5d10-a032-5efb-a639-ab64e06fbb97,BE-ANN07/ob/000000454,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1eae5d10-a032-5efb-a639-ab64e06fbb97,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:102,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:102/N,fddb58b1-af35-52da-b2d6-0976f93d0f6b,BE-ANN07/ob/000000061,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fddb58b1-af35-52da-b2d6-0976f93d0f6b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:417,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:417/N,2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,BE-ANN07/ob/000000352,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2acbdd19-0ecf-5e7c-8ba8-98a18c399fe7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:694,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:694/N,8385be39-85a8-5fba-9c5f-f5e84fa863dd,BE-ANN07/ob/000000596,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8385be39-85a8-5fba-9c5f-f5e84fa863dd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:381,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:381/N,f09473bb-edce-5537-9304-fcefa20bb684,BE-ANN07/ob/000000317,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f09473bb-edce-5537-9304-fcefa20bb684,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:155,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:155/N,1f089839-3c74-55ac-b3ad-93c3ffa960a7,BE-ANN07/ob/000000113,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f089839-3c74-55ac-b3ad-93c3ffa960a7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:505,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:505/N,65e4bdc5-742f-570a-9d71-d89fd8c84c2f,BE-ANN07/ob/000000410,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/65e4bdc5-742f-570a-9d71-d89fd8c84c2f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:440,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:440/N,07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,BE-ANN07/ob/000000375,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:293,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:293/N,4b8cd6b0-c23e-5773-b628-5627132fa167,BE-ANN07/ob/000000233,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4b8cd6b0-c23e-5773-b628-5627132fa167,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:339,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:339/N,63da0311-405d-55da-9844-690abd29fb62,BE-ANN07/ob/000000277,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/63da0311-405d-55da-9844-690abd29fb62,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
