Object Number,Record Type,URL,ResourceID,Reference Number,Material Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhps:2130,Affiche,https://anet.be/record/opaclhobj/tg:lhps:2130/N,88286c6a-3182-5052-b483-7ce588c7e2a0,BE-ANN07/ps/000002117,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/88286c6a-3182-5052-b483-7ce588c7e2a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:31343,Affiche,https://anet.be/record/opaclhobj/tg:lhps:31343/N,736f4e56-0921-55e9-a12d-f32c7526373c,BE-ANN07/ps/000030638,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/736f4e56-0921-55e9-a12d-f32c7526373c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:57195,Affiche,https://anet.be/record/opaclhobj/tg:lhps:57195/N,702a9b51-dccb-5728-9927-c16a759d5ff0,BE-ANN07/ps/000052992,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/702a9b51-dccb-5728-9927-c16a759d5ff0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:50650,Affiche,https://anet.be/record/opaclhobj/tg:lhps:50650/N,36602cdc-061b-5781-b577-edd77d8b8eb1,BE-ANN07/ps/000046510,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/36602cdc-061b-5781-b577-edd77d8b8eb1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:28498,Affiche,https://anet.be/record/opaclhobj/tg:lhps:28498/N,7f92434e-2f68-5975-94c7-e7f566181a8a,BE-ANN07/ps/000027811,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7f92434e-2f68-5975-94c7-e7f566181a8a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:58260,Affiche,https://anet.be/record/opaclhobj/tg:lhps:58260/N,44e4e359-f985-5ee6-995b-4c21735fd330,BE-ANN07/ps/000054055,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/44e4e359-f985-5ee6-995b-4c21735fd330'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:25750,Affiche,https://anet.be/record/opaclhobj/tg:lhps:25750/N,a1454ee0-f2a7-5cca-b9d9-89f8903419df,BE-ANN07/ps/000025083,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a1454ee0-f2a7-5cca-b9d9-89f8903419df'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:22095,Affiche,https://anet.be/record/opaclhobj/tg:lhps:22095/N,264ec288-3975-59d4-8b70-7d6e1ccb916b,BE-ANN07/ps/000021443,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/264ec288-3975-59d4-8b70-7d6e1ccb916b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:44243,Affiche,https://anet.be/record/opaclhobj/tg:lhps:44243/N,78e35c4c-4159-5f57-8f69-16388bdc30d7,BE-ANN07/ps/000040164,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/78e35c4c-4159-5f57-8f69-16388bdc30d7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:12423,Affiche,https://anet.be/record/opaclhobj/tg:lhps:12423/N,33b73bef-649e-51bc-a014-7706dca214da,BE-ANN07/ps/000011992,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/33b73bef-649e-51bc-a014-7706dca214da'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:43586,Affiche,https://anet.be/record/opaclhobj/tg:lhps:43586/N,3130c849-b859-59bc-bfaf-0f099487a3cf,BE-ANN07/ps/000039513,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3130c849-b859-59bc-bfaf-0f099487a3cf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:24842,Affiche,https://anet.be/record/opaclhobj/tg:lhps:24842/N,191cd4fb-fed5-594e-a362-1a4056f7f38e,BE-ANN07/ps/000024182,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/191cd4fb-fed5-594e-a362-1a4056f7f38e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:41041,Affiche,https://anet.be/record/opaclhobj/tg:lhps:41041/N,592ad513-d388-58d5-961e-57ce94083e59,BE-ANN07/ps/000037023,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/592ad513-d388-58d5-961e-57ce94083e59'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:17621,Affiche,https://anet.be/record/opaclhobj/tg:lhps:17621/N,2984e583-cce8-59a7-9898-41858fa2b3c5,BE-ANN07/ps/000017023,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2984e583-cce8-59a7-9898-41858fa2b3c5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:46784,Affiche,https://anet.be/record/opaclhobj/tg:lhps:46784/N,499517a6-ef52-5c05-ae55-74d1e248d9d0,BE-ANN07/ps/000042669,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/499517a6-ef52-5c05-ae55-74d1e248d9d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:59888,Affiche,https://anet.be/record/opaclhobj/tg:lhps:59888/N,dcd0e454-3cf9-58b5-8a0e-8459b057843e,BE-ANN07/ps/000055679,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dcd0e454-3cf9-58b5-8a0e-8459b057843e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:47896,Affiche,https://anet.be/record/opaclhobj/tg:lhps:47896/N,df455a42-42b3-5ea4-9498-ae2ff9b364bd,BE-ANN07/ps/000043773,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/df455a42-42b3-5ea4-9498-ae2ff9b364bd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:20552,Affiche,https://anet.be/record/opaclhobj/tg:lhps:20552/N,3b39ac91-5eb4-547a-b489-bbf5220b9d56,BE-ANN07/ps/000019923,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3b39ac91-5eb4-547a-b489-bbf5220b9d56'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:27297,Affiche,https://anet.be/record/opaclhobj/tg:lhps:27297/N,e6e542cd-a34f-5cf6-bb63-8ae44335f991,BE-ANN07/ps/000026618,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e6e542cd-a34f-5cf6-bb63-8ae44335f991'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:16933,Affiche,https://anet.be/record/opaclhobj/tg:lhps:16933/N,9b4b501e-feba-5ed2-a9e7-b7de1c0f3051,BE-ANN07/ps/000016353,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9b4b501e-feba-5ed2-a9e7-b7de1c0f3051'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:52397,Affiche,https://anet.be/record/opaclhobj/tg:lhps:52397/N,3010492c-66cf-5453-b0fa-1426639dad0e,BE-ANN07/ps/000048236,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3010492c-66cf-5453-b0fa-1426639dad0e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:28162,Affiche,https://anet.be/record/opaclhobj/tg:lhps:28162/N,4f7cb5ae-7386-56dd-a8db-83e4c5881043,BE-ANN07/ps/000027475,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4f7cb5ae-7386-56dd-a8db-83e4c5881043'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:55452,Affiche,https://anet.be/record/opaclhobj/tg:lhps:55452/N,47438e29-55cc-542e-a0f9-4f277f286c7d,BE-ANN07/ps/000051259,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/47438e29-55cc-542e-a0f9-4f277f286c7d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:33684,Affiche,https://anet.be/record/opaclhobj/tg:lhps:33684/N,2c5a292f-ff54-5b98-aee4-41b6e95e47e8,BE-ANN07/ps/000032868,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2c5a292f-ff54-5b98-aee4-41b6e95e47e8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:7332,Affiche,https://anet.be/record/opaclhobj/tg:lhps:7332/N,37581d15-5ef7-5d72-be9b-b0b95cbc3463,BE-ANN07/ps/000007201,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/37581d15-5ef7-5d72-be9b-b0b95cbc3463'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:49471,Affiche,https://anet.be/record/opaclhobj/tg:lhps:49471/N,4978e3c7-d767-5470-ae5e-e982f63b1ed0,BE-ANN07/ps/000045341,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4978e3c7-d767-5470-ae5e-e982f63b1ed0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:34141,Affiche,https://anet.be/record/opaclhobj/tg:lhps:34141/N,f49fde20-158a-5195-b666-90849cb8d159,BE-ANN07/ps/000033313,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f49fde20-158a-5195-b666-90849cb8d159'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:62721,Affiche,https://anet.be/record/opaclhobj/tg:lhps:62721/N,b53de2dd-bf90-553e-871a-b698d43182ee,BE-ANN07/ps/000058516,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b53de2dd-bf90-553e-871a-b698d43182ee'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:30801,Affiche,https://anet.be/record/opaclhobj/tg:lhps:30801/N,b5cfcbeb-3670-5917-9c5f-e731c4e28901,BE-ANN07/ps/000030106,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b5cfcbeb-3670-5917-9c5f-e731c4e28901'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:50200,Affiche,https://anet.be/record/opaclhobj/tg:lhps:50200/N,a70f7907-7ac7-5b22-99f9-1ebbd5c0b2aa,BE-ANN07/ps/000046066,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a70f7907-7ac7-5b22-99f9-1ebbd5c0b2aa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:7298,Affiche,https://anet.be/record/opaclhobj/tg:lhps:7298/N,f421c7c9-edcc-5af3-82b1-2e248c96bdd5,BE-ANN07/ps/000007167,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f421c7c9-edcc-5af3-82b1-2e248c96bdd5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:2560,Affiche,https://anet.be/record/opaclhobj/tg:lhps:2560/N,3cd83fff-69ff-579b-8900-7b3137b1e096,BE-ANN07/ps/000002532,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3cd83fff-69ff-579b-8900-7b3137b1e096'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:31713,Affiche,https://anet.be/record/opaclhobj/tg:lhps:31713/N,688d0ae3-82de-5778-8b9c-0c514f975e49,BE-ANN07/ps/000031003,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/688d0ae3-82de-5778-8b9c-0c514f975e49'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:12073,Affiche,https://anet.be/record/opaclhobj/tg:lhps:12073/N,4adcb386-6bb6-58df-a5cf-9c982691635a,BE-ANN07/ps/000011718,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4adcb386-6bb6-58df-a5cf-9c982691635a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:59922,Affiche,https://anet.be/record/opaclhobj/tg:lhps:59922/N,9cd6d513-8db1-52e2-835e-4f312b6bdff7,BE-ANN07/ps/000055713,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9cd6d513-8db1-52e2-835e-4f312b6bdff7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:25300,Affiche,https://anet.be/record/opaclhobj/tg:lhps:25300/N,c3da22af-7939-5c81-b582-2dedd1710f40,BE-ANN07/ps/000024639,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c3da22af-7939-5c81-b582-2dedd1710f40'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:58630,Affiche,https://anet.be/record/opaclhobj/tg:lhps:58630/N,e64afef2-4704-5c74-bf28-5307be9d3016,BE-ANN07/ps/000054425,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e64afef2-4704-5c74-bf28-5307be9d3016'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:45901,Affiche,https://anet.be/record/opaclhobj/tg:lhps:45901/N,c4f475b3-de18-55f6-a15e-5fd23c28dabf,BE-ANN07/ps/000041800,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c4f475b3-de18-55f6-a15e-5fd23c28dabf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:20102,Affiche,https://anet.be/record/opaclhobj/tg:lhps:20102/N,24e73f1c-f491-55a5-89cd-5fd98042672a,BE-ANN07/ps/000019478,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/24e73f1c-f491-55a5-89cd-5fd98042672a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:17271,Affiche,https://anet.be/record/opaclhobj/tg:lhps:17271/N,ea8a8af1-412e-5492-8bd3-96dfd328fc5e,BE-ANN07/ps/000016690,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ea8a8af1-412e-5492-8bd3-96dfd328fc5e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:41411,Affiche,https://anet.be/record/opaclhobj/tg:lhps:41411/N,f0b5eec1-7b97-5e11-89e4-035c4f7e7958,BE-ANN07/ps/000037381,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f0b5eec1-7b97-5e11-89e4-035c4f7e7958'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:12589,Affiche,https://anet.be/record/opaclhobj/tg:lhps:12589/N,69ec0647-378f-5d9d-964c-a49824d2d3dc,BE-ANN07/ps/000012142,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/69ec0647-378f-5d9d-964c-a49824d2d3dc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:8497,Affiche,https://anet.be/record/opaclhobj/tg:lhps:8497/N,34b8d835-7955-58ab-9b17-3b2aaf53c8e4,BE-ANN07/ps/000008354,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/34b8d835-7955-58ab-9b17-3b2aaf53c8e4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:18184,Affiche,https://anet.be/record/opaclhobj/tg:lhps:18184/N,ff672e70-b801-5744-859c-73f6cec5a1d6,BE-ANN07/ps/000017574,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ff672e70-b801-5744-859c-73f6cec5a1d6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:7762,Affiche,https://anet.be/record/opaclhobj/tg:lhps:7762/N,7a3a1fd5-7ada-594b-8e8c-d414cd7e8286,BE-ANN07/ps/000007627,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7a3a1fd5-7ada-594b-8e8c-d414cd7e8286'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:62371,Affiche,https://anet.be/record/opaclhobj/tg:lhps:62371/N,141716e8-dfeb-5231-8f38-d62e8e3e35f4,BE-ANN07/ps/000058168,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/141716e8-dfeb-5231-8f38-d62e8e3e35f4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:34511,Affiche,https://anet.be/record/opaclhobj/tg:lhps:34511/N,0d20ac91-3ee5-535b-9bfe-a2517b96f24b,BE-ANN07/ps/000033683,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0d20ac91-3ee5-535b-9bfe-a2517b96f24b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:49021,Affiche,https://anet.be/record/opaclhobj/tg:lhps:49021/N,488081b4-b933-50bb-bacb-28bb5b9fb103,BE-ANN07/ps/000044897,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/488081b4-b933-50bb-bacb-28bb5b9fb103'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:55002,Affiche,https://anet.be/record/opaclhobj/tg:lhps:55002/N,030b3041-4dd1-5af0-aa16-df55cccfaf97,BE-ANN07/ps/000050808,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/030b3041-4dd1-5af0-aa16-df55cccfaf97'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:28532,Affiche,https://anet.be/record/opaclhobj/tg:lhps:28532/N,3d19ee8c-869e-540b-956e-13bf9153bf3c,BE-ANN07/ps/000027845,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3d19ee8c-869e-540b-956e-13bf9153bf3c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:6870,Affiche,https://anet.be/record/opaclhobj/tg:lhps:6870/N,293eed7a-eb0d-5c65-9c57-be904cddbc21,BE-ANN07/ps/000006744,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/293eed7a-eb0d-5c65-9c57-be904cddbc21'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:15759,Affiche,https://anet.be/record/opaclhobj/tg:lhps:15759/N,124db75b-26ec-5003-b448-980f26c1127c,BE-ANN07/ps/000015208,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/124db75b-26ec-5003-b448-980f26c1127c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:43139,Affiche,https://anet.be/record/opaclhobj/tg:lhps:43139/N,2c099142-36df-5557-a77e-1ebef083b14d,BE-ANN07/ps/000039069,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2c099142-36df-5557-a77e-1ebef083b14d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:17764,Affiche,https://anet.be/record/opaclhobj/tg:lhps:17764/N,fae4cbe1-511f-579f-b941-5772d43a9f8a,BE-ANN07/ps/000017163,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fae4cbe1-511f-579f-b941-5772d43a9f8a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
