brocade.id,ResourceID,card,order,Registration Number value,Archive Note,Warehouse Location (begin),adm.note,Serial Number,adm.note.language,adm.note.type
tg:mpmre:187,1c74f67d-1504-5e99-be04-2983b5264aac,Items,1,Arch. 865,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:492,ec7ff009-d8f3-5749-85a1-9987329e5fb5,Items,1,Arch. 762,isad:mpm:201,10 R 9 C,,,Nederlands,remarks
tg:mpmre:168,966e86bb-0e86-593d-abce-cc207f5c9660,Items,1,Arch. 1117,isad:mpm:283,10 R 7 F,,,Nederlands,remarks
tg:mpmre:538,2742f410-3d5f-5866-8f4b-fcdd42b718fc,Items,1,Arch. 145,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:30,cc358aa5-0df9-5336-817a-54778a57bdba,Items,1,Arch. 963,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:186,4be584ef-ee32-548c-bc08-3f6933e5bba3,Items,1,Arch. 864,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:493,3e60383b-9308-57ca-bedf-52d6f1360930,Items,1,Arch. 759,isad:mpm:201,10 R 9 D,,,Nederlands,remarks
tg:mpmre:169,5c090bf3-2ce3-57ae-b341-659bc581f710,Items,1,Arch. 1045,isad:mpm:242,10 R 8 B,Los stuk,,Nederlands,remarks
tg:mpmre:539,343715d3-07e4-5688-a9c3-516b9487ec31,Items,1,Arch. 146,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:31,7b76051e-751d-5e77-aca8-de5556583c24,Items,1,Arch. 964,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:240,3204367e-e457-58d5-8d42-9a9250c4e290,Items,1,Arch. 917,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:305,830f5281-7ba4-5c58-b240-f644f90f57ce,Items,1,Arch. 49,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:89,dca0fcd8-33e7-5173-af70-e62353b75908,Items,1,Arch. 1015,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:66,d48cddca-965b-5df5-a070-4cc294645718,Items,1,Arch. 995,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:217,f20e9249-545d-5edc-8dfa-5fe5b99d717e,Items,1,Arch. 895,isad:mpm:305,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:647,b740b67a-b260-53dc-8aa9-13130af78dfd,Items,1,Arch. 131,isad:mpm:220,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:352,b030dc4b-f6a3-5b19-8aa4-1743c8e79851,Items,1,Arch. 225,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:702,969adfa9-61e7-5f5d-be02-0b570b49b7f6,Items,1,Arch. 14,isad:mpm:215,10 Q 1 E,,5,Nederlands,remarks
tg:mpmre:597,a9f93a13-1ef3-5838-b4e6-d33c61d507c3,Items,1,Arch. 1198,isad:mpm:364,10 R 6 C,samen ingebonden met Arch. 1196 tot en met Arch. 1200,,Nederlands,remarks
tg:mpmre:128,49640d30-f1cd-5caf-b4f8-543c9fa9847e,Items,1,Arch. 789,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:578,a760382c-8307-531c-8f08-f93b89471ba6,Items,1,Arch. 1343,isad:mpm:396,10 R 4 C,,,Nederlands,remarks
tg:mpmre:70,090fea1d-8d3b-59fc-b5c7-32e0662c8378,Items,1,Arch. 997,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:651,ba7b5dc4-9ead-5b8a-b60e-a350cae60e2b,Items,1,Arch. 108,isad:mpm:562,10 Q 2 B,,,Nederlands,remarks
tg:mpmre:344,a7d14d93-038b-5c24-aa74-19a4fe6f86b6,Items,1,Arch. 217,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:190,24f58d8e-1178-51d6-96e3-71005a768916,Items,1,Arch. 868,isad:mpm:305,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:27,ab273cd1-cef1-5fed-9768-0a61cfdff869,Items,1,Arch. 454,isad:mpm:344,10 Q 6 D,,,Nederlands,remarks
tg:mpmre:485,41798c79-c2d1-5f51-9df0-b93b50fc011d,Items,1,Arch. 41,isad:mpm:208,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:256,09f491c5-9624-5c7f-9e97-59bf728044e9,Items,1,Arch. 931,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:606,1ab84749-375a-57e3-8392-6eb201071656,Items,1,Arch. 1350,isad:mpm:465,10 R 4 C,,,Nederlands,remarks
tg:mpmre:313,797c3567-6460-5316-bced-db2455267d41,Items,1,Arch. 57,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:554,cda558f5-7cc3-5535-9dad-b8eae3c70815,Items,1,Arch. 294,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:104,c9854c37-cddc-597d-a52b-a1ce5ab56546,Items,1,Arch. 1030,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:411,57debdf6-d446-5cae-9436-1aec4bb3a420,Items,1,Arch. 391,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:692,238378cb-e5bb-5cb9-a8ec-478980f67d42,Items,1,MR 44.06,isad:mpm:592,,,,Nederlands,remarks
tg:mpmre:368,dec49f1e-fe7e-5757-8a38-0641b860544e,Items,1,Arch. 241,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:387,db407ab5-81d6-5618-93fc-b8ed6a7ba96b,Items,1,Arch. 402,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:153,19a2ff65-74df-5e4c-9b7a-b719fc5776bd,Items,1,Arch. 784,isad:mpm:212,10 R 9 B,,,Nederlands,remarks
tg:mpmre:503,ed62bd4a-0209-5e34-b9a9-3e919333b4af,Items,1,Arch. 337,isad:mpm:221,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:446,d8dedb67-3566-5e69-a91c-0b4aafa9f9ff,Items,1,Arch. 469,isad:mpm:239,10 Q 6 D,,,Nederlands,remarks
tg:mpmre:295,e179cbfa-3c0e-5be5-958d-5d598f73c699,Items,1,Arch. 1098,isad:mpm:203,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:515,673b411d-5450-5ebf-a545-8fae046af2ef,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,9,Nederlands,remarks
tg:mpmre:145,91d4e04a-d7b4-575f-a699-9ec0f170078d,Items,1,Arch. 794,isad:mpm:215,10 R 9 A,,stuk 2,Nederlands,remarks
tg:mpmre:450,909bd215-7a1b-5151-a058-ca705043e599,Items,1,Arch. 265,isad:mpm:239,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:329,964b5e33-d61e-5e24-9c53-91b79b242d71,Items,1,Arch. 72,isad:mpm:206,10 Q 1 A,,,Nederlands,remarks
tg:mpmre:283,91f5d904-68d8-56cf-843f-4eaaa6e2763e,Items,1,Arch. 957,isad:mpm:304,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:112,5f4a300f-1ca5-53c6-b014-1d31187140e9,Items,1,Arch. 1038,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:542,f4c3c130-6553-5f06-9687-51fe03ffa993,Items,1,Arch. 149,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:407,4cac10b9-b531-5b47-9470-56bd42bbaf8f,Items,1,Arch. 387,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:684,610bb66b-b57a-5237-ba5e-6ec679fd18f2,Items,1,MR 45.04,isad:mpm:586,,,,Nederlands,remarks
tg:mpmre:391,0b022a7f-5567-5ace-9602-59f6cfdb48d6,Items,1,Arch. 406,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:309,902c405d-4cc8-5373-a85b-930dafa3f3be,Items,1,Arch. 53,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:470,c446af9f-6b31-562d-828c-cb10cdeca04a,Items,1,Arch. TS A,isad:mpm:323,15 R 1 A,,,Nederlands,remarks
tg:mpmre:535,977286db-e3f9-5b66-bb94-3b52515dfe30,Items,1,Arch. 142,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:165,099a8312-9099-5bca-bbee-fe1b3a2b44ee,Items,1,Arch. 480,isad:mpm:277,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:85,bfc136f1-ef76-5a2b-8a0b-6aaae6d51354,Items,1,Arch. 1011,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:427,d50b4691-6b3d-5ff7-a32c-0cc1ad67c38a,Items,1,Arch. 371,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:132,5a5fb3c8-0b81-5b5a-8b30-4b67edea53a0,Items,1,Arch. 773,isad:mpm:211,10 R 9 C,,,Nederlands,remarks
tg:mpmre:562,58dddeb0-fad9-52bf-ac13-269dcb835e8b,Items,1,Arch. 279,isad:mpm:215,10 Q 4 B,,los stuk 6,Nederlands,remarks
tg:mpmre:348,cecc3571-2697-533d-a4da-071963edd896,Items,1,Arch. 221,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:431,8d3513fc-43f1-5a1d-b14d-773ae47e01cc,Items,1,Arch. 374,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:93,9ab4a55f-2d20-5a4c-9aca-3e33922bb65f,Items,1,Arch. 1019,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:574,c8d1c542-a56c-5989-9da9-275ef33bcdad,Items,1,Arch. 287,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:124,aa24ce71-7ec6-55b9-a86a-2474b8a2ffb1,Items,1,Arch. 1050,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:466,9cd2600d-7343-5087-8cb8-88fb4d148c70,Items,1,Arch. 326,isad:mpm:213,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:489,91d29502-1377-5fee-bbd8-4afb11c51fd1,Items,1,Arch. 321,isad:mpm:218,10 Q 5 D,,,Nederlands,remarks
tg:mpmre:173,3f0f422f-5764-513a-ac95-cba546daea29,Items,1,Arch. 851,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:523,dd5e9f9f-7ea1-53c8-be16-609fefe69be5,Items,1,Arch. 9,isad:mpm:364,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:364,e09617ce-1d66-5189-af39-fecd473423bb,Items,1,Arch. 237,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:671,e53f3300-2f13-5093-b9c4-e0c2846be363,Items,1,Arch. 662,isad:mpm:221,10 Q 8 A,,,Nederlands,remarks
tg:mpmre:221,79402b67-0ca9-5b31-beec-6e47bc813398,Items,1,Arch. 899,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:108,701a53c2-9d51-5bda-830d-7a0647e51321,Items,1,Arch. 1034,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:558,d287d1c5-3973-5063-93ff-e8b21f12588f,Items,1,Arch. 292,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:50,786bd747-bd19-588a-a0a7-de90c7ba1e8e,Items,1,Arch. 981,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:333,8223fb44-0b2f-5f88-bd1e-0aa47691e462,Items,1,Arch. 171,isad:mpm:206,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:299,830074f6-1b09-59e0-961e-c86532741402,Items,1,Arch. 1102,isad:mpm:304,10 R 8 A,Arch. 1101-1103 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:276,096f8129-4b30-5290-a5ce-ed90ff26f2b1,Items,1,Arch. 950,isad:mpm:304,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:626,ed37f1e5-2639-5353-970a-7aafb3d2f611,Items,1,Arch. 1389,isad:mpm:467,10 R 3 D,,,Nederlands,remarks
tg:mpmre:325,63057869-51b1-5562-a876-b865c364f3d2,Items,1,Arch. 68,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:630,c09aa860-27c7-5356-a580-af32107c28f0,Items,1,Arch. 1386,isad:mpm:468,10 R 3 D,,,Nederlands,remarks
tg:mpmre:260,a0adc703-5602-589c-953d-d304ad7f09aa,Items,1,Arch. 935,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:149,3919c6f2-b4ab-53bc-9f28-ba5ba51671c6,Items,1,Arch. 786,isad:mpm:212,10 R 9 B,,,Nederlands,remarks
tg:mpmre:688,9e73c5c6-13f7-52ef-b332-b9aa5c34024b,Items,1,MR 48.02,isad:mpm:590,,,,Nederlands,remarks
tg:mpmre:372,5546d0eb-b499-5f3b-8fbe-a0f6a7b33dcb,Items,1,Arch. 245,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:237,6119545b-be51-56c9-abf4-527b01ecd39a,Items,1,Arch. 914,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:667,4cf64296-c8ed-5a68-9716-52b01baa2473,Items,1,Arch. 743,isad:mpm:225,10 R 9 D,,,Nederlands,remarks
tg:mpmre:46,412e456f-77b8-59c7-8a42-f4e20537da14,Items,1,Arch. 978,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:536,ea5b4551-4fe0-5f83-8cd4-7782c3103e49,Items,1,Arch. 143,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:166,472f80ea-9dce-59f9-9d07-4a4cc2423139,Items,1,Arch. 5 bis,isad:mpm:227,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:189,a18557a6-297b-57d5-82fe-2a98015d859f,Items,1,Arch. 867,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:473,f8dd30e0-9877-5ee3-8bd9-96663a8bcc0d,Items,1,Arch. TS C,isad:mpm:329,15 R 1 A,,,Nederlands,remarks
tg:mpmre:648,44344a71-b1f9-555d-b460-e2389c00403b,Items,1,Arch. 134,isad:mpm:220,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:218,a646da10-3a60-5de6-9f41-b1fed8b2dd6c,Items,1,Arch. 896,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:69,adc20a5b-d2cb-566e-b616-0c1ce8ad0b57,Items,1,Arch. 995,isad:mpm:242,10 R 8 C,Los stuk,,Nederlands,remarks
tg:mpmre:131,cae9c130-cecb-5b6a-9c2e-21e48291c899,Items,1,Arch. 778,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:561,0ae9c6f4-3dc0-51df-b068-7d95981bf2e7,Items,1,Arch. 279,isad:mpm:364,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:424,7f088e38-09b4-5adc-8c33-4593dc2fdeb5,Items,1,Arch. 368,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:86,8b61f6f9-1628-55e2-98b7-8e405c79db02,Items,1,Arch. 1012,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:577,412912eb-adea-5100-aa07-22844afe98c9,Items,1,Arch. 1349,isad:mpm:391,10 R 4 C,,,Nederlands,remarks
tg:mpmre:127,5b7d92de-ca58-51f3-a8d9-a0b7888303f6,Items,1,Arch. 788,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:90,a625af60-02a5-5880-b940-d954e70049e0,Items,1,Arch. 1016,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:432,7fb785aa-c772-5500-b54c-2f7b140c0bd5,Items,1,Arch. 375,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:598,1c233eb9-40e9-5d5e-9561-80f55cc6905c,Items,1,Arch. 1371 (I),isad:mpm:446,10 R 4 C,,,Nederlands,remarks
tg:mpmre:609,11e04c59-9153-514f-84f1-92d44bdfe18d,Items,1,Arch. 1374,isad:mpm:465,10 R 4 A,,,Nederlands,remarks
tg:mpmre:259,4ec42947-f8eb-58bd-8acd-715ee5857b6b,Items,1,Arch. 934,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:28,7c79fa6e-e4bd-56cb-a315-87cc6df0889f,Items,1,Arch. 818,isad:mpm:344,10 R 8 F,,,Nederlands,remarks
tg:mpmre:170,5d5bbc29-2df7-5c72-ae01-cadcb518a54e,Items,1,Arch. 490,isad:mpm:242,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:520,03e56b8d-3c04-59c4-877f-bd867540a0b4,Items,1,Arch. 34,isad:mpm:224,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:465,6b8939a7-4b53-514f-8032-c7d4fea2dcf6,Items,1,Arch. 259,isad:mpm:213,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:388,036f83f8-0162-5f9b-8862-dc8551fac6b5,Items,1,Arch. 403,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:222,65c20da4-e805-5b30-b9e2-c770e8debdd8,Items,1,Arch. 900,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:367,f100640c-77ff-52dc-b890-41f2d81adddb,Items,1,Arch. 240,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:53,f84d385f-eb42-539b-95e2-75144fc56e6a,Items,1,Arch. 984,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:275,476c63ac-2c8b-53f6-8a60-106c7ae9f914,Items,1,Arch. 949,isad:mpm:203,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:625,59584a76-5bb6-5f86-b6b8-055594ee2a46,Items,1,Arch. 1373,isad:mpm:467,10 R 4 A,,,Nederlands,remarks
tg:mpmre:330,3ab9b70d-7244-5358-a200-13ac03f52e37,Items,1,Arch. 73,isad:mpm:206,10 Q 1 A,,,Nederlands,remarks
tg:mpmre:449,575b9611-da62-5454-b816-cd7ba315b5d0,Items,1,Arch. 504,isad:mpm:259,10 Q 6 C,Los stuk vooraan,,Nederlands,remarks
tg:mpmre:633,ff302f42-22ac-5283-90d6-1b0bb6b86893,Items,1,Arch. 4,isad:mpm:335,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:263,3b7bd075-5235-5c26-af1b-8417f2d393f2,Items,1,Arch. 937,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:326,b3f0525d-1b0c-53d8-b76f-2351ee65b12b,Items,1,Arch. 69,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:12,fc7279ab-36c1-58aa-ad5d-55e146bc80d9,Items,1,Arch. 1168,isad:mpm:248,10 R 7 D,,,Nederlands,remarks
tg:mpmre:234,d6becae3-7396-5d58-82d5-616032d33cc7,Items,1,Arch. 911,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:664,dd8b3845-bb81-5530-b1ab-f12633028424,Items,1,Arch. 353 (2),isad:mpm:564,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:371,5a96bf64-93a4-562b-ba95-6d85ba7e0fed,Items,1,Arch. 244,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:408,7cab30f4-05f0-5475-87b2-3de5ffd89d43,Items,1,Arch. 388,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:45,c7f62e20-bee3-5f30-a578-8e54c3473fc6,Items,1,Arch. 977,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:32,42bc6863-959b-5daf-8b45-5c14681a9321,Items,1,Arch. 965,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:490,bd8b52db-010c-52fc-933c-ad161b72a35d,Items,1,Arch. 319,isad:mpm:220,10 Q 5 D,,,Nederlands,remarks
tg:mpmre:185,a978fa81-02d6-515f-8fce-44b3f111db62,Items,1,Arch. 863,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:306,955c255e-5829-5a8d-8251-8dffde8c4315,Items,1,Arch. 50,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:613,774c8e20-4f82-56c4-9c32-3414b7ed20d8,Items,1,Arch. 1384,isad:mpm:465,10 R 3 D,,,Nederlands,remarks
tg:mpmre:243,69a494eb-8af3-5e41-ba15-ea4ab0228637,Items,1,Arch. 919 bis,isad:mpm:305,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:65,d67f4d27-1efb-593a-a63f-d21961471999,Items,1,Arch. 990,isad:mpm:242,10 R 8 C,Los stuk,,Nederlands,remarks
tg:mpmre:428,3ce3a31f-2446-53d3-881f-9cd8b7e6f712,Items,1,Arch. 372,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:351,e450271a-eec7-5274-83af-1d39649387da,Items,1,Arch. 224,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:701,f6eaab4c-5aa5-5112-a540-915be2df864d,Items,1,Arch. 14,isad:mpm:215,10 Q 1 E,,4,Nederlands,remarks
tg:mpmre:214,ac3c18fe-f362-51cb-a2aa-03a9f2830a99,Items,1,Arch. 892,isad:mpm:305,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:644,f53621e9-865f-5896-b51f-ff0fa01b2cec,Items,1,Arch. 21,isad:mpm:220,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:73,1916c5c4-16b5-5d36-a310-d70dc21b208d,Items,1,Arch. 1000,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:594,f90afb15-3bed-52c0-9324-86cdbafe4463,Items,1,Arch. 350,isad:mpm:557,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:347,5aae13a9-9c9a-586d-be51-c83ac9e85a34,Items,1,Arch. 220,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:652,ddb54181-0820-5036-926e-5efa879cc534,Items,1,Arch. 129,isad:mpm:218,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:202,4519f34e-6fbc-5b8d-8aca-9bf8ec076f97,Items,1,Arch. 880 bis,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:486,e52c700e-a2f4-56ca-97b9-b3b95dafd444,Items,1,Arch. 113,isad:mpm:208,10 Q 2 A,,,Nederlands,remarks
tg:mpmre:24,258b4876-4b7f-503a-9848-3554d3a3e5b4,Items,1,Arch. 432,isad:mpm:252,10 Q 6 E,,,Nederlands,remarks
tg:mpmre:193,8d560dc0-e187-59c8-ba3e-f393ec73ebf7,Items,1,Arch. 871 bis,isad:mpm:291,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:469,912765e5-98ab-5dab-8eeb-8dddc17ad560,Items,1,Arch. 167,isad:mpm:214,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:310,6da824ed-94d8-50eb-a8ee-5180f602db6e,Items,1,Arch. 54,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:255,1640d4c8-cab3-57cf-8350-3c96bcaeb669,Items,1,Arch. 930,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:412,020cd0d6-ebd9-5dd3-9095-5e68e992060e,Items,1,Arch. 392,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:557,99566616-3068-5f05-9af6-d9e77c7c20fa,Items,1,Arch. 278,isad:mpm:364,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:107,fed9a407-d216-5dac-913e-11be96bf0eb6,Items,1,Arch. 1033,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:384,a54f467e-828a-5846-9cd9-b83ec544d1c1,Items,1,Arch. 257,isad:mpm:206,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:691,72d9f31a-6c74-532b-a956-dd787ce13959,Items,1,MR 48.05,isad:mpm:591,,,,Nederlands,remarks
tg:mpmre:445,0d082b49-d478-58b6-bffd-cf70c80d089d,Items,1,Arch. 268,isad:mpm:259,10 Q 4 B,Los stuk achteraan,,Nederlands,remarks
tg:mpmre:150,9d9cf9fb-7ab7-583a-970e-34bd44d63356,Items,1,Arch. 785,isad:mpm:212,10 R 9 B,,,Nederlands,remarks
tg:mpmre:500,d3adf60c-8920-5649-b67c-91905d22ce36,Items,1,Arch. 497,isad:mpm:201,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:629,745421ec-77a6-5e0c-bfe5-dccbb5289b09,Items,1,Arch. 1361,isad:mpm:467,10 R 4 B,,,Nederlands,remarks
tg:mpmre:279,612a891b-f47c-5624-b813-4a618b58d3ee,Items,1,Arch. 953,isad:mpm:305,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:296,62049036-e0bd-56fd-9eb9-a2617bad80ae,Items,1,Arch. 1099,isad:mpm:304,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:453,9be39c7d-1ec5-529b-a869-ba4d2c82fd1a,Items,1,Arch. 683,isad:mpm:206,10 Q 9 D,,,Nederlands,remarks
tg:mpmre:516,2603deee-43c4-5a59-84f7-1ee1f158f6ae,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,10,Nederlands,remarks
tg:mpmre:146,63ff66ea-7c31-5a57-8dbf-7796c51bfa80,Items,1,Arch. 31,isad:mpm:212,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:280,22a83333-18ba-5c56-a70f-0312a789f104,Items,1,Arch. 954,isad:mpm:304,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:404,dd63186c-a3cd-592a-90ec-8ab9b461775f,Items,1,Arch. 384,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:49,4ded8afb-14d0-5ab0-9f19-ae6afe67e9bd,Items,1,Arch. 1052 bis,isad:mpm:202,15 R 6 C,Standplaats: doos m 3,,Nederlands,remarks
