Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:1527,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1527/N,60a7ed78-29f0-5074-b651-1fe965b6967a,BE-ANN14/gr/000001527,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/60a7ed78-29f0-5074-b651-1fe965b6967a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4725,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4725/N,ec73addb-a202-5871-b1cf-8f8edfad9b2e,BE-ANN14/gr/000004725,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ec73addb-a202-5871-b1cf-8f8edfad9b2e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:512,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:512/N,037f7439-1ffa-5f8f-8a6c-0c28259af299,BE-ANN14/gr/000000512,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/037f7439-1ffa-5f8f-8a6c-0c28259af299'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1177,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1177/N,66f93fc0-a409-50c8-b7dd-a2d40ade7e93,BE-ANN14/gr/000001177,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/66f93fc0-a409-50c8-b7dd-a2d40ade7e93'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4375,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4375/N,fcca69b7-8694-5e9f-a294-84ae17d30d44,BE-ANN14/gr/000004375,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fcca69b7-8694-5e9f-a294-84ae17d30d44'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:142,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:142/N,e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,BE-ANN14/gr/000000142,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e5ecf9b6-1d4c-50c9-95e6-1013d54013e5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5134,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5134/N,d6b93a71-5062-53d8-a45f-2068f718a811,BE-ANN14/gr/000005134,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d6b93a71-5062-53d8-a45f-2068f718a811'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1874,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1874/N,ea56551b-1143-5c33-aa7d-fda9ed25be41,BE-ANN14/gr/000001874,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ea56551b-1143-5c33-aa7d-fda9ed25be41'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3849,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3849/N,9382b653-8e87-5dd3-a9e7-f6c96d94597b,BE-ANN14/gr/000003849,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9382b653-8e87-5dd3-a9e7-f6c96d94597b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:841,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:841/N,3a3807e7-5bc9-55d7-8e12-1fe7935108f0,BE-ANN14/gr/000000841,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3a3807e7-5bc9-55d7-8e12-1fe7935108f0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5071,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5071/N,8c348455-2b81-54f0-8b92-5517a3c802f9,BE-ANN14/gr/000005071,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8c348455-2b81-54f0-8b92-5517a3c802f9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:904,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:904/N,291b64fa-e066-533a-80b3-f35509e95957,BE-ANN14/gr/000000904,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/291b64fa-e066-533a-80b3-f35509e95957'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1931,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1931/N,14bfaf93-51e4-5e6a-b04d-86babe0e2c5d,BE-ANN14/gr/000001931,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/14bfaf93-51e4-5e6a-b04d-86babe0e2c5d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4660,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4660/N,0e356e97-41e8-5790-8127-b0f0873a4b02,BE-ANN14/gr/000004660,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/0e356e97-41e8-5790-8127-b0f0873a4b02'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1198,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1198/N,d1c3de03-3579-5d65-80be-4dfd50ffdb35,BE-ANN14/gr/000001198,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d1c3de03-3579-5d65-80be-4dfd50ffdb35'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:457,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:457/N,84116d26-0e48-5078-84df-e8f8124562fc,BE-ANN14/gr/000000457,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/84116d26-0e48-5078-84df-e8f8124562fc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1462,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1462/N,e4d6b69a-736d-587c-bbed-7bd11276c3e1,BE-ANN14/gr/000001462,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e4d6b69a-736d-587c-bbed-7bd11276c3e1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4230,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4230/N,5f9b9a41-8fd9-544e-97b5-e9583d68618a,BE-ANN14/gr/000004230,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5f9b9a41-8fd9-544e-97b5-e9583d68618a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1032,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1032/N,508c061b-0ac3-5200-a66f-29fa46ca06fa,BE-ANN14/gr/000001032,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/508c061b-0ac3-5200-a66f-29fa46ca06fa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:292,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:292/N,a0dc4c1f-74b7-5c47-ba47-c97627e76096,BE-ANN14/gr/000000292,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a0dc4c1f-74b7-5c47-ba47-c97627e76096'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2872,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2872/N,1abc553b-befd-5a22-a2c4-d56419da9908,BE-ANN14/gr/000002872,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1abc553b-befd-5a22-a2c4-d56419da9908'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3760,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3760/N,a7260df8-a873-5baa-8215-29583d82c2de,BE-ANN14/gr/000003760,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a7260df8-a873-5baa-8215-29583d82c2de'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:768,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:768/N,229ba1fe-3025-5478-b1a6-9f3f120d29e8,BE-ANN14/gr/000000768,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/229ba1fe-3025-5478-b1a6-9f3f120d29e8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3330,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3330/N,9b74ed7c-f590-58fb-b5df-1583dd0b6621,BE-ANN14/gr/000003330,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9b74ed7c-f590-58fb-b5df-1583dd0b6621'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:338,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:338/N,05ec1fa4-fab4-578d-91fb-022fb102f71c,BE-ANN14/gr/000000338,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/05ec1fa4-fab4-578d-91fb-022fb102f71c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2171,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2171/N,b7769732-1102-575a-97b1-9f9e27c2732d,BE-ANN14/gr/000002171,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b7769732-1102-575a-97b1-9f9e27c2732d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2521,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2521/N,862a892d-c5b8-5f1f-83c5-ced9958e2748,BE-ANN14/gr/000002521,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/862a892d-c5b8-5f1f-83c5-ced9958e2748'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2034,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2034/N,80d4588d-503e-560e-87a3-1d44db419649,BE-ANN14/gr/000002034,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/80d4588d-503e-560e-87a3-1d44db419649'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4949,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4949/N,7b3bfad1-584f-5ca9-af95-510983fe9d91,BE-ANN14/gr/000004949,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7b3bfad1-584f-5ca9-af95-510983fe9d91'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2464,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2464/N,3cebb87f-6cb9-5949-aa14-cbfb10f15df2,BE-ANN14/gr/000002464,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3cebb87f-6cb9-5949-aa14-cbfb10f15df2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2937,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2937/N,52185ea3-17c4-504e-b163-2e48d6bdb444,BE-ANN14/gr/000002937,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/52185ea3-17c4-504e-b163-2e48d6bdb444'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1618,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1618/N,3fac2592-4423-55c8-8e66-739a4c60838f,BE-ANN14/gr/000001618,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3fac2592-4423-55c8-8e66-739a4c60838f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3625,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3625/N,526b700f-e3fc-5e17-ab4a-85bf5a48780e,BE-ANN14/gr/000003625,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/526b700f-e3fc-5e17-ab4a-85bf5a48780e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:787,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:787/N,01e63bde-b5f0-5f51-a022-8a0774f1d01c,BE-ANN14/gr/000000787,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/01e63bde-b5f0-5f51-a022-8a0774f1d01c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1248,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1248/N,c0bab8ac-de0e-5a75-af27-c180db8650b4,BE-ANN14/gr/000001248,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c0bab8ac-de0e-5a75-af27-c180db8650b4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3275,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3275/N,ea369e97-f1a3-5ec6-b8c7-fb9b99a9cba1,BE-ANN14/gr/000003275,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ea369e97-f1a3-5ec6-b8c7-fb9b99a9cba1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:857,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:857/N,230a0b02-94ee-56b2-a90f-8e58ae40178f,BE-ANN14/gr/000000857,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/230a0b02-94ee-56b2-a90f-8e58ae40178f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5088,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5088/N,7c2a84a8-3f6b-5158-80fe-8a5979769ca8,BE-ANN14/gr/000005088,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7c2a84a8-3f6b-5158-80fe-8a5979769ca8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1862,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1862/N,c0b60f8f-12af-51ae-8819-a872b42f41fa,BE-ANN14/gr/000001862,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c0b60f8f-12af-51ae-8819-a872b42f41fa'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5122,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5122/N,5793d084-6d19-50ab-ab38-f08121b1073b,BE-ANN14/gr/000005122,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5793d084-6d19-50ab-ab38-f08121b1073b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:154,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:154/N,442f8d59-3201-577b-ae69-8f1998987cb8,BE-ANN14/gr/000000154,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/442f8d59-3201-577b-ae69-8f1998987cb8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4363,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4363/N,5a2c0228-5de3-58a4-b9d6-6ca44f3112b0,BE-ANN14/gr/000004363,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5a2c0228-5de3-58a4-b9d6-6ca44f3112b0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1161,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1161/N,740c891c-0120-5e2e-82c5-e2ba7ec42b35,BE-ANN14/gr/000001161,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/740c891c-0120-5e2e-82c5-e2ba7ec42b35'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4699,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4699/N,335a3943-18f6-5c3c-9111-97cc5575385c,BE-ANN14/gr/000004699,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/335a3943-18f6-5c3c-9111-97cc5575385c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:504,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:504/N,d5df4bff-2273-5e2a-ad2f-3a141849035c,BE-ANN14/gr/000000504,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d5df4bff-2273-5e2a-ad2f-3a141849035c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4733,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4733/N,95177e93-fd68-5449-a662-c5cf3ebbef2c,BE-ANN14/gr/000004733,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/95177e93-fd68-5449-a662-c5cf3ebbef2c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1531,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1531/N,e252befe-b683-5741-9f3e-20e89db9f808,BE-ANN14/gr/000001531,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e252befe-b683-5741-9f3e-20e89db9f808'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3019,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3019/N,e35d0ef8-cdd9-531e-96f3-c970b021768d,BE-ANN14/gr/000003019,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/e35d0ef8-cdd9-531e-96f3-c970b021768d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1024,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1024/N,b6e33e93-997a-53cd-8edb-dee29dd632d7,BE-ANN14/gr/000001024,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b6e33e93-997a-53cd-8edb-dee29dd632d7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4226,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4226/N,50e75d0f-818c-5fd5-bf79-a0f9239d9c86,BE-ANN14/gr/000004226,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/50e75d0f-818c-5fd5-bf79-a0f9239d9c86'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3449,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3449/N,8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34,BE-ANN14/gr/000003449,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8e9f9d1b-40b8-59da-962d-e9b4f0d1ed34'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1474,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1474/N,11484f99-ccf3-5fc1-9db3-7035560a602d,BE-ANN14/gr/000001474,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/11484f99-ccf3-5fc1-9db3-7035560a602d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:441,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:441/N,f8030d3e-7c70-567e-a6fc-93997443c2b8,BE-ANN14/gr/000000441,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/f8030d3e-7c70-567e-a6fc-93997443c2b8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4676,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4676/N,ba302184-385b-52f4-8bc2-95e48027f2d4,BE-ANN14/gr/000004676,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ba302184-385b-52f4-8bc2-95e48027f2d4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2608,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2608/N,2734e8c4-5fe1-5bd2-8504-e2b54dd217e5,BE-ANN14/gr/000002608,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2734e8c4-5fe1-5bd2-8504-e2b54dd217e5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1927,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1927/N,992f645a-38f2-592a-939d-c449949edca5,BE-ANN14/gr/000001927,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/992f645a-38f2-592a-939d-c449949edca5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
