Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Production Technique Keywords,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhaq:8566,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8566/N,031ba763-243a-5ac6-bba2-8faeaee6f14c,BE-ANN07/aq/000000305,Gekleurd Papier,,,"gouache, aquarel, oost-indische inkt en potlood op papier",Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/031ba763-243a-5ac6-bba2-8faeaee6f14c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8970,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8970/N,45bc62d6-8ccc-59a4-815b-f85cab9157de,BE-ANN07/aq/000000525,Papier,Zwart,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/45bc62d6-8ccc-59a4-815b-f85cab9157de'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7543,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7543/N,4f45914f-0cd5-5f4a-82f7-c9acab67429c,BE-ANN07/aq/000000184,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4f45914f-0cd5-5f4a-82f7-c9acab67429c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9418,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9418/N,2ad859d6-bab7-5567-b91f-09421db89323,BE-ANN07/aq/000000662,Karton,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2ad859d6-bab7-5567-b91f-09421db89323'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8570,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8570/N,a862b183-d8e5-5889-a8b6-545a5951bf1d,BE-ANN07/aq/000000309,Gekleurd Papier,,,"gouache, aquarel, oost-indische inkt en potlood op papier",Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a862b183-d8e5-5889-a8b6-545a5951bf1d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8989,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8989/N,a2a341c3-e2ce-5391-90b5-c592faf6680e,BE-ANN07/aq/000000535,Karton,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a2a341c3-e2ce-5391-90b5-c592faf6680e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8966,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8966/N,fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,BE-ANN07/aq/000000522,Papier,Zwart,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fce4d66d-6bb7-50d2-8291-4efb3f5e20d6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6539,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6539/N,00e0fbdd-4572-51d8-b853-f22d4051ec6e,BE-ANN07/aq/000000116,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/00e0fbdd-4572-51d8-b853-f22d4051ec6e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8874,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8874/N,4402b862-8185-50ce-a227-ce7e540c8105,BE-ANN07/aq/000000453,Papier,Grijsgroen,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4402b862-8185-50ce-a227-ce7e540c8105'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9273,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9273/N,47bf8d11-d5db-5792-acd2-fa9915b9b2ef,BE-ANN07/aq/000000613,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/47bf8d11-d5db-5792-acd2-fa9915b9b2ef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8931,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8931/N,0582cb82-8673-5f25-bd9f-584a0c57386f,BE-ANN07/aq/000000504,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0582cb82-8673-5f25-bd9f-584a0c57386f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8675,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8675/N,d9193347-1e9b-5a41-90fb-c85a862668a8,BE-ANN07/aq/000000338,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d9193347-1e9b-5a41-90fb-c85a862668a8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8360,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8360/N,522c53e9-263a-5c6b-8b47-5128f198b1de,BE-ANN07/aq/000000232,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/522c53e9-263a-5c6b-8b47-5128f198b1de'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9121,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9121/N,38a00c02-f0d7-5265-8a98-002a2d3fc11d,BE-ANN07/aq/000000597,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/38a00c02-f0d7-5265-8a98-002a2d3fc11d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8788,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8788/N,6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,BE-ANN07/aq/000000408,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6fb15b7a-fef7-59f5-ba3e-a3923cf9d717'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2385,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2385/N,b71db4b7-0e93-5438-8cee-966fd1130158,BE-ANN07/aq/000000017,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b71db4b7-0e93-5438-8cee-966fd1130158'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9033,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9033/N,67cc776d-eded-52ef-9013-f8d16406c585,BE-ANN07/aq/000000576,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/67cc776d-eded-52ef-9013-f8d16406c585'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8767,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8767/N,10089a08-cd5d-53fc-ae98-dad45dba721f,BE-ANN07/aq/000000395,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/10089a08-cd5d-53fc-ae98-dad45dba721f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6846,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6846/N,735a394a-dd03-5cd0-b1e8-50b90936b68c,BE-ANN07/aq/000000131,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/735a394a-dd03-5cd0-b1e8-50b90936b68c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7304,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7304/N,0f633b29-fd17-5e80-9cf5-a0d271042edf,BE-ANN07/aq/000000177,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0f633b29-fd17-5e80-9cf5-a0d271042edf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8858,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8858/N,4b5f5db5-2980-5218-bad4-6157a2478f9b,BE-ANN07/aq/000000438,Papier,Grijsgroen,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4b5f5db5-2980-5218-bad4-6157a2478f9b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9025,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9025/N,f52547bc-ebcc-5b6a-983a-5182fc56891c,BE-ANN07/aq/000000571,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f52547bc-ebcc-5b6a-983a-5182fc56891c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8634,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8634/N,e8715f8e-49b4-5b10-b814-f99d31b7b461,BE-ANN07/aq/000000322,Karton,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e8715f8e-49b4-5b10-b814-f99d31b7b461'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8771,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8771/N,fcfa0ff9-6c11-5143-954c-8aaa3ec15a61,BE-ANN07/aq/000000399,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fcfa0ff9-6c11-5143-954c-8aaa3ec15a61'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6850,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6850/N,cc0bf213-92e5-52af-a983-50c2cccd5464,BE-ANN07/aq/000000135,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cc0bf213-92e5-52af-a983-50c2cccd5464'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8399,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8399/N,b8ea5fbc-ef22-518d-b0f1-49279177881f,BE-ANN07/aq/000000265,Papier,Okergeel,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b8ea5fbc-ef22-518d-b0f1-49279177881f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9422,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9422/N,2f569b35-9fbc-528d-922e-135ba9b7ba8d,BE-ANN07/aq/000000663,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2f569b35-9fbc-528d-922e-135ba9b7ba8d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9137,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9137/N,25edab14-c8f7-5c2c-95df-f46300929ace,BE-ANN07/aq/000000601,Papier,Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/25edab14-c8f7-5c2c-95df-f46300929ace'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8376,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8376/N,a9823bd0-44f5-52b0-ab1d-9472b05fa644,BE-ANN07/aq/000000242,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a9823bd0-44f5-52b0-ab1d-9472b05fa644'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7579,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7579/N,546b9481-aa6b-59c7-bc5b-a340bb13d42d,BE-ANN07/aq/000000190,Karton,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/546b9481-aa6b-59c7-bc5b-a340bb13d42d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:4569,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:4569/N,7a65585b-4499-59a9-8d3d-b33a0a3e3048,BE-ANN07/aq/000000069,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7a65585b-4499-59a9-8d3d-b33a0a3e3048'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6943,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6943/N,b4aef652-88e9-5147-9e48-dc9af836824f,BE-ANN07/aq/000000160,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b4aef652-88e9-5147-9e48-dc9af836824f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8818,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8818/N,712aa656-f276-5bdd-8681-9d2edab83871,BE-ANN07/aq/000000416,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/712aa656-f276-5bdd-8681-9d2edab83871'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8398,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8398/N,6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,BE-ANN07/aq/000000264,Papier,Okergeel,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6d7e651b-9d88-59b5-a3e6-3d8b9b30d067'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8662,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8662/N,a36e92c5-0f8a-5561-ba97-6654acbb820f,BE-ANN07/aq/000000326,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a36e92c5-0f8a-5561-ba97-6654acbb820f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9136,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9136/N,69ea3836-b1a2-53be-9eb0-d11034ec422f,BE-ANN07/aq/000000600,Papier,Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/69ea3836-b1a2-53be-9eb0-d11034ec422f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:5115,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:5115/N,41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,BE-ANN07/aq/000000075,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/41b98cdd-3991-5d41-b1b6-0d8e86ec28b1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8377,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8377/N,6054f13c-ad14-5163-8f30-a0e324ae892b,BE-ANN07/aq/000000243,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6054f13c-ad14-5163-8f30-a0e324ae892b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7578,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7578/N,0214fbdf-6684-5a9f-9305-d3d03e7ed43f,BE-ANN07/aq/000000189,Papier,Grijs,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0214fbdf-6684-5a9f-9305-d3d03e7ed43f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6851,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6851/N,d353168e-e8e7-5cda-945e-b06c7b2b4a26,BE-ANN07/aq/000000136,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d353168e-e8e7-5cda-945e-b06c7b2b4a26'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9024,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9024/N,40d447db-e4f1-519f-8f54-81cffc776631,BE-ANN07/aq/000000570,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/40d447db-e4f1-519f-8f54-81cffc776631'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8320,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8320/N,94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,BE-ANN07/aq/000000213,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8770,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8770/N,df3cf8c4-8782-5dae-96a1-8ba31d234e91,BE-ANN07/aq/000000398,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/df3cf8c4-8782-5dae-96a1-8ba31d234e91'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6847,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6847/N,8977eddf-762b-5d0b-91dc-10b43a4ff8ea,BE-ANN07/aq/000000132,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8977eddf-762b-5d0b-91dc-10b43a4ff8ea'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:5338,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:5338/N,368a9b70-d698-5a26-b004-aa52a7f4f787,BE-ANN07/aq/000000082,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/368a9b70-d698-5a26-b004-aa52a7f4f787'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8859,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8859/N,051851a8-de19-5fae-8d1e-fded9d099cda,BE-ANN07/aq/000000439,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/051851a8-de19-5fae-8d1e-fded9d099cda'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2384,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2384/N,16a9eb62-6a5c-534c-bd97-c9856db68280,BE-ANN07/aq/000000016,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/16a9eb62-6a5c-534c-bd97-c9856db68280'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8789,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8789/N,79592f66-3e85-59b6-86ea-d1a7d0ff4338,BE-ANN07/aq/000000409,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/79592f66-3e85-59b6-86ea-d1a7d0ff4338'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9032,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9032/N,441fd62b-f45d-589b-b967-e6058f13c382,BE-ANN07/aq/000000575,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/441fd62b-f45d-589b-b967-e6058f13c382'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8766,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8766/N,007c9074-f043-5cce-bfed-bb701cfd548c,BE-ANN07/aq/000000394,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/007c9074-f043-5cce-bfed-bb701cfd548c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2691,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2691/N,bdabe72c-eb4d-5c91-afa6-73cf63a7d13f,BE-ANN07/aq/000000034,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bdabe72c-eb4d-5c91-afa6-73cf63a7d13f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:3311,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:3311/N,6ca9d290-2da1-5252-8516-d622dfc72cc1,BE-ANN07/aq/000000048,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6ca9d290-2da1-5252-8516-d622dfc72cc1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2629,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2629/N,0fdc281e-9752-5f57-9f62-56bfdcfe24a9,BE-ANN07/aq/000000026,Karton,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0fdc281e-9752-5f57-9f62-56bfdcfe24a9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8674,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8674/N,05c52c61-a548-5f23-8a06-316fd4a837b1,BE-ANN07/aq/000000337,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/05c52c61-a548-5f23-8a06-316fd4a837b1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8361,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8361/N,2aeb4991-67f4-53e0-bfd4-d8a70de34f53,BE-ANN07/aq/000000233,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2aeb4991-67f4-53e0-bfd4-d8a70de34f53'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
