brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhph:47654,574d743e-4f51-507f-9110-f9a1c6c59f8e,Items,1,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2,Nederlands,Noot
tg:lhph:11034,9c15510c-78bc-52c8-a928-f5687604cfe9,Items,1,tr:lh:6778,167745/2,,UU 20 / P,,,,,Nederlands,Noot
tg:lhph:45669,54d8fedf-9e36-583c-9d5b-720d957723dd,Items,1,tr:lh:3021,61023/24,isad:lh:93043,D 476 / P,,,,,Nederlands,Noot
tg:lhph:13009,fa0f5f9a-0207-5ce2-8473-cc92da183c57,Items,1,tr:lh:7885,234073,isad:lh:93241,C 2632 / P,,,,,Nederlands,Noot
tg:lhph:38359,e3c91380-17d5-5341-ad30-d5e6ba0a6ffb,Items,1,tr:lh:1736,30858/3,isad:lh:95587,B 515 / P,,,,,Nederlands,Noot
tg:lhph:9117,f89c7e3a-dd36-5e2d-8996-c8941da5a0e4,Items,1,tr:lh:3064,62662/89,,S 4687 / P,,,,,Nederlands,Noot
tg:lhph:40191,8e92b39f-09e1-597e-a145-839151d4be5f,Items,1,tr:lh:9510,218458/2982,isad:lh:95309,B 1183 / P (NEG00319/2/5),,,,,Nederlands,Noot
tg:lhph:30769,c8a33145-7d13-50fb-b8a7-29f4a330981e,Items,1,,233022/1,,G 4125 / P,,,,,Nederlands,Noot
tg:lhph:1527,29e57a6d-1aa8-5dce-8f4f-445740059274,Items,1,tr:lh:4066,77909/6,,L 2 / P,,,,,Nederlands,Noot
tg:lhph:35091,840289a6-c8ff-5023-8403-b5430ec4be02,Items,1,tr:lh:9510,218458/1425,isad:lh:95309,B 1183 / P (NEG00151/1/6),,,,,Nederlands,Noot
tg:lhph:19404,5f78dd08-9f80-515e-acd9-b203575c9e89,Items,1,tr:lh:5242,103322/2,isad:lh:94901,S 83875 / P,,,,,Nederlands,Noot
tg:lhph:32754,7be70aa1-e895-5aab-ad28-81a088161fee,Items,1,tr:lh:9510,218458/878,isad:lh:95309,B 1183 / P (NEG0087/4/H),,,,,Nederlands,Noot
tg:lhph:53247,8e61198a-2698-5a49-846e-2fd577d2ab8c,Items,1,tr:lh:140159,,isad:lh:156055,D 125 / P (1)(23),,,,,Nederlands,Noot
tg:lhph:29548,46ec8782-bbfb-54a0-b11b-0b239d7ac9f7,Items,1,tr:lh:9850,218439/5-6,isad:lh:95298,L 2057 / P,,,,,Nederlands,Noot
tg:lhph:51780,ecb0f85d-25ea-523f-b014-110301be4bbd,Items,1,tr:lh:7693,,isad:lh:152104,,,G 4933 / 32,,,Nederlands,Noot
tg:lhph:5837,f2cf3f4b-4881-5e24-8039-ee9a9cb2f2d5,Items,1,,234798/449,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:4725,69292b8d-5cfc-507f-b27e-bdcc5e8dced3,Items,1,,5217,,H 517 / P,,,,,Nederlands,Noot
tg:lhph:30293,d1038535-5b22-5778-b676-2a19b529e104,Items,1,tr:lh:9510,218458/207,isad:lh:95309,B 1183 / P (NEG0020/2/11),,,,,Nederlands,Noot
tg:lhph:50892,29678c5f-1742-5e43-8e10-da0ec81d1f5a,Items,1,tr:lh:139964,,isad:lh:182282,,Bruikleen Vlaamse Gemeenschap - GLN000067,S 935 / 1006,,,Nederlands,Noot
tg:lhph:37556,5f4d0329-255b-58be-958e-90e7f173e736,Items,1,,197655,,LL 223 / P,,,,,Nederlands,Noot
tg:lhph:6718,ac9c937c-d2c1-55af-96fc-4eb48272bd69,Items,1,,99521,,T 394 / P,,,,,Nederlands,Noot
tg:lhph:42456,3b2d5675-9ad3-54b4-af41-0338f883b811,Items,1,,217354/55,,FF 129 / P,,,,,Nederlands,Noot
tg:lhph:512,8def9d55-e58a-5d81-ae9b-59fd85e78696,Items,1,tr:lh:3480,68627/307,,C 2756 / P,,,,,Nederlands,Noot
tg:lhph:14236,cfc02abb-fc7f-5bf2-905a-d803dffa9200,Items,1,tr:lh:3838,73791/6,,D 2255 / P,,,,,Nederlands,Noot
tg:lhph:25992,9bf5b1b8-0fd4-5c6c-9bb1-4525d10f9e48,Items,1,tr:lh:6462,158575/9,isad:lh:93743,V 3484 / P,,,,,Nederlands,Noot
tg:lhph:45393,813825c2-6091-5b28-9fa7-c00bb2d7a3df,Items,1,tr:lh:6511,160059/138,isad:lh:94488,D 2969 / P,,,,,Nederlands,Noot
tg:lhph:21178,8f592fd7-2311-57fe-9207-aa3fd4ee6b20,Items,1,tr:lh:7859,203626/1731,isad:lh:94873,M 224 / P (NEG0060/3/8),,,,,Nederlands,Noot
tg:lhph:24680,e3fa8435-9f38-5f25-adce-2425dd4c5718,Items,1,tr:lh:3837,73775/2,,N 4775 / P,,,,,Nederlands,Noot
tg:lhph:25838,fe2cc4ba-7278-5a2a-b5c9-b3a1c05fac1d,Items,1,tr:lh:7726,200461/40a,isad:lh:93406,W 381 / P,,,,,Nederlands,Noot
tg:lhph:47204,8579ff64-5cdb-5e87-8c36-6db0d4030ad7,Items,1,tr:lh:9321,221126/1,isad:lh:95563,L 9732 / P,,,,,Nederlands,Noot
tg:lhph:9547,266ad01d-ea73-5e4c-9689-87341fd7f664,Items,1,tr:lh:4162,82161/2,,S 59 / P,,,,,Nederlands,Noot
tg:lhph:38709,f32bd6f9-6a95-5a70-88cf-b37372c0fefd,Items,1,tr:lh:9862,219080,,B 4808 / P,,,,,Nederlands,Noot
tg:lhph:13459,2c31e1ab-6534-556d-9019-7cb8f77fc438,Items,1,,31596,,B 658 / P,,,,,Nederlands,Noot
tg:lhph:45239,ea532ad8-d7b5-5a67-9120-46a13c1b797c,Items,1,tr:lh:6511,160059/251,isad:lh:94791,D 2969 / P,,,,,Nederlands,Noot
tg:lhph:27805,342872a8-9c2f-5c13-93a8-77db380b8326,Items,1,tr:lh:4238,82131/12,isad:lh:93323,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:26717,8aec562e-05d5-5e6e-8224-3a15cc5decc2,Items,1,tr:lh:6798,168359/2,isad:lh:93207,V 3742 / P,,,,,Nederlands,Noot
tg:lhph:53617,2b60532a-87a1-5572-86da-ba3f8b775ae4,Items,1,tr:lh:139964,,isad:lh:175416,,Bruikleen Vlaamse Gemeenschap,,,,Nederlands,Noot
tg:lhph:1177,a5501a94-1f6f-55fc-80a9-7ee5107be098,Items,1,tr:lh:3033,60531/28,,B 708 / P,,,,,Nederlands,Noot
tg:lhph:30339,dae7f1ac-adfc-5464-9c7e-13a73dc24047,Items,1,tr:lh:6378,148946/77,isad:lh:94672,V 724 / P,,,,,Nederlands,Noot
tg:lhph:52905,c2dc2c46-3dee-5294-9d22-c7f4e151fda8,Items,1,tr:lh:139964,,isad:lh:161174,,Bruikleen Vlaamse Gemeenschap - STR11986,S 935 / 490,,,Nederlands,Noot
tg:lhph:50938,0f966288-ee70-57a9-9e2a-2bb01349ee0e,Items,1,tr:lh:139964,,isad:lh:182272,,Bruikleen Vlaamse Gemeenschap - GLN000134,S 935 / 1013,,,Nederlands,Noot
tg:lhph:50938,0f966288-ee70-57a9-9e2a-2bb01349ee0e,Items,2,tr:lh:139964,,isad:lh:182272,,Bruikleen Vlaamse Gemeenschap - STR10050,S 935 / 482,,,Nederlands,Noot
tg:lhph:32304,2333a212-c66a-51a1-8465-1bf4197eea33,Items,1,tr:lh:6444,158224/42,isad:lh:93254,J 422 / P (III),,,,,Nederlands,Noot
tg:lhph:19054,a3713e5f-7b84-529c-ab44-53c883c40c5c,Items,1,tr:lh:7859,203626/625,isad:lh:94873,M 224 / P (NEG0023/1/17),,,,,Nederlands,Noot
tg:lhph:4375,d90af37b-acc7-5b68-b27b-8b78ad0ea45b,Items,1,tr:lh:88,1284,,A 274 / P,,,,,Nederlands,Noot
tg:lhph:6348,e51c2b9b-783e-519e-a564-194905c4ab5c,Items,1,,234798/220,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:37106,a711aa48-c767-5324-a554-dbcaa579e1c1,Items,1,tr:lh:3269,66294/12,isad:lh:93043,L 776 / P,,,,,Nederlands,Noot
tg:lhph:29118,b9b4da87-66a6-5018-8178-4467ade1df13,Items,1,tr:lh:3832,74043/4,,V 70725 / P,,,,,Nederlands,Noot
tg:lhph:17949,af264fef-71ee-5b8d-9c13-8c9b0adf114f,Items,1,tr:lh:7827,202254/193,isad:lh:94871,R 286 / P,,,,,Nederlands,Noot
tg:lhph:23515,e1b6c538-b218-50da-a359-ce6aff5d770a,Items,1,tr:lh:981,18380,,M 786 / P,,,,,Nederlands,Noot
tg:lhph:21528,5b9e43c6-bf07-5b32-b5ed-8ac00d220854,Items,1,tr:lh:2026,37840,isad:lh:93710,W 754 / P,,,,,Nederlands,Noot
tg:lhph:21528,5b9e43c6-bf07-5b32-b5ed-8ac00d220854,Items,2,,53146/8,isad:lh:94918,W 754 / P,,,,,Nederlands,Noot
tg:lhph:21528,5b9e43c6-bf07-5b32-b5ed-8ac00d220854,Items,3,tr:lh:3340,66453/37,isad:lh:94918,W 754 / P,,,,,Nederlands,Noot
tg:lhph:21528,5b9e43c6-bf07-5b32-b5ed-8ac00d220854,Items,4,tr:lh:7756,201040/1b,isad:lh:94959,W 754 / P,,,,,Nederlands,Noot
tg:lhph:15974,f61c289f-9a43-586c-8e52-dfb4e9d1ace2,Items,1,tr:lh:3838,74453/6,,G 201 / P,,,,,Nederlands,Noot
tg:lhph:14666,3f856214-8022-5c4d-a2d9-9448ec24c14f,Items,1,,76356/4,,D 35065 / P,,,,,Nederlands,Noot
tg:lhph:142,d4c34b25-8816-5532-82e9-87629e883fd9,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1933-1939/25),,,,,Nederlands,Noot
tg:lhph:42006,b91e86d2-d6b8-5e51-8c35-8b905e841467,Items,1,tr:lh:6916,171120/21,isad:lh:94934,B 75357 / P,,,,,Nederlands,Noot
tg:lhph:20293,01978ce1-d853-5c0d-86a8-43bad0f05294,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1942-1949/13-15),,,,,Nederlands,Noot
tg:lhph:11937,81c09c32-0da6-5e31-bba0-f761f655d4e0,Items,1,,17431,,B 4149 / P,,,,,Nederlands,Noot
tg:lhph:11937,81c09c32-0da6-5e31-bba0-f761f655d4e0,Items,2,tr:lh:1960,35791/4,isad:lh:93260,B 4149 / P,,,,,Nederlands,Noot
tg:lhph:9814,8bb7984c-1a1b-5576-9581-a3b5f4d35d5f,Items,1,tr:lh:3699,71555,isad:lh:93081,M 896 / P,,,,,Nederlands,Noot
tg:lhph:40892,69d99577-abc0-5570-8eaa-a87cbd33a49d,Items,1,tr:lh:6913,171050/99,isad:lh:93937,M 573 / P (III),,,,,Nederlands,Noot
tg:lhph:27556,ff0f4cb1-c6e9-598b-92ec-e6a3b8c4d6b2,Items,1,tr:lh:6558,161924/3,isad:lh:93210,V 486 / P,,,,,Nederlands,Noot
tg:lhph:8706,34e871ae-fc4f-52d0-b0db-441921086dad,Items,1,,27381/604,,S 1055 / P,,,,,Nederlands,Noot
tg:lhph:39548,422631be-2d2c-5615-9cc3-3e7414c3e4b3,Items,1,tr:lh:864,15852/1,isad:lh:95606,M 385 / P,,,,,Nederlands,Noot
tg:lhph:39548,422631be-2d2c-5615-9cc3-3e7414c3e4b3,Items,2,,112367,,M 385 / P,,,,,Nederlands,Noot
tg:lhph:12618,7e54c050-6774-5d89-b914-b3cad4a29114,Items,1,tr:lh:5117,101085/2,isad:lh:93519,B 9074 / P,,,,,Nederlands,Noot
tg:lhph:12618,7e54c050-6774-5d89-b914-b3cad4a29114,Items,2,tr:lh:7325,196912,,B 9074 / P,,,,,Nederlands,Noot
tg:lhph:44078,95754f3a-b16d-5c5d-ad0b-7f60ac70bde6,Items,1,tr:lh:9982,220279/50,isad:lh:95749,VV 515 / P,,,,,Nederlands,Noot
tg:lhph:41780,0b21b5df-6656-5e1a-aaa6-5a3e507840b5,Items,1,tr:lh:3832,73726/1,,W 7562 / P,,,,,Nederlands,Noot
tg:lhph:10625,3b5718fd-d950-59e3-8478-c57a0a39b7e8,Items,1,tr:lh:3269,66291/3,isad:lh:93043,U 20 / P,,,,,Nederlands,Noot
tg:lhph:46045,fc39a127-01b4-50c4-abbd-6b02669fc747,Items,1,tr:lh:3327,203853/10,isad:lh:109798,C 395 / ARC (374),,,,,Nederlands,Noot
tg:lhph:33145,20ed5dbb-d8fe-527e-b690-24ba62f12233,Items,1,tr:lh:9510,218458/966,isad:lh:95309,B 1183 / P (NEG0098/1/7A),,,,,Nederlands,Noot
tg:lhph:18215,8930b646-e93d-5b2d-beb4-5a7e5a203a1f,Items,1,tr:lh:7859,203626/145,isad:lh:94873,M 224 / P (NEG0005/4/12),,,,,Nederlands,Noot
tg:lhph:31178,fd5925b1-126e-52b4-9a83-840f15058726,Items,1,,64616,,G 7343 / P,,,,,Nederlands,Noot
tg:lhph:34680,7151ab3a-7366-5853-b385-df938106c03c,Items,1,tr:lh:9510,218458/1305,isad:lh:95309,B 1183 / P (NEG00137/4/13),,,,,Nederlands,Noot
tg:lhph:52456,a1f03dd8-bef5-5542-a9b2-d9abdd55c9aa,Items,1,tr:lh:139964,,isad:lh:161170,,Bruikleen Vlaamse Gemeenschap - STR11009,S 935 / 486,,,Nederlands,Noot
tg:lhph:35992,3b942ff5-396c-56b3-8fe9-522f34275bef,Items,1,tr:lh:3100,62412/2,,W 35458 / P,,,,,Nederlands,Noot
tg:lhph:28359,174c3516-ee78-5d9c-ae85-3406b3590ccf,Items,1,tr:lh:4427,86561/17,,V 52655 / P,,,,,Nederlands,Noot
tg:lhph:50191,4fadc4e2-5767-5623-b4f7-a17eae206874,Items,1,,75690,,G 3633 / P,,,,,Nederlands,Noot
tg:lhph:7109,02082c16-3aca-578f-be5b-deea64e11bd0,Items,1,tr:lh:3033,60533,,S 935 / P,,,,,Nederlands,Noot
tg:lhph:7109,02082c16-3aca-578f-be5b-deea64e11bd0,Items,2,tr:lh:139964,,isad:lh:182285,,Bruikleen Vlaamse Gemeenschap - GLN000020,S 935 / 1001,,,Nederlands,Noot
tg:lhph:7109,02082c16-3aca-578f-be5b-deea64e11bd0,Items,3,tr:lh:139964,,isad:lh:182285,,Bruikleen Vlaamse Gemeenschap - STR10154,S 935 / 482,,,Nederlands,Noot
tg:lhph:36347,e22ce45b-f7f2-541f-9c29-2a57ba803ffb,Items,1,tr:lh:9510,218458/1796,isad:lh:95309,B 1183 / P (NEG00195/2/1),,,,,Nederlands,Noot
tg:lhph:5134,69700e72-71c9-5f8d-a13b-3cb7f6a0074d,Items,1,tr:lh:6476,158757/8,isad:lh:92980,A 4689 / P,,,,,Nederlands,Noot
tg:lhph:31482,f27c8b9c-a8b4-535d-a011-1ac264d8576e,Items,1,tr:lh:9510,218458/604,isad:lh:95309,B 1183 / P (NEG0056/4/4),,,,,Nederlands,Noot
tg:lhph:23846,9f6cc994-bbc3-59a5-bb16-435f0a53e5db,Items,1,tr:lh:4034,77343/4,isad:lh:95009,T 3125 / P,,,,,Nederlands,Noot
tg:lhph:15427,28616d03-9dd6-56c3-b72a-ddf265bb1173,Items,1,tr:lh:4297,83095/5,,R 64 / P,,,,,Nederlands,Noot
tg:lhph:43247,cd3baf35-5469-5a68-af6f-507295ec68a1,Items,1,,178815,,SC 5 E1,,,,,Nederlands,Noot
tg:lhph:20769,4133dd1a-0152-5c87-898a-f30a010caed0,Items,1,tr:lh:7859,203626/1580,isad:lh:94873,M 224 / P (NEG0054/7/11),,,,,Nederlands,Noot
tg:lhph:25091,4779e6c7-94a8-559c-9179-31181fccb1fe,Items,1,tr:lh:6599,163061/23,isad:lh:94443,O 3122 / P,,,,,Nederlands,Noot
tg:lhph:22754,5c591f56-931d-5960-8a9d-3217a30ff574,Items,1,tr:lh:3898,74463/14,isad:lh:94176,H 905 / P,,,,,Nederlands,Noot
tg:lhph:44428,d98069f7-2926-548d-b4e5-8f639753681b,Items,1,,132719,,R 374 / P,,,,,Nederlands,Noot
tg:lhph:12248,530897bf-02cd-5ea5-a45e-ffbc39c6e88a,Items,1,tr:lh:7067,177367/1,isad:lh:164895,B 716 / P,,,,,Nederlands,Noot
tg:lhph:39118,6b07a3b7-5bcf-5e38-b0c2-3af06b363ece,Items,1,tr:lh:6502,159635/3,isad:lh:93875,M 2828 / P,,,,,Nederlands,Noot
tg:lhph:8356,ff192fdd-7147-54b4-b51c-6ae6cdafd9da,Items,1,,161486,,W 709 / P,,,,,Nederlands,Noot
tg:lhph:46415,bd8ad981-7f2c-550e-b654-b735861c3e37,Items,1,,203870/3,isad:lh:94147,C 395 / ARC (380),,,,,Nederlands,Noot
tg:lhph:10275,68fa98ba-c8b2-5541-9a73-e35467e27c1c,Items,1,tr:lh:6415,148737/42,isad:lh:156055,D 125 / P (1)(27),,,,,Nederlands,Noot
tg:lhph:27106,276aca48-b531-5970-91c9-bad8852e4b48,Items,1,,235716/5,,P 314 / P,,,,,Nederlands,Noot
tg:lhph:1874,fb84c4f1-c588-5572-af9d-e03303779f10,Items,1,tr:lh:4988,98850/123,isad:lh:93043,W 213 / P,,,,,Nederlands,Noot
tg:lhph:52006,76d3d6b4-5801-5936-872b-2e41babb0e95,Items,1,tr:lh:140087,,isad:lh:154986,,,G 2932 / 212 (18),,,Nederlands,Noot
tg:lhph:3849,c6b138ce-72dd-595d-b45b-4198499ac8c7,Items,1,tr:lh:6476,158755/1a,isad:lh:92980,O 3945 / P,,,,,Nederlands,Noot
tg:lhph:19957,3dd32547-ba93-5b93-a36f-a8772c3711cc,Items,1,tr:lh:7859,203626/1203,isad:lh:94873,M 224 / P (NEG0044/1/12A),,,,,Nederlands,Noot
tg:lhph:18645,2fe571a6-dab0-5199-8f01-be00058ce462,Items,1,tr:lh:7859,203626/380,isad:lh:94873,M 224 / P (NEG0013/2/13A),,,,,Nederlands,Noot
tg:lhph:33515,b401ec49-04f1-5493-b9ca-ebc809fdce1b,Items,1,tr:lh:4600,88094/3,isad:lh:93095,B 1333 / P,,,,,Nederlands,Noot
tg:lhph:31528,020f6555-02e2-577c-99d3-55ccf9dd4b8b,Items,1,tr:lh:9510,218458/622,isad:lh:95309,B 1183 / P (NEG0058/4/6),,,,,Nederlands,Noot
tg:lhph:36717,0b2d0933-b5a6-56b4-a4cd-834692421522,Items,1,tr:lh:9510,218458/1904,isad:lh:95309,B 1183 / P (NEG00208/2/10),,,,,Nederlands,Noot
tg:lhph:7559,58043a85-2621-57d8-831f-df2c52a1df3b,Items,1,tr:lh:6886,171334/2,isad:lh:92978,S 935 / P,,,,,Nederlands,Noot
tg:lhph:5564,064beafd-48c6-5c69-87e6-88b60934e8e5,Items,1,,234798/261,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:35838,bc96ca76-e80b-5fa7-accf-ffb7fa6d0376,Items,1,tr:lh:9510,218458/1636,isad:lh:95309,B 1183 / P (NEG00176/2/1),,,,,Nederlands,Noot
tg:lhph:28709,69aa04a6-28e7-5fde-b771-4fef491f6006,Items,1,tr:lh:7885,234333/34,isad:lh:93241,V 6152 / P,,,,,Nederlands,Noot
tg:lhph:37805,b7798f36-26f5-5d1a-91c6-7f575ba7545b,Items,1,tr:lh:9510,218458/2251,isad:lh:95309,B 1183 / P (NEG00242/2/11),,,,,Nederlands,Noot
tg:lhph:20339,12a529f2-562a-570d-b4e8-afdd15b707c1,Items,1,tr:lh:4386,84340/27,isad:lh:93563,S 9116 / P,,,,,Nederlands,Noot
tg:lhph:42905,48cc00f1-5db5-574d-b702-b52b0db9a176,Items,1,tr:lh:7191,179166/70,isad:lh:93778,B 9078 / P,,,,,Nederlands,Noot
tg:lhph:841,1bc6067b-1a2d-545d-a8db-b593885511fc,Items,1,,101017,,G 21795 / P,,,,,Nederlands,Noot
tg:lhph:40938,99025d9d-1e00-585c-ad85-f5e7de4bf522,Items,1,tr:lh:6913,171050/33,isad:lh:93937,M 573 / P (III),,,,,Nederlands,Noot
tg:lhph:22304,a650e4cd-7bab-5c74-ace9-525f74b0ed87,Items,1,tr:lh:3898,74463/97,isad:lh:94176,H 905 / P,,,,,Nederlands,Noot
tg:lhph:43617,f744e97d-ceb1-5cf9-a19b-2178480f401f,Items,1,tr:lh:30829,219697/1,isad:lh:93751,M 945 / P,,,,,Nederlands,Noot
tg:lhph:15077,003889a2-1f58-502e-8ee9-df274f09a963,Items,1,tr:lh:5154,101682/1,,D 791 / P,,,,,Nederlands,Noot
tg:lhph:5071,e306a50b-debf-53ae-ab6d-253b5681b7eb,Items,1,tr:lh:5552,110081/202,isad:lh:93622,A 419 / P,,,,,Nederlands,Noot
tg:lhph:36202,d43148a7-6eff-51f3-9ae2-5d7a55821aba,Items,1,tr:lh:3683,71287,,W 508 / P,,,,,Nederlands,Noot
tg:lhph:43302,94ec5bcc-92b2-5822-a575-936d2f3a838a,Items,1,tr:lh:9945,132307,isad:lh:94057,B 212 / P,,,,,Nederlands,Noot
tg:lhph:15562,e6d10e3e-288c-535a-aaca-ce2124c5067f,Items,1,tr:lh:5593,111788/2,isad:lh:92976,R 6652 / P,,,,,Nederlands,Noot
tg:lhph:23903,5232977c-f8be-5f5c-a09c-2c6ea89a037f,Items,1,tr:lh:3845,73874/6,,I 9 / P,,,,,Nederlands,Noot
tg:lhph:22611,de3d014e-d808-50ee-8a23-9ed57b4799b9,Items,1,tr:lh:1016,18711/3,,C 1954 / P,,,,,Nederlands,Noot
tg:lhph:9951,bfacc946-3aa6-584a-9ea0-6c00f9362542,Items,1,tr:lh:3033,60537,,M 896 / P,,,,,Nederlands,Noot
tg:lhph:9951,bfacc946-3aa6-584a-9ea0-6c00f9362542,Items,2,tr:lh:3699,71555,isad:lh:93081,M 896 / P,,,,,Nederlands,Noot
tg:lhph:27413,d5f0cf97-2261-55d1-83b4-e7e82ebccfbd,Items,1,tr:lh:7414,196532/7,isad:lh:95198,V 486 / P,,,,,Nederlands,Noot
tg:lhph:11872,f6746b3a-14d2-5771-9a5c-11b31d330ba1,Items,1,,8492,,C 2843 / P,,,,,Nederlands,Noot
tg:lhph:15098,fc419a0b-a691-5aed-9dad-025d759ba223,Items,1,tr:lh:4307,83279/4,isad:lh:93289,R 5842 / P,,,,,Nederlands,Noot
tg:lhph:46100,638423c6-13df-55f7-95b8-12878b040a38,Items,1,tr:lh:3327,203855/21,isad:lh:109801,C 395 / ARC (374),,,,,Nederlands,Noot
tg:lhph:8643,c56841cf-6cd6-57b5-aee3-8fca8ac03db2,Items,1,tr:lh:2939,59355/55,isad:lh:93972,W 7072 / P,,,,,Nederlands,Noot
tg:lhph:18350,0b955831-6379-520b-b95e-d27815d9e925,Items,1,tr:lh:7859,203626/206,isad:lh:94873,M 224 / P (NEG0006/7/35),,,,,Nederlands,Noot
tg:lhph:52513,d06c8829-104b-542f-b7e7-8424f1fd4373,Items,1,tr:lh:139964,,isad:lh:161170,,Bruikleen Vlaamse Gemeenschap - STR11074,S 935 / 486,,,Nederlands,Noot
tg:lhph:5421,0c820110-073e-58f1-8937-2e618f6dc6ac,Items,1,tr:lh:7447,196785/23,,Z 31 / P,,,,,Nederlands,Noot
tg:lhph:31197,4e668214-8b9a-5cb0-83ea-7df5e31065c2,Items,1,tr:lh:9510,218458/511,isad:lh:95309,B 1183 / P (NEG0047/2/16),,,,,Nederlands,Noot
tg:lhph:36652,a95fd7d9-0aea-5a1e-8ee3-aa832d8f9794,Items,1,,79810/14,,L 557 / P,,,,,Nederlands,Noot
tg:lhph:37940,c3154d31-8db0-544b-beb9-d14bc77711a8,Items,1,tr:lh:9510,218458/2276,isad:lh:95309,B 1183 / P (NEG00244/4/15),,,,,Nederlands,Noot
tg:lhph:22241,0760d830-0ba4-53e0-b627-5aa3cacfdc37,Items,1,,203715/38,isad:lh:92943,FVCA / P (onbekend),,,,,Nederlands,Noot
tg:lhph:42840,12939c28-5793-5f28-888c-8071375392f4,Items,1,tr:lh:9846,218471/19,isad:lh:93013,B 917 / P,,,,,Nederlands,Noot
tg:lhph:25584,52b23951-8720-55b5-916a-5276180fad5e,Items,1,tr:lh:7754,200865/2,isad:lh:95100,D 154 / P,,,,,Nederlands,Noot
tg:lhph:15132,9e664e53-a1ec-540e-9480-c6e86ec13696,Items,1,tr:lh:6191,143201/5,isad:lh:93289,R 5842 / P,,,,,Nederlands,Noot
tg:lhph:44097,ac5a52a2-0ec5-5824-aac8-37b862164e6a,Items,1,,220344/5,isad:lh:94474,C 345 / P,,,,,Nederlands,Noot
tg:lhph:10330,357e7555-0266-535d-8057-4e06f1c2e6ac,Items,1,tr:lh:7176,179002,,B 805 / P,,,,,Nederlands,Noot
tg:lhph:46550,2e5650c0-5a64-5f0b-b8dc-6c09e28c14fd,Items,1,,203872/127,isad:lh:93917,P 3445 / P,,,,,Nederlands,Noot
tg:lhph:21894,617cf696-6325-555e-8935-cdf5e58181e6,Items,1,tr:lh:139964,,isad:lh:162969,,Bruikleen Vlaamse Gemeenschap - STR12503,S 935 / 493,,,Nederlands,Noot
tg:lhph:8213,651d6108-a2f5-5cd1-a7d2-cdf5d4ad5cfb,Items,1,,75156/28,,W 803 / P,,,,,Nederlands,Noot
tg:lhph:41295,4b0e706b-b00b-5079-bfbb-9523648d34eb,Items,1,,217185/8,,GG 10 / P,,,,,Nederlands,Noot
tg:lhph:27043,78b3b66c-2268-597d-a6b9-0b0ea14340c7,Items,1,tr:lh:7809,201927/2,isad:lh:95181,P 285 / P,,,,,Nederlands,Noot
tg:lhph:19812,10ba7e00-4f54-596e-a852-db847f11b457,Items,1,tr:lh:7859,203626/1118,isad:lh:94873,M 224 / P (NEG0041/5/27),,,,,Nederlands,Noot
tg:lhph:1931,2e054058-79ea-50bd-a4a7-c9e57ccf4a09,Items,1,tr:lh:7322,185654/49,,DD 234 / P,(Fotodepot bovenste rek),,,,Nederlands,Noot
tg:lhph:52143,c4dec52b-f116-53d8-9ecf-848433539055,Items,1,tr:lh:3032,,isad:lh:160016,,,B 708 / P,,,Nederlands,Noot
tg:lhph:34395,2d152d8c-a182-591f-a82f-fc3283eda835,Items,1,tr:lh:9510,218458/1242,isad:lh:95309,B 1183 / P (NEG00129/3/40),,,,,Nederlands,Noot
tg:lhph:33450,8422e5f4-71f3-579f-8e57-7d79496321c6,Items,1,tr:lh:5853,124281/2,isad:lh:93692,K 4047 / P,,,,,Nederlands,Noot
tg:lhph:5972,5a561329-7390-5d92-9d18-91d4f6fd781f,Items,1,,234798/323,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:37413,0e7b7d85-0bd8-57b3-a704-fe6ef0483f35,Items,1,tr:lh:9510,218458/2147,isad:lh:95309,B 1183 / P (NEG00234/1/3),,,,,Nederlands,Noot
tg:lhph:4660,e1db2ee6-ef72-5d01-82d7-5c2dd205338d,Items,1,tr:lh:5796,120397/12,isad:lh:93631,A 33905 / P,,,,,Nederlands,Noot
tg:lhph:1198,460013b8-2edb-5308-a607-65bdaf9ac813,Items,1,tr:lh:3404,67372,isad:lh:93076,B 708 / P,,,,,Nederlands,Noot
tg:lhph:14373,6066b7f1-17ce-5770-9af0-e5b2c8b1bdb3,Items,1,,99429,,D 278 / P,,,,,Nederlands,Noot
tg:lhph:42513,1d5615a2-499a-505a-9f24-b9dac877996e,Items,1,,217408/6,,LL 100 / P,,,,,Nederlands,Noot
tg:lhph:457,a400821c-4d24-53fb-a680-026af007c97c,Items,1,tr:lh:7314,,isad:lh:92944,FVCA / P (1930/106),,,,,Nederlands,Noot
tg:lhph:23000,d36ea4dd-abc6-5e75-8f59-c2c11fe7538b,Items,1,tr:lh:139964,203626/2490,isad:lh:161459,M 224 / P (NEG0082/2/6),,,,,Nederlands,Noot
