Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Transcription ID,Status,Access Type,Keeper,Object Identifier,Transcription URL,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:mpmak:99,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:99/N,0466a457-275b-505c-b610-8eebd855936b,BE-ANN00/ak/000000088,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0466a457-275b-505c-b610-8eebd855936b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:76,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:76/N,7868fa85-f20b-5104-8780-af682c5f4901,BE-ANN00/ak/000000066,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7868fa85-f20b-5104-8780-af682c5f4901,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:207,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:207/N,09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,BE-ANN00/ak/000000195,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:342,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:342/N,62a1c49d-4b57-58fa-8973-e6fc5700d77f,BE-ANN00/ak/000000330,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/62a1c49d-4b57-58fa-8973-e6fc5700d77f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:196,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:196/N,2330a784-8542-5882-a402-eaaf22526c32,BE-ANN00/ak/000000184,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2330a784-8542-5882-a402-eaaf22526c32,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:179,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:179/N,6f5eec96-3a2d-5242-99da-c901319cf4e8,BE-ANN00/ak/000000167,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6f5eec96-3a2d-5242-99da-c901319cf4e8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:21,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:21/N,bb17c032-6f60-5f0b-912e-e40b04b34c92,BE-ANN00/ak/000000012,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/bb17c032-6f60-5f0b-912e-e40b04b34c92,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:250,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:250/N,7628fd26-df18-50b5-ad98-f806a1cbd96e,BE-ANN00/ak/000000238,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7628fd26-df18-50b5-ad98-f806a1cbd96e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:315,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:315/N,dcef1a24-db1e-5a6e-99e8-485753bbc748,BE-ANN00/ak/000000303,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/dcef1a24-db1e-5a6e-99e8-485753bbc748,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:102,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:102/N,43410511-3eab-56e3-8496-1d9c1d9f6443,BE-ANN00/ak/000000091,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/43410511-3eab-56e3-8496-1d9c1d9f6443,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:155,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:155/N,17ce37f3-2c79-57d4-8960-c47e070940c8,BE-ANN00/ak/000000143,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/17ce37f3-2c79-57d4-8960-c47e070940c8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:293,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:293/N,f59cbb52-107f-58fc-bee1-9caff9833696,BE-ANN00/ak/000000281,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f59cbb52-107f-58fc-bee1-9caff9833696,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:339,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:339/N,213bc3e4-6c3c-5e5b-8e53-31794112e1a6,BE-ANN00/ak/000000327,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/213bc3e4-6c3c-5e5b-8e53-31794112e1a6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:143,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:143/N,f4b3328c-24a8-51b1-b7f1-4532e846af81,BE-ANN00/ak/000000131,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f4b3328c-24a8-51b1-b7f1-4532e846af81,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:285,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:285/N,d015ace3-fa4c-5508-8e0a-82b02136bf5c,BE-ANN00/ak/000000273,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d015ace3-fa4c-5508-8e0a-82b02136bf5c,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:114,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:114/N,ac236484-835b-5421-b75e-a80cf31dc98e,BE-ANN00/ak/000000102,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ac236484-835b-5421-b75e-a80cf31dc98e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:47,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:47/N,e107cd92-5e94-5781-b20b-c272950196ca,BE-ANN00/ak/000000038,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/e107cd92-5e94-5781-b20b-c272950196ca,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:236,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:236/N,81a4954e-3f21-5105-8f91-cbf0c7eee977,BE-ANN00/ak/000000224,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/81a4954e-3f21-5105-8f91-cbf0c7eee977,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:148,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:148/N,78b969f5-a651-57b5-8fa2-e52b4eee818f,BE-ANN00/ak/000000136,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/78b969f5-a651-57b5-8fa2-e52b4eee818f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:324,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:324/N,c4005d76-f02a-5d04-9fff-38ae70308ab6,BE-ANN00/ak/000000312,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c4005d76-f02a-5d04-9fff-38ae70308ab6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:261,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:261/N,ac89b905-ef82-5bfc-950d-f73dfc3f418b,BE-ANN00/ak/000000249,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ac89b905-ef82-5bfc-950d-f73dfc3f418b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:332,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:332/N,67f06f02-d177-5d72-8bec-fff07c5f5160,BE-ANN00/ak/000000320,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/67f06f02-d177-5d72-8bec-fff07c5f5160,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:298,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:298/N,f18fde71-3369-5827-b6f3-7f6765c5803d,BE-ANN00/ak/000000286,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f18fde71-3369-5827-b6f3-7f6765c5803d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:277,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:277/N,3b749a05-ba0f-586b-bfed-d9180bd7252e,BE-ANN00/ak/000000265,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3b749a05-ba0f-586b-bfed-d9180bd7252e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:109,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:109/N,45d33d8e-fbc3-5016-b3f7-2df7d29fe184,BE-ANN00/ak/000000097,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/45d33d8e-fbc3-5016-b3f7-2df7d29fe184,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:51,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:51/N,28f04267-82db-56ce-b96a-81a8adc7ce6a,BE-ANN00/ak/000000042,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/28f04267-82db-56ce-b96a-81a8adc7ce6a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:220,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:220/N,d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,BE-ANN00/ak/000000208,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:172,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:172/N,3bf7c3d8-64fe-5107-b43c-910391ebcb92,BE-ANN00/ak/000000160,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3bf7c3d8-64fe-5107-b43c-910391ebcb92,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:92,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:92/N,2426bffd-f751-51bf-a334-3b73340b0a4d,BE-ANN00/ak/000000081,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2426bffd-f751-51bf-a334-3b73340b0a4d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:125,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:125/N,727d3d78-0242-5636-8cb0-28a80370b662,BE-ANN00/ak/000000113,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/727d3d78-0242-5636-8cb0-28a80370b662,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:349,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:349/N,ddee1c2e-d8d6-5845-af8d-433b336883cb,BE-ANN00/ak/000000337,parchment (animal material),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ddee1c2e-d8d6-5845-af8d-433b336883cb,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:84,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:84/N,8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,BE-ANN00/ak/000000073,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:133,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:133/N,7743fa8b-2b1e-5ef4-bf6d-6eced8200516,BE-ANN00/ak/000000121,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7743fa8b-2b1e-5ef4-bf6d-6eced8200516,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:164,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:164/N,5c8d58b1-074b-5294-a3ff-fa3359950804,BE-ANN00/ak/000000152,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5c8d58b1-074b-5294-a3ff-fa3359950804,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:308,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:308/N,0bc9312c-6144-52e7-a6c5-a5eddb4de869,BE-ANN00/ak/000000296,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0bc9312c-6144-52e7-a6c5-a5eddb4de869,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:113,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:113/N,0d776b41-0dad-5953-8610-e6de3fc62990,BE-ANN00/ak/000000101,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0d776b41-0dad-5953-8610-e6de3fc62990,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:328,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:328/N,7898ec54-a7fb-53b4-a64e-1891b6ea45f3,BE-ANN00/ak/000000316,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7898ec54-a7fb-53b4-a64e-1891b6ea45f3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:282,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:282/N,5f0752ea-2988-593b-93a1-c042240f015d,BE-ANN00/ak/000000270,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5f0752ea-2988-593b-93a1-c042240f015d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:144,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:144/N,2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,BE-ANN00/ak/000000132,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:294,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:294/N,dd978c16-3568-5acb-8117-84c35fa9d8b6,BE-ANN00/ak/000000282,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/dd978c16-3568-5acb-8117-84c35fa9d8b6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:152,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:152/N,f932016d-6778-5a0f-ad10-ac25c2095bf2,BE-ANN00/ak/000000140,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f932016d-6778-5a0f-ad10-ac25c2095bf2,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:257,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:257/N,d5a3a593-2e2b-5b53-873b-6d921d86b2d6,BE-ANN00/ak/000000245,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d5a3a593-2e2b-5b53-873b-6d921d86b2d6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:312,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:312/N,b5c81bab-24cd-5a40-8859-0915a216f259,BE-ANN00/ak/000000300,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b5c81bab-24cd-5a40-8859-0915a216f259,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:191,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:191/N,6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,BE-ANN00/ak/000000179,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:26,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:26/N,857aa1b6-1743-5bb3-9a33-50000bb28f81,BE-ANN00/ak/000000017,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/857aa1b6-1743-5bb3-9a33-50000bb28f81,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:200,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:200/N,81b02da2-fcdb-5d44-9a27-302e1e15deb7,BE-ANN00/ak/000000188,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/81b02da2-fcdb-5d44-9a27-302e1e15deb7,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:345,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:345/N,5bc0a533-73fc-50a5-a5f0-4096f29d3b80,BE-ANN00/ak/000000333,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5bc0a533-73fc-50a5-a5f0-4096f29d3b80,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:129,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:129/N,90d4e0fc-abe9-51ac-bc78-09a705cbc484,BE-ANN00/ak/000000117,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/90d4e0fc-abe9-51ac-bc78-09a705cbc484,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:216,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:216/N,c3abbff4-062d-5385-b928-fea87f13df93,BE-ANN00/ak/000000204,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c3abbff4-062d-5385-b928-fea87f13df93,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:353,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:353/N,85adc937-5019-5f43-b5f3-be3c6dab32ad,BE-ANN00/ak/000000341,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/85adc937-5019-5f43-b5f3-be3c6dab32ad,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:88,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:88/N,69c52a2b-c539-5ae1-a5e8-43300bc8a62b,BE-ANN00/ak/000000077,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/69c52a2b-c539-5ae1-a5e8-43300bc8a62b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:67,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:67/N,00f441cc-a274-59ff-93e6-ab79435a4af4,BE-ANN00/ak/000000058,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/00f441cc-a274-59ff-93e6-ab79435a4af4,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:241,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:241/N,6cc8acae-f468-5e80-8700-90f800c03146,BE-ANN00/ak/000000229,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/6cc8acae-f468-5e80-8700-90f800c03146,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:304,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:304/N,64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,BE-ANN00/ak/000000292,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
