brocade.id,ResourceID,card,order,Acquisition Note,Location Number,Registration Number value,Archive Note,adm.note,Serial Number,adm.note.language,adm.note.type
tg:lhps:42728,d3090d74-9b6d-5b5f-ad29-a900c5ef30da,Items,1,tr:lh:7875,C 203647 / A,225212/31,isad:lh:92200,,,Nederlands,remarks
tg:lhps:14148,7c6bd6ac-47be-5a3b-89a3-70d07f582b8c,Items,1,tr:lh:7632,H 575 / A,214622/1,,,,Nederlands,remarks
tg:lhps:21206,c227404c-3f5c-55a0-a24a-6a19b810551b,Items,1,,H 837 / A,215093/15,,,,Nederlands,remarks
tg:lhps:41807,8e55bc22-03d2-5d2f-8d88-f876a7f69a76,Items,1,,A 389 / A,225276/303a,,,,Nederlands,remarks
tg:lhps:8881,a72a3571-5709-5d4e-af03-98bf2058cb0e,Items,1,tr:lh:2791,B 906 / A,57299,isad:lh:92224,,,Nederlands,remarks
tg:lhps:8881,a72a3571-5709-5d4e-af03-98bf2058cb0e,Items,2,,AV.93.9.19,225272/2822,isad:lh:92220,,,Nederlands,remarks
tg:lhps:29636,b598d12b-6eea-5fd2-91d5-17351455d0a4,Items,1,,P 9337 / A,225263/183,,,,Nederlands,remarks
tg:lhps:54306,398a1dc2-86a0-554c-b0d4-ab6a95d7d5b3,Items,1,tr:lh:110342,M 9679 / A,,,,,Nederlands,remarks
tg:lhps:28924,c8284ec9-11df-55dd-84d7-ca3f158d5162,Items,1,tr:lh:9937,V 75457 / A (VM425),225261/425,isad:lh:92204,,,Nederlands,remarks
tg:lhps:19280,88db4944-3e90-5317-926e-1073409c75f8,Items,1,,V 7576 / A,215047/40,,,,Nederlands,remarks
tg:lhps:61048,55e02086-3506-5227-a6db-12aa5cd426f3,Items,1,,"O 33745 / A (LK X,8)",,,,,Nederlands,remarks
tg:lhps:6466,2c3c675b-a9e0-5ee6-82a7-3cc2aacc1d8e,Items,1,,P 545 / A,238914,,,,Nederlands,remarks
tg:lhps:48325,b8dd8dfd-9776-51f9-8910-fb12f2c26221,Items,1,tr:lh:103936,Y 952 / A,,,,,Nederlands,remarks
tg:lhps:3664,dfd1cbdc-fc08-5696-b107-941e9ffd2ed0,Items,1,,J 3357 / A,239321,,,,Nederlands,remarks
tg:lhps:3664,dfd1cbdc-fc08-5696-b107-941e9ffd2ed0,Items,2,tr:lh:7875,,225212/481,,,,Nederlands,remarks
tg:lhps:30417,fd4033da-37d1-5cef-b771-3943a855f253,Items,1,,S 2143 / A,225263/502,,,,Nederlands,remarks
tg:lhps:1659,b0a0ec29-b2e7-571d-878d-dbad470cd587,Items,1,,"G 19969 / A (LK II,10)",236254/1,,,,Nederlands,remarks
tg:lhps:53139,aad36c62-af59-5546-b262-4d02d77d8f5a,Items,1,tr:lh:110342,TT 181 / A,,,,,Nederlands,remarks
tg:lhps:51104,ff469774-8a33-5c37-95d8-1421d66b021f,Items,1,,MM 42 / A,,isad:lh:106225,,,Nederlands,remarks
tg:lhps:18868,bb94bd4f-868e-520d-aa4b-c8955d118c6f,Items,1,,D 1995 / A,215038,,,,Nederlands,remarks
tg:lhps:18868,bb94bd4f-868e-520d-aa4b-c8955d118c6f,Items,2,,F 277 / A,215038,,,,Nederlands,remarks
tg:lhps:2976,8f64b58c-4bfa-5afc-8d2b-ee88388b7a51,Items,1,,G 9662 / A,237183,,,,Nederlands,remarks
tg:lhps:59534,0e046e87-c909-5c38-a425-8cbed3ec7876,Items,1,tr:lh:110342,AA 84 / A,,,,,Nederlands,remarks
tg:lhps:24004,ddf0b260-646c-5658-9933-8de014c8e7ee,Items,1,tr:lh:7875,O 3369 / A (CM1016),225212/2013,isad:lh:92200,,,Nederlands,remarks
tg:lhps:26039,fa03c0f4-d849-5c90-a1f0-c7e95b628bc3,Items,1,tr:lh:7875,A 24941 / A (CM2272),225212/3270,isad:lh:92200,,,Nederlands,remarks
tg:lhps:9269,da33d6c6-dd36-5e7d-a6f6-0d377cabd86c,Items,1,tr:lh:7316,S 4685 / A,184285,,,,Nederlands,remarks
tg:lhps:45517,8d20581a-ba0a-5c95-87de-5d52ae8e0113,Items,1,,J 287 / A,225289/543,,,,Nederlands,remarks
tg:lhps:13377,fff4991e-9245-59d9-ad7b-583ba892ce16,Items,1,tr:lh:7632,S 4687 / A,213912,,,,Nederlands,remarks
tg:lhps:396,554bdf14-2c6e-52a9-8044-915f298d960f,Items,1,,A 357 / A,236539,,,,Nederlands,remarks
tg:lhps:21656,5f585231-d07c-5e53-a11c-063217b9527d,Items,1,,NN 98 / A,215097/30,,,,Nederlands,remarks
tg:lhps:26193,faa5452a-b90e-5321-9a27-706bc904714f,Items,1,,N 256 / A,225255/600,,,,Nederlands,remarks
tg:lhps:16525,96a0f86f-7904-5ca7-89b0-a35c83d0960e,Items,1,,B 66525 / A,216345,,,,Nederlands,remarks
tg:lhps:40345,5ff2ed6a-1e5f-5eba-b795-ab81647394e6,Items,1,,V 37789 / A,225271/360a,,,,Nederlands,remarks
tg:lhps:22979,9787d204-94e5-5d21-853f-586be759ca5f,Items,1,tr:lh:7875,O 3369 / A (CM 411),225212/1408,isad:lh:92200,,,Nederlands,remarks
tg:lhps:47480,d5bb3bd7-99e6-51fc-a277-10edecdfc1ae,Items,1,,M 9338 / A,225291/485,,,,Nederlands,remarks
tg:lhps:20944,02a23a11-a24d-5c46-8265-602ce5bc0457,Items,1,,H 53 / A,215087/33,,,,Nederlands,remarks
tg:lhps:14518,20801311-771f-5461-abbd-311ba1ff4d43,Items,1,,MM 15 / A,214955,,,,Nederlands,remarks
tg:lhps:42378,768dab1b-743d-59e9-8c2f-0c3af32fef36,Items,1,,B 557 / A,225279/206,,,,Nederlands,remarks
tg:lhps:55844,528d5e72-a1af-5b73-9d76-7a41ac828070,Items,1,,V 7576 / A,225299/333,,,,Nederlands,remarks
tg:lhps:55844,528d5e72-a1af-5b73-9d76-7a41ac828070,Items,2,,V 7576 / A,216829/963,,,,Nederlands,remarks
tg:lhps:32580,a14da7a5-bd31-5a72-bff2-1fb47764f15c,Items,1,,"AV.14.6.477 (LK VII,6)",225272/477,isad:lh:92873,,,Nederlands,remarks
tg:lhps:6036,7b447a35-0619-5f07-9d99-64183639179f,Items,1,tr:lh:7019,M 9368505 / A,182263,,,,Nederlands,remarks
tg:lhps:61418,663500e8-1be1-5480-a3be-f95a391e4d13,Items,1,tr:lh:97975,"OO 8 / A (LK X,5)",,isad:lh:163930,,,Nederlands,remarks
tg:lhps:35245,eb6f3136-5231-581a-baa5-6fee4c398dcf,Items,1,,AV.93.2.47,225272/2584,isad:lh:92220,,,Nederlands,remarks
tg:lhps:48775,fa9500f9-164e-59a9-a22f-aa60e1635a6c,Items,1,,NN 21 / A,216829/1026,,,,Nederlands,remarks
tg:lhps:57879,aff52351-4057-5416-ac50-0cc8b4cc1484,Items,1,tr:lh:110342,F 397 / A,,,,,Nederlands,remarks
tg:lhps:49867,1308cdab-fe04-5b1b-9a9d-f1838deae5a2,Items,1,tr:lh:110342,SS 89 / A,,,,,Nederlands,remarks
tg:lhps:53093,2501858f-f4fb-5bee-b6f5-49fe12a35ab5,Items,1,,T 4018 / A,,,,,Nederlands,remarks
tg:lhps:54756,30a38e0b-9c45-5449-8098-eada64d78f23,Items,1,tr:lh:7326,O 33745 / A,,isad:lh:126817,,,Nederlands,remarks
tg:lhps:29266,b03493ac-db63-5d15-b89f-5b68455e76ad,Items,1,tr:lh:9937,V 75457 / A (VM740),225261/740,isad:lh:92204,,,Nederlands,remarks
tg:lhps:56291,9e4c34ce-0d9d-5ecd-a8f1-99fd20bf1f6f,Items,1,tr:lh:110342,M 9679 / A,,,,,Nederlands,remarks
tg:lhps:53569,86bcd8d5-313f-53e9-ba84-d47e1b32834f,Items,1,,O 3374 / A,225296/41,,,,Nederlands,remarks
tg:lhps:51554,5cfeba87-eb20-57ff-8890-6ec92454f3a8,Items,1,tr:lh:110437,M 235 / A,,,,,Nederlands,remarks
tg:lhps:3234,d6bd20f1-d7ed-5358-801f-73c153abde2a,Items,1,,V 75795 / A,237721,,,,Nederlands,remarks
tg:lhps:1209,24c85376-df54-5419-b40b-7769fac22286,Items,1,,C 33773 / A,64544/1,,,,Nederlands,remarks
tg:lhps:1209,24c85376-df54-5419-b40b-7769fac22286,Items,2,,N 4653 / A,64544/1,,,,Nederlands,remarks
tg:lhps:30047,3b585ca5-f536-520c-a3df-8adb300c4f77,Items,1,,R 598 / A,225263/327,,,,Nederlands,remarks
tg:lhps:13727,5df15b32-2a2e-5f6f-9504-3900235ea04f,Items,1,tr:lh:7632,S 4687 / A,214261,,,,Nederlands,remarks
tg:lhps:45147,c7bed365-aa50-5309-8f34-ec0d5e3f1d8c,Items,1,,H 518 / A,235335,,,,Nederlands,remarks
tg:lhps:9639,4f9c5d3e-a62b-5fc2-9015-3852bfacd626,Items,1,tr:lh:7316,O 33745 / A,184609,,,,Nederlands,remarks
tg:lhps:42682,17174bb7-1d31-5ad5-a30b-efa8d01cab01,Items,1,,BB 597 / A,216829/369,,,,Nederlands,remarks
tg:lhps:43990,39a054f9-4c68-5899-91ec-46327cde50c1,Items,1,,"P 625 (LK IV,9)",225287,,,,Nederlands,remarks
tg:lhps:24454,4536f58a-c42f-5e87-a4d3-230b861b1c45,Items,1,tr:lh:7875,O 3369 / A (CM1439),225212/2436,isad:lh:92200,,,Nederlands,remarks
tg:lhps:59164,12cf2e4e-1847-5dc6-8e41-2f8754ad9a9e,Items,1,tr:lh:110342,ZZ 21 / A,,,,,Nederlands,remarks
tg:lhps:23391,0a24ace7-89d3-57cd-99db-89c5a9787f51,Items,1,tr:lh:7875,O 3369 / A (CM 632),225212/1629,isad:lh:92200,,,Nederlands,remarks
tg:lhps:12835,c10e92ce-7a9b-5ba0-b5a0-56596e3521a1,Items,1,tr:lh:7632,C 20401 / A,213411/12,,,,Nederlands,remarks
tg:lhps:26469,60d9d8e0-4550-5ad3-a96b-069086ba35d5,Items,1,tr:lh:7875,O 3369 / A (CM2544),225212/3542,isad:lh:92200,,,Nederlands,remarks
tg:lhps:5533,8e6133af-1903-50d9-874d-411a59882d8c,Items,1,tr:lh:7019,M 9358 / A,180667/1,,,,Nederlands,remarks
tg:lhps:31085,3a1b7c76-5a86-5a88-8d23-f458bc398e47,Items,1,tr:lh:9936,S 282 / A (CS 168),225267/227,isad:lh:92208,,,Nederlands,remarks
tg:lhps:60120,b4bbaf3c-dd90-5f88-97f8-653f90ed7491,Items,1,tr:lh:110342,KK 171 / A,,,,,Nederlands,remarks
tg:lhps:36740,f36588b7-3318-5c8f-9f7f-dd18e925f7b3,Items,1,,AV.6024,225272/1893,isad:lh:92876,,,Nederlands,remarks
tg:lhps:50596,8ee771d0-e447-5696-afa0-ac8d1fd9fab1,Items,1,tr:lh:9943,G 21795 / A,,isad:lh:114487,,,Nederlands,remarks
tg:lhps:57253,345ddc45-a518-5103-9fbd-05ec97b1d940,Items,1,,B 9175 / A,,isad:lh:92243,,,Nederlands,remarks
tg:lhps:22353,52ccea33-9ed2-56d8-99cd-9adb7abfcdce,Items,1,tr:lh:7875,O 3369 / A (CM 10+11),225212/1006a,isad:lh:92200,,,Nederlands,remarks
tg:lhps:25496,2a81194f-5f95-5131-ad79-6c1aebc37159,Items,1,,M 9326 / A,225255/321a,isad:lh:92204,,,Nederlands,remarks
tg:lhps:25496,2a81194f-5f95-5131-ad79-6c1aebc37159,Items,2,tr:lh:9937,V 75457 / A (VM647),225261/647,isad:lh:92204,,,Nederlands,remarks
tg:lhps:42952,a7f59652-83fa-5330-a501-4800aeddfc47,Items,1,,C 203885 / A,225281/70a,,,,Nederlands,remarks
tg:lhps:816,959036e0-15e5-5c2a-97ce-7e83a0fe9b10,Items,1,tr:lh:7019,BB 49 / A,180950,,,,Nederlands,remarks
tg:lhps:15020,97d83ece-c3ee-5147-af4e-9d562380496b,Items,1,,K 9885 / A,215528,,,,Nederlands,remarks
tg:lhps:43640,2b5c5ea7-26b6-5e04-a952-b2b92dcfa490,Items,1,tr:lh:7875,DD 331 / A,225212/510,isad:lh:92200,,,Nederlands,remarks
tg:lhps:44185,c4bcb4a1-d831-50ba-81f8-3a1431a0ea7a,Items,1,,AV.84.9.59,225272/2690,isad:lh:92220,,,Nederlands,remarks
tg:lhps:21986,76d25b6c-6d50-5e36-b5b4-11fe36751c4d,Items,1,tr:lh:7875,H 3543 / A,225212/950,isad:lh:92200,,,Nederlands,remarks
tg:lhps:10222,176c0f17-d0ca-5211-81ab-127479bd0715,Items,1,tr:lh:7284,O 33745 / A,185189,,,,Nederlands,remarks
tg:lhps:46442,a68240ea-0136-5b9f-8876-a8fc470f2f48,Items,1,tr:lh:30822,CA 824 / A (LH.320),300042/98,isad:lh:98631,,,Nederlands,remarks
tg:lhps:8301,76484259-139b-5733-bb36-2418372e74fd,Items,1,tr:lh:7019,V 9132 / A,182624,,,,Nederlands,remarks
tg:lhps:41387,70bce83a-b32c-5591-9492-1672a7794264,Items,1,,Z 165 / A,225273/535a,,,,Nederlands,remarks
tg:lhps:27151,2593e5ea-8f63-532c-b9a5-057192f24098,Items,1,tr:lh:7875,O 3369 / A (CM3077),225212/4075,isad:lh:92200,,,Nederlands,remarks
tg:lhps:20694,3f19272f-284f-58ca-b3fb-73985c44fd43,Items,1,,G 6939 / A,215080/12,,,,Nederlands,remarks
tg:lhps:19900,f6ab2c14-650d-5ba2-a22d-87cd8a790013,Items,1,,E 3965 / A,215053/50,,,,Nederlands,remarks
tg:lhps:55794,fc3a5555-8503-5a80-b36e-c4600b412412,Items,1,tr:lh:110342,N 193 / A,,,,,Nederlands,remarks
tg:lhps:1823,76567d81-a0a4-565f-9c03-889c3281d21d,Items,1,tr:lh:7019,M 9363 / A,180936/1,,,,Nederlands,remarks
tg:lhps:52051,8108f78f-2266-56a2-af9f-50c3d098645c,Items,1,tr:lh:110342,S 626525 / A,,,,,Nederlands,remarks
tg:lhps:34287,5bc62473-4b99-58e5-9dde-32110dea5f93,Items,1,,AV.38.5.10.448,225272/2274,isad:lh:92750,,,Nederlands,remarks
tg:lhps:33542,d5a0c580-eff1-50a7-b942-f51fdf6941f0,Items,1,,AV.14.6.1375,225272/1440,isad:lh:92873,,,Nederlands,remarks
tg:lhps:54886,2b8f85d5-eb21-5780-a3a1-9921415766a8,Items,1,,E 2545 / A,,,,,Nederlands,remarks
tg:lhps:18612,c6492539-b3c5-5afd-8955-ab15243f3992,Items,1,,C 34776 / A,215036/57,,,,Nederlands,remarks
tg:lhps:57603,639a4869-30af-5699-b740-584306f15a90,Items,1,,F 221 / A,,isad:lh:136069,Uit F 221 / 9,,Nederlands,remarks
tg:lhps:1989,d7d8ff7a-b181-51de-97a8-79b48c22cde5,Items,1,,E 4152 / A,238363,,,,Nederlands,remarks
tg:lhps:5163,b30235cc-fdb8-5ebd-a62b-e96fcccbc8a9,Items,1,,M 652 / A,238729,,,,Nederlands,remarks
tg:lhps:56911,793be178-ed7b-575b-bba4-1d8dd8d540e0,Items,1,,ZZ 10 / A,225299/581,,,,Nederlands,remarks
tg:lhps:60570,c665b232-56d9-57f8-a577-b4322228a4ab,Items,1,,O 33745 / A,,,,,Nederlands,remarks
tg:lhps:10388,7b0c4ec6-0bcf-563b-9c75-495fa0030dc9,Items,1,tr:lh:6892,T 37625 / A,170737,,,,Nederlands,remarks
tg:lhps:10388,7b0c4ec6-0bcf-563b-9c75-495fa0030dc9,Items,2,tr:lh:7318,T 37625 / A,185366/2,,,,Nederlands,remarks
tg:lhps:10388,7b0c4ec6-0bcf-563b-9c75-495fa0030dc9,Items,3,tr:lh:7284,T 37625 / A,185418,,,,Nederlands,remarks
tg:lhps:43210,1e2e463f-5835-5964-8054-5fa2b887e1e2,Items,1,,H 1457 / A,225283/15,isad:lh:92924,,,Nederlands,remarks
tg:lhps:15470,bf3830e0-759e-542d-a4e4-d2dfbebcb6ac,Items,1,tr:lh:7634,G 3932 / A,212246,,,,Nederlands,remarks
tg:lhps:23811,22f23a21-9c2e-547c-9cb4-55ef0cef1c1d,Items,1,,L 583 / A,225249/13,,,,Nederlands,remarks
tg:lhps:22703,8835c8a7-c7e3-58a6-ac55-5a7bb713db39,Items,1,,K 4172 / A,225229/93,,,,Nederlands,remarks
tg:lhps:9843,1e62e9ea-4acd-568c-8c4c-48578ac60d60,Items,1,tr:lh:7284,O 33745 / A,184852,,,,Nederlands,remarks
tg:lhps:27501,b10899cc-6a98-56b7-bb7c-85f2216073b9,Items,1,tr:lh:7875,O 3369 / A (CM 3419),225212/4417,isad:lh:92200,,,Nederlands,remarks
tg:lhps:11960,2a552c91-6b66-5030-9462-b9fe50a1ae83,Items,1,tr:lh:7748,"BB 112 / A (LK IV,6)",200848/138-139,isad:lh:92667,,,Nederlands,remarks
tg:lhps:46012,c9a9e7e8-f30f-5bda-a7f6-fb422b447e9b,Items,1,tr:lh:7875,K 98488 / A,225212/744,,,,Nederlands,remarks
tg:lhps:10672,b0103511-0414-53c2-8891-a575d5a55d90,Items,1,tr:lh:5565,T 19664 / A,110830/52,isad:lh:92396,,,Nederlands,remarks
tg:lhps:8751,d07792e8-c7e5-5eec-8583-0b6d5368a762,Items,1,tr:lh:7106,V 2503 / A,183828,,,,Nederlands,remarks
tg:lhps:5499,186ab599-edcc-5940-94c0-aaffe3085f05,Items,1,tr:lh:7019,M 9356 / A,182237/a,,,,Nederlands,remarks
tg:lhps:18242,7884c7f3-c597-5b6e-bff7-b9ff8addd100,Items,1,tr:lh:9938,B 725 / A (LH.81),225045/397,isad:lh:92227,,,Nederlands,remarks
tg:lhps:52401,2a85d178-0d10-5ba4-a7c5-d1632ba906d0,Items,1,tr:lh:110437,EE 39 / A,,,,,Nederlands,remarks
tg:lhps:61731,4cb96ef5-7164-517a-af1b-fa03501d3645,Items,1,tr:lh:7843,V 4835 / A,,,,,Nederlands,remarks
tg:lhps:4322,09f40c2e-1df2-58a3-8b54-c7b170936b39,Items,1,,S 4685 / A,237539,,,,Nederlands,remarks
tg:lhps:30694,89f3dcce-3397-5a28-b4fc-d06d6b59937a,Items,1,,S 535 / A,225263/625,,,,Nederlands,remarks
tg:lhps:31986,d28a4317-2a24-5711-b84f-189f934bfec8,Items,1,,U 657 / A,225271/33,,,,Nederlands,remarks
tg:lhps:56442,4370d7f9-c370-589b-b059-aae8fc7c7a10,Items,1,tr:lh:110342,DD 77 / A,,,,,Nederlands,remarks
tg:lhps:51387,e21d423a-efe7-5b3a-a8c5-97264db74a6d,Items,1,,V 254 / A,,isad:lh:118064,,,Nederlands,remarks
tg:lhps:60823,3549d04d-c9bf-5c76-af36-7358c72b210b,Items,1,,"O 33745 / A (LK X,7)",,,,,Nederlands,remarks
tg:lhps:15923,01519233-60b4-58a8-a125-2be613562bd2,Items,1,tr:lh:7634,A 4269 / A,212708,,,,Nederlands,remarks
tg:lhps:24287,635fa354-8d44-5fcb-889e-e321298eb062,Items,1,tr:lh:7875,O 3369 / A (CM1299),225212/2296,isad:lh:92200,,,Nederlands,remarks
tg:lhps:44886,674c33c8-b618-55b2-8790-59ef869bcbbe,Items,1,,G 994 / A,225289/154,,,,Nederlands,remarks
tg:lhps:45794,ac8f6d72-e94a-5287-96d5-81dfa5cf4f4a,Items,1,,K 366 / A,225289/880,,,,Nederlands,remarks
tg:lhps:115,7f2c2dbc-1244-51ec-b800-845b8bd1e182,Items,1,tr:lh:7875,A 357 / A,225212/670,isad:lh:92200,,,Nederlands,remarks
tg:lhps:115,7f2c2dbc-1244-51ec-b800-845b8bd1e182,Items,2,,A 357 / A,236615,,,,Nederlands,remarks
tg:lhps:42051,75ba8450-57fe-520c-9ef0-0137a16b6e79,Items,1,,AA 155 / A,225277/55,,,,Nederlands,remarks
tg:lhps:14631,845684cc-bccc-5149-bdbd-cd06364a73ec,Items,1,,"G 1195 / A (LK XI,4)",215162,,,,Nederlands,remarks
tg:lhps:9510,42cb7fc4-8b6d-5433-9b36-fde85b32a851,Items,1,tr:lh:7316,S 4685 / A,184496,,,,Nederlands,remarks
tg:lhps:40596,fabec2d0-b40b-5feb-a103-d6a1ff76e740,Items,1,,V 518 / A,225271/585a,,,,Nederlands,remarks
tg:lhps:47253,4ed48270-88cd-5b02-bf58-f888f6cd2a6f,Items,1,,O 3369 / A,,,,,Nederlands,remarks
tg:lhps:11433,d1a62063-4c3c-5a13-908b-069332130b45,Items,1,,O 26543 / A,200382/78,,,,Nederlands,remarks
tg:lhps:21085,ea71ef29-4e53-5d5f-8927-0c47b4e4a06f,Items,1,,H 722 / A,215090/23,,,,Nederlands,remarks
tg:lhps:26740,dd6ea3b1-3815-55dc-949b-45c8ef188275,Items,1,,O 33735 / A,225256/145,,,,Nederlands,remarks
tg:lhps:53640,46df63b0-c81a-513a-8384-224aaa935a69,Items,1,,TT 24 / A,,,,,Nederlands,remarks
tg:lhps:54185,dff2513e-ed0f-525d-ba85-aab0066e4c05,Items,1,tr:lh:110342,R 22 / A,225298/297,,,,Nederlands,remarks
tg:lhps:19003,9bb06fec-b028-507c-9148-ecc0e274e0b1,Items,1,,V 7576 / A,215034/184,,,,Nederlands,remarks
tg:lhps:32353,d50e4fdd-d7ec-57e4-a6c1-e8d8a68d86d1,Items,1,,"AV.14.6.265 (LK VII,3)",225272/265,isad:lh:92873,,,Nederlands,remarks
tg:lhps:1120,cdfcc38c-908f-55b6-945c-9d393386d5bd,Items,1,tr:lh:7019,C 31 / A,181399/1,,,,Nederlands,remarks
tg:lhps:52952,b22a74d4-a9b3-5902-968f-a08de63a6c0c,Items,1,tr:lh:110342,FF 75 / A,,,,,Nederlands,remarks
tg:lhps:5860,c62ebeae-cc5e-5cf9-86d3-f6df0fc21469,Items,1,tr:lh:7019,K 162 / A,182788,,,,Nederlands,remarks
tg:lhps:5860,c62ebeae-cc5e-5cf9-86d3-f6df0fc21469,Items,2,tr:lh:103936,K 162 / A,,,,,Nederlands,remarks
tg:lhps:56012,9a2408c2-3046-596d-8df9-3f792bda4506,Items,1,tr:lh:128714,LL 169 / A,,isad:lh:129857,,,Nederlands,remarks
tg:lhps:61361,94f14439-41fb-5c14-80f8-bdca19ca90b1,Items,1,tr:lh:97975,O 265 / A,,isad:lh:163930,,,Nederlands,remarks
tg:lhps:4772,a950357c-6766-5cc6-bcef-ac46fe06dad1,Items,1,tr:lh:7010,S 4685 / A,176787/4,,,,Nederlands,remarks
tg:lhps:4772,a950357c-6766-5cc6-bcef-ac46fe06dad1,Items,2,,S 4685 / A,237515/a,,,,Nederlands,remarks
tg:lhps:4772,a950357c-6766-5cc6-bcef-ac46fe06dad1,Items,3,tr:lh:103936,S 4685 / A,,,,,Nederlands,remarks
tg:lhps:11599,42a9ceee-db08-524e-888f-a65336c7dd8e,Items,1,,"B 41328 / A (LK II,8)",200382/321,,,,Nederlands,remarks
tg:lhps:14261,15350112-aa45-50d4-a8b0-7b969d1f9dd2,Items,1,tr:lh:7632,K 476 / A,214735,,,,Nederlands,remarks
tg:lhps:42401,b8bd4475-3eda-5ed3-bc0f-2187478abd39,Items,1,,B 557 / A,225279/229,,,,Nederlands,remarks
tg:lhps:545,12f8f731-12b0-5c79-810b-3c9891063470,Items,1,,A 4573 / A,236900,,,,Nederlands,remarks
tg:lhps:23112,9557ff8e-6c52-5916-9d5a-31a8f206c542,Items,1,,KK 2 / A,225235/46,,,,Nederlands,remarks
tg:lhps:15889,fb43455d-4ae5-59c5-ad89-c648a8d383b3,Items,1,tr:lh:7634,A 3897 / A,212674,,,,Nederlands,remarks
tg:lhps:46911,73f3d447-f17f-5d04-83df-6717e2293885,Items,1,,M 5574 / A,225291/248,,,,Nederlands,remarks
tg:lhps:26310,930c9f95-0e78-5c6d-9c93-13510632e9ae,Items,1,tr:lh:7875,O 3369 / A (CM2445),225212/3443,isad:lh:92200,,,Nederlands,remarks
tg:lhps:9140,99c83ccc-938a-5090-be7b-e66d6cd911d6,Items,1,tr:lh:7316,S 4685 / A,184170,,,,Nederlands,remarks
tg:lhps:47603,b590e07b-187e-54a1-8232-4b7040da498b,Items,1,,K 3927 / A (LH.328),,,,,Nederlands,remarks
tg:lhps:32703,bfa8146b-2811-58b3-be5a-1dcf21b4030c,Items,1,,"AV.14.6.599 (LK VII,8)",225272/599,isad:lh:92873,,,Nederlands,remarks
tg:lhps:19453,a2801c9f-2cce-54d5-b8dc-2c187c1c3b47,Items,1,tr:lh:9826,"SS 150 / A (LK V,8)",215048/33,,,,Nederlands,remarks
tg:lhps:1570,21e78341-cbb0-50e8-8519-4acbedf326c9,Items,1,,N 261 / A,238974,,,,Nederlands,remarks
tg:lhps:4288,6f145c38-6002-54ea-af17-e5021e97f8f0,Items,1,,C 46096 / A,237669,,,,Nederlands,remarks
tg:lhps:4288,6f145c38-6002-54ea-af17-e5021e97f8f0,Items,2,,S 4685 / A,237669,,,,Nederlands,remarks
tg:lhps:53210,d736eded-e754-5d39-9810-b1d84e525c57,Items,1,tr:lh:110342,B 5864 / A,,,,,Nederlands,remarks
tg:lhps:60989,58c59795-9dc1-5960-9057-22deef1e6357,Items,1,,O 33745 / A,,,,,Nederlands,remarks
tg:lhps:33811,4458f750-a282-52e0-a12f-5ec14d8bab61,Items,1,,AV.20.41,225272/2081,isad:lh:92220,,,Nederlands,remarks
tg:lhps:11576,6afad95c-df5f-5e06-afe3-a13277a60fa8,Items,1,tr:lh:7723,"GG 149 / A (LK V,5)",200433/54,isad:lh:92613,,,Nederlands,remarks
tg:lhps:47316,e31d4138-33fe-5bec-9db5-a418a06a5853,Items,1,,TT 223 / A,,,,,Nederlands,remarks
tg:lhps:9455,583fc3b3-d0de-5a15-9d8c-2751bd89871b,Items,1,tr:lh:7106,O 307 / A,183739,,,,Nederlands,remarks
tg:lhps:27917,2d189109-ee43-5273-ad60-f004fbe972dd,Items,1,tr:lh:9939,PP 210 / A (CA99),225259/28,isad:lh:170201,,,Nederlands,remarks
tg:lhps:26605,fbd1dc2a-a7e2-5fb6-96c7-eab80a99e049,Items,1,tr:lh:7875,O 3369 / A (CM2628),225212/3626,isad:lh:92200,,,Nederlands,remarks
tg:lhps:59308,13ef44e3-64be-5a15-ac8c-d8f8328afb9b,Items,1,tr:lh:110342,M 9679 / A,,,,,Nederlands,remarks
tg:lhps:24638,63e23592-805e-5b01-aef6-122e7ee109ee,Items,1,tr:lh:7875,O 3369 / A (CM1530),225212/2527,isad:lh:92200,,,Nederlands,remarks
tg:lhps:51738,21bddd4f-abc4-5e9f-a6bf-c3c643f88491,Items,1,tr:lh:110437,DD 42 / A,,,,,Nederlands,remarks
tg:lhps:53705,d63a11ba-0aac-55d3-a303-600a1626d9a1,Items,1,,B 18237 / A,,,,,Nederlands,remarks
tg:lhps:1065,8d63fa76-762e-5ae7-9fc5-a7c2c85f5c63,Items,1,tr:lh:9937,V 75457 / A (VM784),225261/784,isad:lh:92204,,,Nederlands,remarks
tg:lhps:1065,8d63fa76-762e-5ae7-9fc5-a7c2c85f5c63,Items,2,,"V 7573 / A (LK III,10)",236272,isad:lh:92204,,,Nederlands,remarks
tg:lhps:52817,e362112f-a58c-543c-a646-74de15a4da94,Items,1,,T 3774208 / A,,,,,Nederlands,remarks
tg:lhps:3058,e26d97bb-0529-5acc-9f84-cd1fbe4d24e2,Items,1,tr:lh:7019,H 5363 / A,180423,,,,Nederlands,remarks
tg:lhps:32216,e22b039e-3e93-5eb5-88c8-d68c0ac5182e,Items,1,,"AV.14.6.145 (LK VII,2)",225272/145,isad:lh:92873,,,Nederlands,remarks
tg:lhps:19146,703ff8ee-0789-5698-9a8e-224694c3c2c9,Items,1,,D 29012 / A,215046/3,,,,Nederlands,remarks
tg:lhps:48519,3eb8c6b3-8904-5807-a919-faec159483dd,Items,1,,MM 85 / A,225293/10,,,,Nederlands,remarks
